"ID"	"ID_SwissFIR"	"Category"	"Density"	"Matrix_unit_Density"	"Energy_kilojoules"	"Energy_kilocalories"	"Fat_total"	"Fatty_acids_saturated"	"Fatty_acids_monounsaturated"	"Fatty_acids_polyunsaturated"	"Cholesterol"	"Carbohydrates_available"	"Sugars"	"Starch"	"Dietary_fibres"	"Protein"	"Salt_NaCl"	"Alcohol"	"Water"	"Vitamin_A_activity_RE"	"Vitamin_A_activity_RAE"	"All-trans_retinol_equivalents"	"Beta-carotene_activity"	"Beta-carotene"	"Vitamin_B1_thiamine"	"Vitamin_B2_riboflavin"	"Vitamin_B6_pyridoxine"	"Vitamin_B12_cobalamin"	"Niacin"	"Folate"	"Panthotenic_acid"	"Vitamin_C_ascorbic_acid"	"Vitamin_D_calciferol"	"Vitamin_E_activity"	"Potassium_K"	"Sodium_Na"	"Chloride_Cl"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Iron_Fe"	"Iodide_I"	"Zinc_Zn"	"Selenium_Se"	"Record_has_changed"	"FileVersion"	"Branded"	"Language"
528	1001042	69	1	1	238.00	57.00	3.20	2.00	0.70	0.10	11.00	4.20	4.20	0.00	0.00	2.80	0.10	0.00	88.70	58.00	55.00	52.00	35.00	35.00	0.02	0.15	0.03	0.04	0.32	1.00	0.23	2.00	0.10	0.08	200.00	32.00	140.00	120.00	10.00	87.00	0.00	4.60	0.30	0.00	0	200	0	0.00
529	1001043	49	1	1	145.00	34.00	0.50	0.30	0.10	0.00	1.00	4.00	4.00	0.00	0.00	3.40	0.10	0.00	90.50	10.00	9.00	8.00	9.00	9.00	0.03	0.16	0.04	0.20	0.10	5.00	0.30	0.60	0.00	0.02	150.00	57.00	100.00	110.00	16.00	90.00	0.10	7.30	0.50	0.00	0	200	0	0.00
530	1001044	13	0	0	1640.00	396.00	32.00	19.20	7.50	1.50	96.00	0.00	0.00	0.00	0.00	26.40	1.50	0.00	36.00	323.00	307.00	290.00	200.00	200.00	0.02	0.37	0.13	1.45	0.20	10.00	0.47	0.00	0.70	0.35	90.00	590.00	900.00	900.00	35.00	600.00	0.40	11.00	4.20	0.00	0	200	0	0.00
531	1001045	13	0	0	1140.00	273.00	21.40	12.80	5.00	0.90	64.00	0.00	0.00	0.00	0.00	20.00	1.90	0.00	55.90	245.00	235.00	225.00	120.00	120.00	0.01	0.46	0.25	2.18	0.21	53.40	0.42	0.00	0.40	0.38	90.00	760.00	1390.00	230.00	15.00	220.00	0.10	20.00	1.90	0.00	0	200	0	0.00
532	1001046	13	0	0	1480.00	357.00	27.90	16.70	6.50	1.30	84.00	0.00	0.00	0.00	0.00	25.90	1.80	0.00	41.40	272.00	264.00	255.00	100.00	100.00	0.01	0.29	0.06	1.55	0.20	49.00	0.25	0.00	0.30	0.68	70.00	730.00	1100.00	670.00	27.00	490.00	0.10	11.00	3.90	0.00	0	200	0	0.00
533	1001047	46	0	0	1270.00	307.00	25.20	15.10	5.90	1.20	76.00	0.00	0.00	0.00	0.00	19.90	2.00	0.00	51.70	241.00	231.00	221.00	115.00	115.00	0.01	0.36	0.19	1.50	0.10	25.00	0.30	0.00	0.20	0.75	84.00	800.00	1050.00	390.00	20.00	320.00	0.10	0.00	2.20	0.00	0	200	0	0.00
534	1001049	46	0	0	1160.00	279.00	23.20	13.90	5.40	1.10	70.00	0.00	0.00	0.00	0.00	17.20	1.70	0.00	56.80	503.00	492.00	480.00	140.00	0.00	0.01	0.26	0.26	2.06	0.20	51.50	0.40	0.00	0.50	0.64	78.00	690.00	1010.00	430.00	20.00	300.00	0.10	20.00	1.90	0.00	0	200	0	0.00
536	1001053	13	0	0	1540.00	370.00	30.40	18.20	7.10	1.40	91.00	0.00	0.00	0.00	0.00	23.50	1.50	0.00	42.30	525.00	513.00	500.00	150.00	150.00	0.01	0.33	0.09	1.62	0.14	33.20	0.42	0.00	0.40	0.81	88.00	600.00	760.00	640.00	25.00	460.00	0.10	27.00	2.70	0.00	0	200	0	0.00
537	1001057	113	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.70	15.00	2.10	23.00	4.90	0.00	0.00	0.00	0.00	0.00	0	200	1	0.00
538	1001058	113	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.70	0.70	58.00	3.90	0.00	0.00	5.00	0.00	0.00	0	200	1	0.00
539	1001059	42	0	0	1060.00	256.00	20.70	12.40	4.90	0.90	62.00	1.40	1.40	0.00	0.00	16.00	3.70	0.00	55.30	203.00	196.00	189.00	84.00	84.00	0.04	0.33	0.19	0.88	0.20	49.00	0.46	0.00	0.30	0.50	150.00	1500.00	0.00	480.00	20.00	340.00	0.20	0.00	0.00	0.00	0	200	0	0.00
540	1001060	113	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.30	0.30	10.00	2.40	0.00	0.00	1.00	0.00	0.00	0	200	1	0.00
541	1001061	113	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.90	0.20	8.50	2.60	0.00	0.00	0.00	0.00	0.00	0	200	1	0.00
548	1001067	113	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	29.00	13.00	1.60	0.00	0.00	0.00	3.00	0.00	0.00	0	200	1	0.00
549	1001069	42	0	0	1010.00	242.00	18.80	12.10	4.80	0.90	45.00	1.50	0.00	0.00	0.00	16.70	3.30	0.00	58.60	226.00	223.00	220.00	33.00	0.00	0.04	0.55	0.10	0.60	0.20	30.00	0.24	0.00	0.10	0.49	150.00	1300.00	1900.00	450.00	20.00	360.00	0.20	0.00	2.00	0.00	0	200	0	0.00
550	1001070	113	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	1.20	1.50	1.20	0.80	0.00	0.00	0.10	0.00	0.00	0	200	1	0.00
551	1001072	63	1	1	293.00	71.00	0.00	0.00	0.00	0.00	0.00	1.50	1.50	0.00	0.00	0.20	0.00	9.10	89.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.10	0.00	0.03	0.00	0.00	0.00	48.00	4.00	7.00	10.00	6.00	7.00	0.80	10.00	0.00	0.00	0	200	0	0.00
552	1001073	13	0	0	1720.00	415.00	33.20	19.90	7.80	1.50	100.00	0.00	0.00	0.00	0.00	28.00	1.80	0.00	31.90	298.00	288.00	278.00	118.00	118.00	0.01	0.39	0.10	2.07	0.20	8.00	0.44	0.00	0.60	0.35	96.00	710.00	1090.00	1030.00	38.00	660.00	0.30	40.00	4.30	0.00	0	200	0	0.00
553	1001074	13	0	0	1590.00	384.00	31.70	19.00	7.40	1.50	95.00	0.00	0.00	0.00	0.00	24.30	1.60	0.00	39.60	382.00	366.00	350.00	190.00	190.00	0.04	0.36	0.07	1.06	0.10	15.00	0.33	0.00	0.50	0.95	82.00	620.00	960.00	740.00	29.00	540.00	0.30	8.40	4.00	0.00	0	200	0	0.00
554	1001075	13	0	0	985.00	235.00	11.40	6.80	2.70	0.50	34.00	0.00	0.00	0.00	0.00	33.10	2.00	0.00	48.20	142.00	136.00	130.00	70.00	0.00	0.04	0.50	0.07	1.30	0.10	15.00	0.54	0.00	0.30	0.36	120.00	810.00	1240.00	1090.00	36.00	730.00	0.20	35.00	2.50	0.00	0	200	0	0.00
555	1001076	13	0	0	1690.00	408.00	32.60	20.30	7.90	1.50	84.00	0.00	0.00	0.00	0.00	28.40	0.40	0.00	35.00	306.00	293.00	280.00	155.00	155.00	0.01	0.30	0.12	1.67	0.18	9.40	0.30	0.00	0.50	0.35	84.00	170.00	270.00	1030.00	31.00	620.00	0.40	20.00	4.60	0.00	0	200	0	0.00
556	1001077	13	0	0	1460.00	351.00	28.00	16.80	6.60	1.30	84.00	0.00	0.00	0.00	0.00	24.10	1.40	0.00	42.00	299.00	287.00	274.00	150.00	150.00	0.05	0.27	0.06	1.64	0.21	30.00	0.41	0.00	0.50	0.76	60.00	550.00	850.00	840.00	29.00	510.00	0.10	7.30	3.70	0.00	0	200	0	0.00
557	1001078	13	0	0	1560.00	376.00	30.20	18.10	7.10	1.40	91.00	0.00	0.00	0.00	0.00	25.60	1.70	0.00	39.60	299.00	287.00	274.00	150.00	150.00	0.05	0.38	0.06	1.33	0.23	33.00	0.44	0.00	0.60	0.84	98.00	690.00	1060.00	900.00	24.00	540.00	0.30	7.90	4.20	0.00	0	200	0	0.00
558	1001079	95	0	0	648.00	155.00	8.60	5.20	2.00	0.40	26.00	0.00	0.00	0.00	0.00	19.40	3.00	0.00	59.00	48.00	47.00	45.00	20.00	20.00	0.03	0.32	0.07	1.62	0.20	3.00	0.74	0.00	0.20	0.20	150.00	1200.00	900.00	600.00	45.00	1200.00	0.90	35.00	4.00	0.00	0	200	0	0.00
559	1001080	95	0	0	1310.00	316.00	25.00	15.00	5.90	1.20	75.00	0.00	0.00	0.00	0.00	22.80	3.00	0.00	49.50	257.00	248.00	238.00	114.00	114.00	0.03	0.23	0.07	1.17	0.20	3.00	0.42	0.00	0.70	0.54	150.00	1200.00	900.00	600.00	45.00	800.00	0.90	35.00	4.00	0.00	0	200	0	0.00
560	1001081	95	0	0	624.00	150.00	9.30	5.60	2.20	0.40	28.00	0.00	0.00	0.00	0.00	16.40	3.00	0.00	61.90	48.00	47.00	45.00	20.00	20.00	0.03	0.38	0.07	2.00	0.20	3.00	1.00	0.00	0.20	0.27	200.00	1200.00	900.00	600.00	30.00	1100.00	0.90	35.00	4.00	0.00	0	200	0	0.00
561	1001082	95	0	0	1020.00	247.00	21.20	12.70	5.00	1.00	64.00	0.00	0.00	0.00	0.00	14.10	3.00	0.00	51.30	257.00	248.00	238.00	114.00	114.00	0.03	0.38	0.07	2.00	0.20	3.00	1.00	0.00	0.50	0.67	150.00	1200.00	900.00	500.00	30.00	700.00	0.90	35.00	4.00	0.00	0	200	0	0.00
562	1001083	16	1	1	214.00	51.00	0.50	0.20	0.00	0.20	0.00	11.00	11.00	0.00	0.00	0.00	0.00	0.00	85.70	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.01	0.00	0.17	9.00	0.05	3.00	0.00	0.44	110.00	2.00	2.00	9.00	7.00	16.00	0.30	1.00	0.20	0.00	0	200	0	0.00
563	1001084	95	0	0	1350.00	327.00	30.00	18.00	7.00	1.40	90.00	0.00	0.00	0.00	0.00	14.30	3.00	0.00	47.00	348.00	334.00	320.00	170.00	0.00	0.04	0.37	0.07	2.00	0.20	3.00	1.00	0.00	0.90	0.65	100.00	1200.00	900.00	550.00	45.00	750.00	0.90	35.00	4.00	0.00	0	200	0	0.00
564	1001085	55	1	1	65.00	15.00	0.00	0.00	0.00	0.10	0.00	3.00	2.10	0.10	0.10	0.80	0.50	0.00	95.30	66.00	33.00	0.00	397.00	397.00	0.03	0.03	0.05	0.00	0.40	16.00	0.22	9.90	0.00	0.82	220.00	220.00	400.00	14.00	13.00	26.00	0.50	2.00	0.20	0.00	0	200	0	0.00
565	1001086	95	0	0	1310.00	316.00	29.40	17.60	6.90	1.30	88.00	0.00	0.00	0.00	0.00	12.90	2.80	0.00	50.30	327.00	313.00	300.00	160.00	160.00	0.04	0.37	0.07	2.00	0.15	3.00	1.00	0.00	0.60	0.89	150.00	1100.00	780.00	400.00	30.00	600.00	0.90	35.00	4.00	0.00	0	200	0	0.00
566	1001087	55	1	1	138.00	33.00	0.10	0.00	0.00	0.00	0.00	6.80	4.80	0.00	0.90	0.70	0.10	0.00	90.60	1028.00	514.00	0.00	6169.00	4578.00	0.06	0.06	0.20	0.00	0.40	4.00	0.23	7.00	0.00	0.56	270.00	35.00	420.00	24.00	13.00	39.00	0.50	15.00	0.10	0.00	0	200	0	0.00
567	1001089	42	0	0	1450.00	351.00	32.10	19.20	7.50	1.50	96.00	4.50	2.30	0.00	0.00	11.10	1.30	0.00	52.00	325.00	313.00	300.00	150.00	150.00	0.04	0.26	0.06	0.60	0.11	26.50	0.44	0.00	0.00	0.70	100.00	500.00	570.00	110.00	8.00	130.00	0.20	8.00	0.40	0.00	0	200	0	0.00
568	1001093	16	1	1	190.00	45.00	0.10	0.00	0.00	0.10	0.00	10.80	10.30	0.00	0.00	0.10	0.00	0.00	87.70	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.04	0.00	0.16	1.00	0.07	7.40	0.00	0.51	120.00	2.30	2.00	6.70	5.50	8.00	0.20	2.00	0.10	0.00	0	200	0	0.00
569	1001096	105	1	1	1580.00	371.00	0.20	0.00	0.00	0.10	0.00	91.80	91.40	0.30	0.90	0.10	0.00	0.00	36.60	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.00	0.09	2.60	0.04	5.10	0.00	0.21	64.00	1.30	2.60	3.90	2.60	5.20	0.50	0.90	0.10	0.00	0	200	0	0.00
570	1001098	13	0	0	1220.00	294.00	23.00	13.80	5.40	1.10	69.00	0.00	0.00	0.00	0.00	21.80	2.00	0.00	55.00	273.00	262.00	250.00	140.00	0.00	0.04	0.32	0.06	2.00	0.10	18.00	0.80	0.00	0.50	0.69	80.00	800.00	1100.00	700.00	35.00	500.00	0.40	35.00	4.00	0.00	0	200	0	0.00
572	1001101	52	1	1	185.00	44.00	0.00	0.00	0.00	0.00	0.00	10.50	10.50	0.00	0.10	0.40	0.00	0.00	88.20	7.00	3.00	0.00	40.00	40.00	0.04	0.01	0.02	0.00	0.14	12.00	0.08	12.00	0.00	0.10	110.00	1.00	3.00	6.00	7.00	10.00	0.10	2.00	0.10	0.00	0	200	0	0.00
573	1001102	16	1	1	262.00	62.00	0.10	0.00	0.00	0.00	0.00	15.00	14.80	0.00	0.00	0.20	0.00	0.00	83.50	1.00	0.00	0.00	3.00	3.00	0.03	0.03	0.02	0.00	0.24	3.00	0.04	1.70	0.00	0.00	140.00	2.00	2.00	17.00	10.00	14.00	0.30	1.00	0.10	0.00	0	200	0	0.00
574	1001103	67	1	0	1380.00	336.00	35.00	21.00	8.20	1.60	105.00	2.80	2.80	0.00	0.00	2.40	0.10	0.00	58.00	207.00	201.00	195.00	73.00	73.00	0.02	0.17	0.03	0.19	0.20	23.00	0.26	0.00	0.40	0.70	100.00	30.00	50.00	73.00	7.00	64.00	0.10	9.00	0.30	0.00	0	200	0	0.00
575	1001104	67	1	0	715.00	173.00	16.60	10.80	4.30	0.80	50.00	3.20	3.20	0.00	0.00	2.70	0.10	0.00	77.30	207.00	198.00	189.00	105.00	105.00	0.04	0.20	0.04	0.23	0.10	11.00	0.29	0.00	0.30	0.45	130.00	40.00	70.00	100.00	11.00	80.00	0.10	11.00	0.40	0.00	0	200	0	0.00
576	1001105	16	1	1	216.00	51.00	0.00	0.00	0.00	0.00	0.00	11.10	11.10	0.00	0.10	0.50	0.00	0.00	86.60	8.00	4.00	0.00	47.00	13.00	0.08	0.03	0.05	0.00	0.26	20.00	0.18	31.00	0.00	0.19	180.00	1.00	4.00	11.00	11.00	16.00	0.20	2.10	0.10	0.00	0	200	0	0.00
577	1001108	16	1	1	232.00	55.00	0.00	0.00	0.00	0.00	0.00	12.00	12.00	0.00	0.10	0.50	0.00	0.00	85.60	8.00	4.00	0.00	47.00	13.00	0.08	0.03	0.05	0.00	0.26	20.00	0.18	30.00	0.00	0.19	180.00	1.00	4.00	11.00	11.00	16.00	0.20	2.10	0.10	0.00	0	200	0	0.00
578	1001109	69	0	0	1480.00	348.00	1.00	0.60	0.20	0.00	3.00	50.50	50.50	0.00	0.00	34.30	1.40	0.00	3.50	9.00	7.00	5.00	21.00	21.00	0.34	2.20	0.28	2.20	1.10	21.00	3.50	2.00	0.00	0.01	1580.00	560.00	1000.00	1290.00	110.00	1020.00	0.80	36.00	4.10	12.00	0	200	0	0.00
581	1001114	60	0	0	1740.00	419.00	24.50	14.40	8.20	0.80	0.00	10.80	2.20	8.60	32.70	22.50	0.00	0.00	5.10	7.00	3.00	0.00	40.00	40.00	0.13	0.40	0.14	0.00	2.70	38.00	1.10	0.00	0.00	0.68	1920.00	17.00	32.00	110.00	410.00	660.00	13.00	2.80	5.70	0.00	0	200	0	0.00
583	0	48	1	0	3700.00	900.00	100.00	61.10	31.40	2.30	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	200	0	0.00
585	1001120	69	0	0	2010.00	480.00	26.20	15.70	6.20	1.20	70.00	35.10	35.10	0.00	0.00	24.70	0.90	0.00	3.50	250.00	240.00	230.00	118.00	118.00	0.27	1.40	0.20	1.50	0.70	40.00	2.70	11.00	1.20	0.50	1160.00	370.00	810.00	1060.00	88.00	710.00	0.70	27.00	3.10	0.00	0	200	0	0.00
587	1001123	111	1	0	178.00	42.00	0.10	0.10	0.00	0.00	0.00	5.50	5.50	0.00	0.00	4.70	0.20	0.00	88.20	1.00	1.00	1.00	2.00	2.00	0.05	0.26	0.06	0.44	0.13	13.00	0.40	0.00	0.10	0.00	210.00	60.00	130.00	160.00	15.00	130.00	0.10	9.50	0.50	0.00	0	200	0	0.00
588	1001125	111	1	0	206.00	49.00	0.10	0.10	0.00	0.00	0.00	7.00	7.00	0.10	0.90	4.50	0.10	0.00	86.60	21.00	21.00	20.00	8.00	8.00	0.04	0.17	0.07	0.40	0.10	2.00	0.50	4.00	0.00	0.03	210.00	45.00	93.00	110.00	11.00	120.00	0.10	6.00	0.40	0.00	0	200	0	0.00
589	1001126	72	1	1	3330.00	810.00	90.00	8.50	9.90	68.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.60	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	200	0	0.00
590	1001127	111	1	0	198.00	47.00	0.10	0.10	0.00	0.00	0.00	7.00	7.00	0.00	0.00	4.40	0.10	0.00	86.60	0.00	0.00	0.00	1.00	1.00	0.04	0.17	0.07	0.40	0.10	2.00	0.50	0.00	0.00	0.03	210.00	45.00	93.00	100.00	11.00	120.00	0.10	6.00	0.40	0.00	0	200	0	0.00
591	1001128	72	1	1	3330.00	810.00	90.00	10.70	67.70	6.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	7.00	0.00	79.00	79.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.84	0.90	0.90	90.00	0.00	0.90	1.80	0.10	0.10	0.00	0.00	0	200	0	0.00
592	1001129	72	1	1	3330.00	810.00	90.00	10.10	16.70	58.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.80	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	200	0	0.00
593	1001131	72	1	1	3330.00	810.00	90.00	15.70	12.60	55.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	122.99	0.00	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	200	0	0.00
594	1001132	48	1	0	3660.00	891.00	99.00	42.40	41.40	8.90	95.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	9.00	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.60	1.00	2.00	4.00	1.00	1.00	3.00	0.00	9.70	0.10	0.00	0	200	0	0.00
595	1001133	52	1	1	162.00	38.00	0.00	0.00	0.00	0.00	0.00	9.50	9.50	0.00	0.00	0.00	0.00	0.00	90.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	8.00	3.00	11.00	5.00	11.00	1.00	0.10	1.80	0.00	0.00	0	200	0	0.00
596	1001135	72	1	1	3330.00	810.00	90.00	14.90	44.60	23.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.06	0.00	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	200	0	0.00
598	1001137	72	1	1	3330.00	810.00	90.00	9.80	27.70	49.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	51.75	0.90	0.90	0.90	0.90	0.00	0.00	0.10	0.00	0.00	0.00	0	200	0	0.00
600	1001139	72	1	1	3330.00	810.00	90.00	6.50	53.70	24.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	2.00	0.00	24.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	200	0	0.00
601	1001140	48	1	0	3680.00	894.00	99.00	85.90	6.00	1.40	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	100.00	2.00	200.00	1.00	0.00	0.00	0.00	0.00	0	200	0	0.00
602	1001141	49	1	1	102.00	24.00	0.20	0.10	0.10	0.00	1.00	4.70	4.70	0.00	0.00	0.80	0.10	0.00	93.60	3.00	3.00	3.00	0.00	0.00	0.04	0.14	0.04	0.20	0.20	1.00	0.40	1.00	0.00	0.00	130.00	45.00	67.00	68.00	8.00	40.00	0.10	8.00	0.10	0.00	0	200	0	0.00
603	1001142	72	1	1	3330.00	810.00	90.00	13.20	19.90	53.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.49	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	200	0	0.00
604	0	42	0	0	287.00	68.00	0.20	0.10	0.00	0.00	0.00	8.40	5.30	2.60	0.30	8.00	0.10	0.00	83.00	5.00	4.00	2.00	17.00	13.00	0.03	0.34	0.04	0.39	0.28	15.50	0.37	1.60	0.00	0.16	180.00	48.00	110.00	130.00	13.00	140.00	0.10	19.00	0.50	0.00	0	200	0	0.00
605	1001144	16	1	1	125.00	30.00	0.30	0.00	0.00	0.10	0.00	6.10	6.10	0.00	0.40	0.40	0.10	0.00	92.50	1.00	1.00	0.00	9.00	2.00	0.04	0.01	0.04	0.00	0.12	10.00	0.19	25.00	0.00	0.09	100.00	21.00	4.00	11.00	24.00	9.00	0.10	0.60	0.10	0.00	0	200	0	0.00
612	0	60	0	0	2360.00	568.00	38.20	16.70	16.90	2.40	11.00	45.50	44.70	0.60	3.20	8.80	0.20	0.00	4.90	38.00	36.00	35.00	20.00	20.00	0.11	0.30	0.14	0.29	0.50	15.90	0.78	2.10	0.20	5.38	440.00	73.00	160.00	230.00	63.00	220.00	1.30	6.50	1.40	0.00	0	200	0	0.00
613	1001157	46	0	0	1240.00	298.00	23.50	14.10	5.50	1.10	71.00	0.00	0.00	0.00	0.00	21.40	1.30	0.00	51.40	266.00	255.00	244.00	130.00	130.00	0.02	0.25	0.14	1.80	1.20	65.00	0.69	0.00	0.50	0.61	84.00	510.00	980.00	420.00	19.00	300.00	0.10	8.30	2.50	0.00	0	200	0	0.00
614	1001158	46	0	0	1230.00	297.00	23.70	14.20	5.60	1.10	71.00	0.00	0.00	0.00	0.00	20.80	2.20	0.00	52.10	235.00	218.00	202.00	195.00	195.00	0.02	0.23	0.15	1.80	1.10	80.00	0.80	0.00	0.50	0.44	83.00	890.00	1170.00	370.00	19.00	260.00	0.10	20.00	2.20	0.00	0	200	0	0.00
615	1001159	46	0	0	1180.00	284.00	22.50	13.50	5.30	1.00	68.00	0.00	0.00	0.00	0.00	20.30	1.80	0.00	55.00	191.00	183.00	175.00	100.00	100.00	0.01	0.40	0.18	1.80	0.12	24.00	0.36	0.00	0.20	0.59	76.00	720.00	980.00	290.00	18.00	230.00	0.10	0.00	1.90	0.00	0	200	0	0.00
616	1001161	46	0	0	1420.00	342.00	30.00	18.00	7.00	1.40	90.00	0.00	0.00	0.00	0.00	17.70	1.40	0.00	48.50	305.00	293.00	280.00	150.00	150.00	0.02	0.34	0.13	1.31	1.10	61.10	0.38	0.00	0.70	0.78	120.00	560.00	0.00	500.00	20.00	340.00	0.20	20.00	2.30	0.00	0	200	0	0.00
617	1001162	19	0	0	366.00	86.00	0.20	0.00	0.00	0.10	0.00	20.20	20.20	0.00	1.30	0.40	0.00	0.00	77.90	0.00	0.00	0.00	0.00	0.00	0.06	0.02	0.07	0.00	0.24	6.30	0.15	8.10	0.00	0.09	120.00	1.80	35.00	13.00	14.00	9.90	0.30	0.00	0.10	0.00	0	200	0	0.00
618	1001163	19	0	0	218.00	51.00	0.20	0.00	0.00	0.10	0.00	11.30	11.30	0.00	1.40	0.40	0.00	0.00	86.50	9.00	5.00	0.00	56.00	56.00	0.06	0.03	0.08	0.00	0.27	7.00	0.17	9.00	0.00	0.10	130.00	2.00	39.00	14.00	15.00	11.00	0.30	0.00	0.10	0.00	0	200	0	0.00
619	1001166	46	0	0	1470.00	355.00	31.70	19.00	7.50	1.50	95.00	0.00	0.00	0.00	0.00	17.10	1.20	0.00	47.60	150.00	150.00	150.00	0.00	0.00	0.02	0.71	0.14	1.94	1.10	75.20	0.51	0.00	0.50	0.59	99.00	480.00	1030.00	350.00	16.00	260.00	0.20	6.80	1.60	0.00	0	200	0	0.00
620	1001167	19	0	0	389.00	92.00	0.30	0.00	0.00	0.10	0.00	21.00	21.00	0.00	2.10	0.40	0.00	0.00	76.20	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.02	0.00	0.16	4.50	0.08	2.30	0.00	0.34	100.00	1.80	2.00	8.60	6.30	12.00	0.20	0.70	0.10	0.00	0	200	0	0.00
621	1001168	19	0	0	354.00	83.00	0.10	0.00	0.00	0.00	0.00	19.00	19.00	0.00	1.90	0.70	0.00	0.00	78.00	149.00	75.00	0.00	895.00	713.00	0.03	0.04	0.06	0.00	0.49	3.20	0.23	3.20	0.00	0.47	260.00	1.80	1.10	14.00	9.00	18.00	0.40	0.50	0.10	0.00	0	200	0	0.00
