"ID"	"ID_SwissFIR"	"Category"	"Density"	"Matrix_unit_Density"	"Energy_kilojoules"	"Energy_kilocalories"	"Fat_total"	"Fatty_acids_saturated"	"Fatty_acids_monounsaturated"	"Fatty_acids_polyunsaturated"	"Cholesterol"	"Carbohydrates_available"	"Sugars"	"Starch"	"Dietary_fibres"	"Protein"	"Salt_NaCl"	"Alcohol"	"Water"	"Vitamin_A_activity_RE"	"Vitamin_A_activity_RAE"	"All-trans_retinol_equivalents"	"Beta-carotene_activity"	"Beta-carotene"	"Vitamin_B1_thiamine"	"Vitamin_B2_riboflavin"	"Vitamin_B6_pyridoxine"	"Vitamin_B12_cobalamin"	"Niacin"	"Folate"	"Panthotenic_acid"	"Vitamin_C_ascorbic_acid"	"Vitamin_D_calciferol"	"Vitamin_E_activity"	"Potassium_K"	"Sodium_Na"	"Chloride_Cl"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Iron_Fe"	"Iodide_I"	"Zinc_Zn"	"Selenium_Se"	"Record_has_changed"	"FileVersion"	"Branded"	"Language"
906	1001579	50	0	0	1540.00	370.00	20.60	5.70	9.40	3.90	0.00	38.40	0.20	37.90	1.80	6.70	0.90	0.00	33.10	214.00	206.00	199.00	90.00	90.00	0.12	0.03	0.09	0.02	0.49	9.30	0.29	0.00	1.20	5.13	110.00	340.00	540.00	10.00	19.00	72.00	0.90	1.00	0.60	0.00	0	200	0	0.00
907	1001580	50	0	0	967.00	229.00	3.60	0.50	2.20	0.60	0.00	41.20	0.20	40.60	2.00	7.00	0.70	0.00	46.80	0.00	0.00	0.00	3.00	3.00	0.11	0.04	0.04	0.00	0.62	19.80	0.24	0.00	0.00	1.00	110.00	290.00	470.00	5.90	9.40	44.00	0.40	0.60	0.40	0.00	0	200	0	0.00
909	1001582	50	0	0	1750.00	419.00	22.40	6.20	10.10	4.20	58.00	45.80	10.40	35.00	1.60	7.80	0.70	0.00	23.00	238.00	230.00	223.00	93.00	92.00	0.12	0.06	0.10	0.20	0.46	17.20	0.55	0.00	1.60	5.29	120.00	290.00	450.00	15.00	19.00	94.00	1.00	21.00	0.80	0.00	0	200	0	0.00
910	1001583	50	0	0	1310.00	311.00	11.10	6.10	2.70	1.00	67.00	43.20	6.40	36.40	1.90	8.60	0.90	0.00	35.80	113.00	109.00	105.00	44.00	43.00	0.15	0.14	0.12	0.15	0.79	37.90	0.60	0.20	0.40	0.40	160.00	380.00	590.00	34.00	22.00	110.00	1.10	5.20	0.90	0.00	0	200	0	0.00
913	0	39	0	0	1740.00	417.00	26.90	10.10	12.70	2.20	68.00	35.60	16.10	19.40	2.70	6.80	0.50	0.00	28.70	173.00	167.00	161.00	72.00	61.00	0.10	0.03	0.14	0.12	0.46	11.60	0.40	0.40	0.40	5.60	190.00	210.00	340.00	43.00	40.00	110.00	1.30	2.00	1.00	0.00	0	200	0	0.00
914	0	39	0	0	1330.00	316.00	12.60	3.60	7.30	1.60	39.00	41.50	18.50	24.40	2.80	7.70	0.70	0.00	36.10	59.00	57.00	56.00	23.00	18.00	0.19	0.13	0.14	0.13	1.10	33.50	0.44	0.30	0.20	3.99	210.00	280.00	440.00	52.00	34.00	120.00	1.10	2.60	1.00	0.00	0	200	0	0.00
915	1001588	39	0	0	1860.00	443.00	18.70	5.70	9.60	1.90	62.00	54.40	13.10	40.70	3.80	12.20	1.20	0.00	11.90	98.00	95.00	92.00	38.00	33.00	0.30	0.19	0.21	0.20	1.71	52.90	0.69	0.50	0.40	4.60	300.00	470.00	750.00	69.00	42.00	170.00	1.60	4.10	1.20	2.20	0	200	0	0.00
916	1001589	18	0	0	1230.00	296.00	16.00	1.70	9.30	4.10	121.00	24.70	19.20	6.50	4.50	11.00	0.20	0.00	45.00	423.00	231.00	39.00	2304.00	1649.00	0.10	0.20	0.09	0.36	0.79	28.10	0.69	2.10	0.80	8.04	300.00	62.00	100.00	100.00	71.00	200.00	2.20	9.60	2.10	0.00	0	200	0	0.00
917	1001590	39	0	0	2090.00	499.00	25.60	15.10	5.90	1.40	67.00	60.30	30.90	29.10	1.90	5.80	0.10	0.00	6.90	262.00	251.00	241.00	127.00	109.00	0.07	0.04	0.06	0.00	0.54	3.70	0.17	1.00	0.40	0.52	110.00	33.00	60.00	14.00	16.00	60.00	1.00	0.90	0.60	0.00	0	200	0	0.00
918	1001591	75	0	0	1400.00	332.00	1.70	0.30	0.20	1.10	0.00	61.10	3.30	57.60	12.40	12.00	1.50	0.00	13.70	0.00	0.00	0.00	2.00	2.00	0.41	0.19	0.40	0.00	3.40	59.10	1.13	0.00	0.00	1.21	380.00	600.00	950.00	26.00	100.00	340.00	4.00	41.00	3.40	0.00	0	200	0	0.00
919	1001592	75	0	0	1510.00	359.00	6.50	1.10	2.40	2.80	0.00	56.10	3.00	51.80	12.30	12.80	1.50	0.00	13.30	0.00	0.00	0.00	3.00	3.00	0.44	0.18	0.40	0.00	3.63	64.60	1.05	0.00	0.00	1.26	390.00	600.00	940.00	120.00	130.00	360.00	4.50	42.00	3.90	0.00	0	200	0	0.00
920	1001593	75	0	0	1460.00	346.00	4.90	0.50	0.80	3.30	0.00	56.00	3.20	51.70	13.80	12.50	1.50	0.00	13.70	0.00	0.00	0.00	2.00	2.00	0.54	0.19	0.41	0.00	3.36	61.80	1.12	0.10	0.00	2.53	410.00	600.00	950.00	47.00	130.00	360.00	4.30	42.00	3.50	0.00	0	200	0	0.00
924	0	39	0	0	1260.00	302.00	18.80	11.20	4.60	1.10	88.00	28.90	21.30	7.60	0.30	4.00	0.30	0.00	48.00	217.00	210.00	204.00	80.00	76.00	0.03	0.14	0.04	0.26	0.13	6.90	0.37	0.30	0.50	0.47	130.00	120.00	200.00	79.00	11.00	89.00	0.30	8.60	0.50	0.00	0	200	0	0.00
928	1001601	96	0	0	2060.00	496.00	33.50	14.70	11.60	4.00	45.00	40.40	0.30	39.70	1.80	7.10	2.60	0.00	17.70	347.00	335.00	322.00	148.00	133.00	0.09	0.03	0.09	0.02	0.48	4.80	0.22	0.00	1.30	4.56	120.00	1030.00	1570.00	14.00	21.00	79.00	0.90	1.50	0.70	0.00	0	200	0	0.00
929	0	75	0	0	1740.00	412.00	9.00	4.00	2.40	1.60	9.00	61.20	13.80	47.20	7.80	17.60	1.90	0.00	5.10	36.00	35.00	33.00	20.00	17.00	0.29	0.27	0.32	0.12	3.53	32.40	0.85	0.10	0.10	1.43	390.00	740.00	1160.00	99.00	98.00	320.00	3.60	48.00	2.70	0.00	0	200	0	0.00
930	0	75	0	0	1810.00	428.00	9.50	4.90	2.70	1.10	13.00	69.60	14.40	54.60	2.70	14.70	2.00	0.00	4.40	48.00	46.00	44.00	21.00	19.00	0.13	0.22	0.06	0.10	0.81	24.30	0.46	0.40	0.10	0.50	260.00	800.00	1220.00	69.00	21.00	100.00	0.60	49.00	0.60	0.00	0	200	0	0.00
932	1001605	94	0	0	2130.00	509.00	27.20	6.60	11.40	8.10	0.00	56.00	2.40	53.60	4.40	7.80	2.40	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.15	0.20	0.17	0.00	1.80	18.00	0.30	0.00	0.00	5.90	190.00	970.00	0.00	67.00	43.00	130.00	1.90	0.00	0.00	0.00	0	200	0	0.00
938	1001611	29	0	0	1520.00	360.00	3.90	0.90	0.80	1.70	0.00	68.80	1.60	66.40	3.90	10.60	0.00	0.00	10.50	0.00	0.00	0.00	0.00	0.00	0.33	0.11	0.41	0.00	1.80	20.00	0.71	0.00	0.00	0.10	170.00	3.00	15.00	10.00	120.00	280.00	6.90	2.50	2.90	0.00	0	200	0	0.00
939	1001612	29	0	0	1420.00	335.00	1.80	0.30	0.20	0.80	0.00	59.60	0.70	58.50	13.30	13.50	0.00	0.00	12.10	3.00	2.00	0.00	20.00	20.00	0.46	0.09	0.27	0.00	5.10	87.00	1.18	0.00	0.00	1.00	380.00	8.00	55.00	33.00	97.00	340.00	3.20	6.70	2.60	0.00	0	200	0	0.00
940	1001613	71	0	0	1540.00	363.00	0.60	0.10	0.20	0.20	0.00	79.70	7.20	72.50	4.00	7.70	2.40	0.00	5.10	28.00	14.00	0.00	170.00	170.00	0.06	0.06	0.07	0.00	1.40	6.00	0.17	0.00	0.00	0.10	120.00	960.00	1800.00	13.00	14.00	59.00	2.00	1.00	0.30	0.00	0	200	0	0.00
947	1001620	74	0	0	1530.00	361.00	4.10	1.00	1.60	1.20	0.00	72.10	0.40	71.40	0.70	8.60	4.30	0.00	14.50	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.00	0.00	0.67	0.00	0.00	0.00	0.10	1.12	120.00	1710.00	2490.00	140.00	0.00	120.00	0.70	0.00	0.50	0.00	0	200	0	0.00
950	1001628	74	0	0	1890.00	449.00	15.90	5.90	6.80	2.40	0.00	66.30	0.00	66.30	2.10	9.20	1.50	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.22	0.05	0.12	0.00	1.65	21.30	0.29	0.00	0.00	1.75	120.00	590.00	810.00	110.00	24.00	110.00	1.60	13.00	0.70	0.00	0	200	0	0.00
951	1001629	53	0	0	1450.00	341.00	0.00	0.00	0.00	0.00	0.00	78.60	74.70	3.90	0.00	6.60	0.20	0.00	12.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	62.00	160.00	9.00	2.00	4.00	0.20	0.00	1.40	0.00	0	200	0	0.00
952	1001630	53	0	0	1630.00	385.00	0.30	0.20	0.10	0.00	0.00	95.00	95.00	0.00	0.00	0.50	0.10	0.00	4.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	25.00	73.00	4.00	3.00	12.00	0.10	0.00	0.00	0.00	0	200	0	0.00
953	1001631	53	0	0	1490.00	351.00	3.60	2.20	1.10	0.10	11.00	79.30	79.30	0.00	0.00	0.40	0.30	0.00	16.00	43.00	41.00	39.00	21.00	21.00	0.03	0.04	0.00	0.00	0.01	1.00	0.04	0.10	0.10	0.11	120.00	120.00	25.00	21.00	5.00	16.00	0.80	1.10	0.10	0.00	0	200	0	0.00
954	1001632	53	0	0	1880.00	448.00	17.20	10.10	5.80	0.50	0.00	71.10	71.10	0.00	0.00	2.10	0.80	0.00	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	210.00	320.00	400.00	95.00	25.00	64.00	1.50	0.00	0.00	0.00	0	200	0	0.00
960	1001638	60	0	0	1680.00	398.00	7.80	4.60	2.60	0.20	0.00	71.30	70.60	0.70	10.50	5.30	0.00	0.00	1.70	2.00	1.00	0.00	13.00	13.00	0.04	0.13	0.05	0.00	0.86	12.00	0.35	0.00	0.00	0.22	620.00	5.00	12.00	37.00	130.00	210.00	4.20	0.90	1.80	0.00	0	200	0	0.00
983	1001672	66	0	0	1070.00	253.00	0.00	0.00	0.00	0.00	0.00	42.60	3.60	7.10	19.10	11.20	0.10	0.00	3.50	0.00	0.00	0.00	0.00	0.00	0.01	0.11	0.03	0.00	22.00	1.00	0.40	0.00	0.00	0.00	4380.00	58.00	50.00	170.00	390.00	350.00	4.40	20.00	0.50	0.00	0	200	0	0.00
986	1001678	15	0	0	387.00	92.00	0.50	0.10	0.10	0.20	0.00	11.80	11.20	0.60	10.60	2.20	0.10	0.00	72.90	28.00	14.00	0.00	170.00	156.00	0.00	0.13	0.40	0.00	1.50	14.00	0.20	30.00	0.00	0.40	350.00	28.00	37.00	9.00	29.00	68.00	1.60	1.30	0.30	0.00	0	200	0	0.00
987	1001680	15	0	0	168.00	40.00	0.50	0.00	0.10	0.30	0.00	7.10	7.00	0.10	2.90	0.30	0.00	0.00	87.50	2.00	1.00	0.00	9.00	9.00	0.02	0.02	0.01	0.00	0.10	3.00	0.12	12.00	0.00	0.99	70.00	2.00	4.00	14.00	6.00	10.00	0.50	5.00	0.20	0.00	0	200	0	0.00
993	0	39	0	0	1860.00	444.00	18.90	6.80	8.70	2.90	22.00	60.20	45.40	13.90	3.50	6.50	0.40	0.00	10.90	119.00	85.00	50.00	415.00	415.00	0.07	0.19	0.09	0.00	0.75	9.80	0.28	2.70	0.00	4.75	410.00	140.00	61.00	120.00	48.00	210.00	2.00	6.60	1.10	0.00	0	200	0	0.00
994	1001795	66	1	1	6.00	2.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.10	0.10	0.00	0.00	99.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	26.00	1.30	1.30	8.00	3.30	2.10	0.00	0.10	0.00	0.00	0	200	0	0.00
995	1001796	45	0	0	1660.00	398.00	20.60	2.70	3.50	12.10	0.00	3.10	3.10	0.00	18.50	40.80	0.00	0.00	12.50	11.00	6.00	0.00	66.00	0.00	0.77	0.28	0.51	0.00	2.20	190.00	1.80	0.00	0.00	1.50	1870.00	4.00	110.00	200.00	250.00	550.00	12.00	0.50	4.90	0.00	0	200	0	0.00
996	1001797	45	0	0	1240.00	296.00	1.20	0.20	0.20	0.70	0.00	7.50	7.40	0.00	24.50	51.50	0.10	0.00	14.20	4.00	2.00	0.00	24.00	0.00	0.69	0.25	0.57	0.00	2.60	303.00	1.98	0.00	0.00	0.04	2400.00	20.00	130.00	240.00	300.00	670.00	9.20	0.80	2.50	0.00	0	200	0	0.00
1002	0	22	0	0	175.00	42.00	0.30	0.10	0.00	0.10	0.00	7.30	7.10	0.20	2.90	0.90	0.10	0.00	88.60	1628.00	814.00	0.00	9769.00	6999.00	0.04	0.05	0.08	0.00	0.53	20.00	0.32	3.30	0.00	0.56	150.00	25.00	62.00	33.00	8.00	28.00	0.20	1.70	0.10	0.00	0	200	0	0.00
1003	0	22	0	0	120.00	29.00	0.30	0.00	0.00	0.10	0.00	3.90	3.50	0.40	3.00	1.30	0.00	0.00	91.60	10.00	5.00	0.00	63.00	56.00	0.04	0.04	0.09	0.00	0.71	11.90	0.29	2.00	0.00	0.04	330.00	3.80	69.00	13.00	16.00	26.00	0.40	0.20	0.20	0.00	0	200	0	0.00
1004	0	22	0	0	116.00	28.00	0.30	0.10	0.00	0.20	0.00	2.40	2.10	0.30	2.50	2.50	0.00	0.00	92.20	0.00	0.00	0.00	2.00	2.00	0.05	0.08	0.13	0.00	0.51	52.40	0.67	47.30	0.00	0.21	290.00	13.00	19.00	20.00	14.00	48.00	0.40	0.60	0.30	0.00	0	200	0	0.00
1005	0	22	0	0	126.00	30.00	0.40	0.10	0.10	0.20	0.00	2.30	2.20	0.10	2.90	2.90	0.00	0.00	91.50	88.00	44.00	0.00	529.00	476.00	0.07	0.11	0.15	0.00	0.77	39.60	0.64	81.60	0.00	0.96	300.00	11.00	71.00	85.00	22.00	61.00	1.10	14.00	0.40	0.00	0	200	0	0.00
1006	0	22	0	0	58.00	14.00	0.20	0.10	0.00	0.10	0.00	0.70	0.60	0.10	2.60	1.00	0.00	0.00	95.50	1.00	0.00	0.00	6.00	5.00	0.04	0.05	0.03	0.00	0.25	32.20	0.12	1.30	0.00	0.10	180.00	3.50	24.00	20.00	9.30	24.00	0.20	1.00	0.20	0.00	0	200	0	0.00
1007	0	22	0	0	68.00	16.00	0.30	0.10	0.00	0.10	0.00	1.30	1.30	0.00	2.00	1.10	0.00	0.00	95.30	2.00	1.00	0.00	10.00	9.00	0.03	0.03	0.10	0.00	0.33	41.30	0.17	14.10	0.00	0.25	120.00	17.00	18.00	40.00	9.50	30.00	0.50	0.30	0.30	0.00	0	200	0	0.00
1008	0	22	0	0	95.00	23.00	0.30	0.00	0.00	0.00	0.00	2.30	0.10	2.20	3.30	1.10	0.00	0.00	93.00	23.00	12.00	0.00	140.00	0.00	0.04	0.02	0.04	0.00	0.56	33.00	0.17	4.70	0.00	6.00	400.00	13.00	26.00	35.00	11.00	36.00	0.40	4.80	0.30	0.00	0	200	0	0.00
1009	0	22	0	0	142.00	34.00	0.20	0.10	0.00	0.10	0.00	4.00	2.40	1.50	3.40	2.30	0.00	0.00	90.10	70.00	35.00	0.00	421.00	313.00	0.07	0.10	0.13	0.00	0.62	46.20	0.84	12.50	0.00	0.26	230.00	3.70	14.00	58.00	27.00	40.00	0.90	3.10	0.30	0.00	0	200	0	0.00
1010	0	22	0	0	437.00	104.00	0.80	0.10	0.10	0.40	0.00	13.80	6.40	7.10	6.90	6.90	0.00	0.00	71.60	100.00	50.00	0.00	598.00	556.00	0.37	0.14	0.16	0.00	2.02	48.30	0.49	26.10	0.00	0.23	290.00	1.90	44.00	28.00	35.00	140.00	1.80	4.60	0.80	0.00	0	200	0	0.00
1011	0	22	0	0	389.00	93.00	0.80	0.10	0.10	0.40	0.00	13.60	0.00	4.70	5.30	5.10	0.60	0.00	75.20	71.00	35.00	0.00	426.00	0.00	0.10	0.08	0.04	0.00	0.85	25.50	0.12	6.80	0.00	0.21	110.00	240.00	430.00	32.00	20.00	84.00	1.40	5.30	0.50	0.00	0	200	0	0.00
1012	0	22	0	0	324.00	77.00	0.20	0.00	0.00	0.10	0.00	11.40	5.70	5.70	5.70	4.50	0.00	0.00	78.20	98.00	49.00	0.00	591.00	532.00	0.15	0.15	0.15	0.00	2.45	22.50	0.72	21.30	0.00	0.57	290.00	3.90	32.00	22.00	31.00	86.00	1.80	4.30	4.20	0.00	0	200	0	0.00
1013	0	22	0	0	126.00	30.00	0.30	0.00	0.00	0.20	0.00	2.60	2.00	0.50	5.30	1.60	0.20	0.00	90.20	12.00	6.00	0.00	69.00	62.00	0.04	0.06	0.15	0.00	0.68	25.50	0.45	6.80	0.00	0.38	290.00	85.00	150.00	43.00	11.00	64.00	0.60	2.50	0.40	0.00	0	200	0	0.00
1014	0	22	0	0	126.00	30.00	0.20	0.00	0.00	0.10	0.00	4.10	3.90	0.20	1.60	2.20	0.00	0.00	92.00	2.00	1.00	0.00	14.00	9.00	0.03	0.05	0.07	0.00	1.60	46.70	0.12	57.00	0.00	0.44	300.00	19.00	42.00	68.00	43.00	53.00	0.40	0.70	0.20	0.00	0	200	0	0.00
1015	0	22	0	0	139.00	33.00	0.30	0.00	0.00	0.20	0.00	4.20	3.90	0.20	3.10	1.80	0.00	0.00	90.60	16.00	8.00	0.00	98.00	138.00	0.11	0.04	0.30	0.00	0.43	53.90	0.14	18.30	0.00	0.82	290.00	13.00	27.00	35.00	12.00	39.00	1.00	9.70	0.40	0.00	0	200	0	0.00
1016	0	22	0	0	128.00	30.00	0.30	0.00	0.00	0.00	0.00	3.60	0.70	2.90	1.30	2.80	0.50	0.00	92.10	636.00	318.00	0.00	3816.00	3434.00	0.07	0.15	0.09	0.00	0.42	17.40	0.20	25.30	0.00	0.04	420.00	190.00	130.00	100.00	96.00	54.00	2.40	1.30	0.40	0.00	0	200	0	0.00
1017	0	22	0	0	112.00	27.00	0.40	0.10	0.00	0.20	0.00	3.40	3.30	0.10	2.60	1.10	0.00	0.00	92.50	46.00	23.00	0.00	278.00	249.00	0.01	0.01	0.38	0.00	0.13	22.40	0.12	142.00	0.00	1.12	200.00	7.90	25.00	7.90	7.90	20.00	0.40	2.60	0.30	0.00	0	200	0	0.00
1018	0	22	0	0	175.00	42.00	0.50	0.10	0.00	0.20	0.00	6.80	6.70	0.10	2.60	1.20	0.00	0.00	88.90	496.00	248.00	0.00	2979.00	2365.00	0.03	0.04	0.29	0.00	1.13	14.50	0.19	172.90	0.00	0.92	220.00	3.90	24.00	12.00	16.00	26.00	0.50	1.30	0.40	0.00	0	200	0	0.00
1019	0	22	0	0	241.00	57.00	0.10	0.00	0.00	0.10	0.00	10.50	10.50	0.00	3.20	1.90	0.10	0.00	84.30	1.00	1.00	0.00	9.00	8.00	0.02	0.05	0.04	0.00	0.23	62.30	0.16	10.00	0.00	0.06	430.00	58.00	97.00	20.00	22.00	53.00	1.00	0.50	0.40	0.00	0	200	0	0.00
1020	0	22	0	0	98.00	23.00	0.10	0.10	0.00	0.00	0.00	4.50	3.90	0.60	1.00	0.60	0.00	0.00	93.80	368.00	184.00	0.00	2205.00	1934.00	0.01	0.06	0.08	0.00	0.40	15.00	0.41	3.80	0.00	0.10	230.00	0.90	24.00	17.00	6.30	19.00	0.30	0.10	0.80	0.00	0	200	0	0.00
1021	0	22	0	0	173.00	41.00	0.50	0.10	0.10	0.20	0.00	3.40	2.80	0.60	4.10	3.80	0.00	0.00	88.20	22.00	11.00	0.00	135.00	121.00	0.11	0.11	0.23	0.00	0.54	76.20	0.57	79.30	0.00	0.87	340.00	7.40	26.00	28.00	20.00	70.00	0.80	0.60	0.50	0.00	0	200	0	0.00
1022	0	22	0	0	118.00	28.00	0.30	0.00	0.00	0.10	0.00	3.70	3.70	0.00	2.80	1.30	0.00	0.00	91.90	5.00	2.00	0.00	29.00	18.00	0.05	0.02	0.12	0.00	0.30	23.90	0.28	27.70	0.00	0.83	180.00	8.10	88.00	47.00	10.00	32.00	0.40	2.60	0.20	0.00	0	200	0	0.00
1023	0	22	0	0	247.00	61.00	0.50	0.10	0.00	0.30	0.00	2.40	2.30	0.10	20.30	1.50	0.00	0.00	75.30	4.00	2.00	0.00	22.00	0.00	0.10	0.04	0.06	0.00	0.31	33.10	0.16	3.60	0.00	3.33	300.00	4.40	33.00	56.00	22.00	80.00	3.10	2.60	0.20	0.00	0	200	0	0.00
1024	0	22	0	0	115.00	27.00	0.20	0.00	0.00	0.00	0.00	3.30	3.20	0.10	1.70	2.20	0.00	0.00	92.60	98.00	49.00	0.00	590.00	523.00	0.12	0.12	0.07	0.00	0.88	76.80	0.17	10.50	0.00	1.70	230.00	2.60	50.00	21.00	16.00	53.00	0.70	6.70	0.40	0.00	0	200	0	0.00
1025	0	22	0	0	125.00	30.00	0.50	0.10	0.00	0.30	0.00	1.10	0.90	0.10	3.40	3.60	0.20	0.00	91.40	703.00	351.00	0.00	4215.00	3700.00	0.08	0.26	0.24	0.00	0.74	95.60	0.27	28.90	0.00	2.42	590.00	73.00	68.00	130.00	69.00	65.00	2.80	15.00	0.70	0.00	0	200	0	0.00
1026	0	22	0	0	64.00	15.00	0.10	0.00	0.00	0.00	0.00	1.60	1.60	0.00	2.10	1.00	0.20	0.00	95.20	101.00	51.00	0.00	606.00	546.00	0.04	0.04	0.06	0.00	0.34	11.50	0.36	6.40	0.00	0.21	280.00	99.00	130.00	53.00	13.00	32.00	0.40	1.00	0.10	0.00	0	200	0	0.00
1027	0	22	0	0	117.00	28.00	0.40	0.10	0.10	0.20	0.00	4.20	4.20	0.00	1.60	1.10	0.00	0.00	92.80	100.00	50.00	0.00	600.00	511.00	0.05	0.05	0.09	0.00	0.75	15.80	0.36	23.00	0.00	1.32	290.00	2.10	39.00	11.00	8.30	22.00	0.20	1.40	0.10	0.00	0	200	0	0.00
1028	0	22	0	0	125.00	30.00	0.20	0.00	0.00	0.10	0.00	4.20	4.10	0.10	3.00	1.40	0.00	0.00	91.30	8.00	4.00	0.00	50.00	45.00	0.03	0.04	0.16	0.00	0.26	18.60	0.22	26.40	0.00	1.70	220.00	4.10	35.00	53.00	11.00	31.00	0.20	2.90	0.20	0.00	0	200	0	0.00
1029	0	22	0	0	134.00	32.00	0.20	0.00	0.00	0.10	0.00	4.50	4.40	0.10	3.20	1.50	0.00	0.00	90.60	9.00	4.00	0.00	54.00	48.00	0.04	0.04	0.16	0.00	0.28	20.00	0.23	26.80	0.00	1.83	220.00	4.50	38.00	58.00	10.00	33.00	0.30	3.10	0.20	0.00	0	200	0	0.00
1030	0	22	0	0	131.00	31.00	0.30	0.00	0.00	0.20	0.00	2.90	2.80	0.10	2.60	2.80	0.00	0.00	91.30	8.00	4.00	0.00	51.00	45.00	0.05	0.06	0.13	0.00	0.27	54.60	0.18	27.20	0.00	2.53	200.00	7.50	27.00	61.00	11.00	54.00	0.40	2.50	0.20	0.00	0	200	0	0.00
1031	0	22	0	0	105.00	25.00	0.30	0.10	0.00	0.10	0.00	2.60	2.50	0.10	1.30	2.40	0.00	0.00	93.40	35.00	18.00	0.00	211.00	179.00	0.07	0.05	0.09	0.00	0.75	32.90	0.25	17.20	0.00	0.00	300.00	3.90	32.00	25.00	30.00	41.00	1.10	3.00	0.30	0.00	0	200	0	0.00
1032	0	22	0	0	444.00	105.00	1.40	0.20	0.30	0.60	0.00	17.80	3.90	14.00	3.20	3.70	0.00	0.00	73.90	21.00	11.00	0.00	128.00	48.00	0.14	0.12	0.21	0.00	1.55	29.30	0.86	10.20	0.00	0.11	280.00	0.30	7.90	2.40	28.00	90.00	0.40	3.60	0.60	0.00	0	200	0	0.00
1033	0	22	0	0	451.00	107.00	1.30	0.20	0.30	0.60	0.00	19.40	7.30	12.00	2.40	3.20	0.70	0.00	73.70	21.00	10.00	0.00	124.00	116.00	0.03	0.08	0.08	0.00	1.19	21.10	0.45	0.80	0.00	0.47	180.00	270.00	0.00	4.00	21.00	70.00	0.50	0.00	0.50	0.00	0	200	0	0.00
1034	0	22	0	0	299.00	71.00	0.60	0.10	0.10	0.30	0.00	10.20	6.10	3.80	4.80	4.00	0.90	0.00	80.50	692.00	346.00	0.00	4150.00	3132.00	0.21	0.10	0.11	0.00	1.28	33.30	0.38	14.90	0.00	0.33	220.00	370.00	650.00	28.00	22.00	84.00	1.00	3.30	0.50	0.00	0	200	0	0.00
1035	0	22	0	0	196.00	47.00	0.20	0.00	0.00	0.10	0.00	8.40	8.40	0.00	2.20	1.60	0.00	0.00	87.60	0.00	0.00	0.00	1.00	2.00	0.05	0.02	0.11	0.00	0.30	5.70	0.13	4.90	0.00	0.17	97.00	3.50	22.00	33.00	9.30	38.00	0.30	2.10	0.20	0.00	0	200	0	0.00
1036	0	22	0	0	388.00	92.00	0.50	0.10	0.00	0.20	0.00	16.70	16.70	0.00	4.30	3.10	0.00	0.00	75.50	0.00	0.00	0.00	2.00	4.00	0.11	0.05	0.24	0.00	0.68	13.20	0.30	12.20	0.00	0.33	250.00	8.90	45.00	68.00	22.00	80.00	0.60	4.30	0.50	0.00	0	200	0	0.00
1037	0	56	0	0	130.00	31.00	0.30	0.10	0.00	0.20	0.00	1.30	0.40	0.20	2.30	4.50	0.00	0.00	92.80	2.00	1.00	0.00	12.00	12.00	0.10	0.46	0.10	0.00	3.90	22.00	2.20	2.70	2.30	0.12	350.00	6.00	78.00	8.30	11.00	120.00	1.00	21.00	0.60	0.00	0	200	0	0.00
1038	0	56	0	0	120.00	29.00	0.60	0.10	0.00	0.40	0.00	0.20	0.20	0.00	5.70	2.80	0.00	0.00	91.50	117.00	59.00	0.00	704.00	704.00	0.02	0.23	0.04	0.00	6.34	18.30	2.50	5.30	2.60	0.12	480.00	3.20	35.00	9.50	14.00	51.00	6.70	3.50	0.60	0.00	0	200	0	0.00
1039	0	56	0	0	145.00	35.00	0.40	0.10	0.00	0.20	0.00	0.60	0.10	0.00	8.50	3.00	0.00	0.00	88.30	0.00	0.00	0.00	0.00	0.00	0.12	0.06	0.05	0.00	4.88	18.30	2.50	4.50	3.80	0.22	370.00	2.10	9.30	13.00	16.00	190.00	1.20	12.00	0.50	0.00	0	200	0	0.00
1040	0	56	0	0	200.00	48.00	0.50	0.10	0.00	0.20	0.00	0.60	0.10	0.00	7.30	6.60	0.00	0.00	86.90	1.00	1.00	0.00	7.00	7.00	0.03	0.37	0.03	0.00	4.78	18.30	2.70	2.20	3.80	0.19	320.00	6.40	35.00	5.00	12.00	98.00	1.00	4.20	1.60	0.00	0	200	0	0.00
