"ID"	"Link"	"Alias"	"Lang"	"Primary"	"FileVersion"
2942	632	"Maïs doux, conserve"	"F"	1	200
2943	1033	"Maïs doux  (conserve), réchauffé (sans adjonction de sel)"	"F"	1	200
2944	432	"Maïs doux, cru"	"F"	1	200
2945	432	"Mais sucré"	"F"	0	200
2946	633	"Maïs doux en épis au vinaigre"	"F"	1	200
2947	397	"Mandarine, crue"	"0"	1	200
2948	396	"Mangue, crue"	"3"	1	200
2949	208	"Margarine"	"F"	1	200
2950	485	"Mascarpone"	"2"	1	200
2951	496	"Massepain"	"F"	1	200
2952	771	"Mayonnaise"	"2"	1	200
2953	772	"Mayonnaise, avec valeur énergétique réduite"	"2"	1	200
2954	1682	"Mayonnaise, préparée à la maison avec de l'huile de colza"	"F"	1	200
2955	732	"Mélasse, sirop de mélasse"	"F"	1	200
2956	399	"Melon, à chaire orange, cru"	"0"	1	200
2957	463	"Menthe, crue"	"F"	1	200
2958	854	"Meringue"	"F"	1	200
2959	760	"Merlu, cru"	"F"	1	200
2960	760	"Colin"	"F"	0	200
2961	472	"Miel (miel de fleurs)"	"F"	1	200
2962	879	"Milanais"	"F"	1	200
2963	938	"Millet, flocons complets"	"N"	1	200
2964	422	"Millet, grains décortiqués"	"F"	1	200
2965	671	"Minestrone"	"F"	1	200
2966	403	"Mirabelle, crue"	"F"	1	200
2967	1053	"Mirabelle, cuite,  égouttée (sans adjonction de sucre)"	"F"	1	200
2968	1039	"Morille, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2969	457	"Morille, crue"	"F"	1	200
2970	819	"Mortadella"	"F"	1	200
2971	285	"Morue, cru"	"F"	1	200
2972	285	"Cabillaud"	"F"	0	200
2973	717	"Mostbröckli"	"F"	1	200
2974	761	"Moule, crue"	"F"	1	200
2975	82	"Mozzarella"	"n"	1	200
2976	383	"Mûre, crue"	"F"	1	200
2977	389	"Myrtille, crue"	"F"	1	200
2978	1579	"Nasi Goreng, préparé"	"F"	1	200
2979	572	"Nectar d'orange"	"F"	1	200
2980	404	"Nectarine, crue"	"0"	1	200
2981	270	"Noisette"	"n"	1	200
2982	271	"Noix"	"-"	1	200
2983	275	"Noix de cajou"	"n"	1	200
2984	284	"Noix de coco"	"N"	1	200
2985	742	"Noix de coco, sèche"	"F"	1	200
2986	742	"Coco râpé"	"F"	0	200
2987	279	"Noix du Brésil"	"4"	1	200
2988	290	"Oeuf de poule, entier, cru"	"-"	1	200
2989	1070	"Oeuf de poule, entier, cuit dur"	"F"	1	200
2990	1605	"Oeufs brouillés au fromage, préparés"	"F"	1	200
2991	1606	"Oeufs brouillés au jambon, préparés"	"F"	1	200
2992	1604	"Oeufs brouillés aux champignons, préparés"	"F"	1	200
2993	1603	"Oeufs brouillés aux herbes, préparés"	"F"	1	200
2994	1602	"Oeufs brouillés, préparés"	"F"	1	200
2995	1035	"Oignon, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2996	494	"Oignon au vinaigre"	"F"	1	200
2997	368	"Oignon, cru"	"n"	1	200
2998	1036	"Oignon, grillés (sans adjonction de graisse ni de sel)"	"F"	1	200
2999	493	"Olive, noire"	"F"	1	200
3000	10545	"Olives farcies avec de la viande hachée, frites"	"F"	1	200
3001	492	"Olive, verte"	"F"	1	200
3002	1523	"Omelette à la farine au fromage, préparée"	"F"	1	200
3003	1523	"Crêpes"	"F"	0	200
3004	1526	"Omelette à la farine au jambon, préparée"	"F"	1	200
3005	1527	"Omelette à la farine au lard, préparée"	"F"	1	200
3006	1695	"Omelette à la farine au Nutella, préparée"	"F"	1	200
3007	1694	"Omelette à la farine au sucre et cannelle, préparée"	"F"	1	200
3008	1524	"Omelette à la farine aux champignons, préparée"	"F"	1	200
3009	1525	"Omelette à la farine aux légumes, préparée"	"F"	1	200
3010	1522	"Omelette à la farine, préparée"	"F"	1	200
3011	1502	"Omelette à la française au fromage, préparée"	"F"	1	200
3012	1501	"Omelette à la française au jambon, préparée"	"F"	1	200
3013	1503	"Omelette à la française au lard, préparée"	"F"	1	200
3014	1500	"Omelette à la française, préparée"	"F"	1	200
3015	405	"Orange, crue"	"0"	1	200
3016	739	"Orge, flocons"	"F"	1	200
3017	429	"Orge perlé"	"F"	1	200
3018	429	"Orge mondé"	"F"	0	200
3019	846	"Pain au gruau de seigle"	"F"	1	200
3020	831	"Pain aux noix"	"F"	1	200
3021	829	"Pain bis"	"F"	1	200
3022	823	"Pain blanc"	"F"	1	200
3023	821	"Pain complet de froment"	"F"	1	200
3024	821	"Pain graham"	"F"	0	200
3025	918	"Pain croustillant, au blé entier"	"F"	1	200
3026	920	"Pain croustillant, au blé entier, au grains de lin"	"F"	1	200
3027	919	"Pain croustillant, au blé entier, au sésame"	"F"	1	200
3028	826	"Pain de mie à huile végétale"	"F"	1	200
3029	826	"Pain toast"	"F"	0	200
3030	827	"Pain de mie au beurre"	"F"	1	200
3031	880	"Pain d'épice"	"F"	1	200
3032	993	"Pain d'épice, enrobé de chocolat"	"F"	1	200
3033	830	"Pain de seigle au levain"	"F"	1	200
3034	824	"Pain de seigle valaisan"	"F"	1	200
3035	833	"Pain mi-blanc"	"F"	1	200
3036	10446	"Pain (moyenne)"	"F"	1	200
3037	1268	"Pain paysan"	"F"	1	200
3038	1515	"Pain perdu non sucré"	"F"	1	200
3039	828	"Pain tessinois"	"F"	1	200
3040	388	"Pamplemousse (blanc ou rouge), cru"	"0"	1	200
3041	388	"Grapefruit"	"0"	0	200
3042	716	"Pancetta"	"F"	1	200
3043	202	"Panettone"	"F"	1	200
3044	779	"Pantli"	"F"	1	200
3045	663	"Paprika (épice)"	"F"	1	200
3047	402	"Pastèque, crue"	"F"	1	200
3048	13407	"Patate douce, à la vapeur (sans adjonction de sel)"	"F"	1	200
3050	13419	"Pâte à flammekueche, crue"	"F"	1	200
3051	13419	"Pâte à tarte flambée, crue"	"F"	0	200
3052	1176	"Pâte à gateau (avec beurre), crue"	"F"	1	200
3053	906	"Pâte à gateau (avec graisse végétale), crue"	"F"	1	200
3054	907	"Pâte à pizza (avec graisse végétale), crue"	"F"	1	200
3055	13418	"Pâte à strudel, crue"	"F"	1	200
3056	703	"Pâte à tartiner aux noisettes et au chocolat"	"F"	1	200
3057	13417	"Pâte brisée, à la farine complète (avec beurre), crue"	"F"	1	200
3058	13416	"Pâte brisée, à la farine complète (avec graisse végétale), crue"	"F"	1	200
3059	1175	"Pâte brisée (avec beurre), sucrée, crue"	"F"	1	200
3060	909	"Pâte brisée (avec graisse végétale), sucrée, crue"	"F"	1	200
3061	774	"Pâté de campagne"	"F"	1	200
3062	1182	"Pâte feuilletée au séré (avec beurre), crue"	"F"	1	200
3063	1181	"Pâte feuilletée au séré (avec graisse végétale), crue"	"F"	1	200
3064	905	"Pâte feuilletée faite maison (avec graisse végétale), crue"	"F"	1	200
3065	904	"Pâte feuillettée faite maison (au beurre), crue"	"F"	1	200
3066	910	"Pâte lévée (avec beurre), sucrée, crue"	"F"	1	200
3067	1177	"Pâte lévée (avec graisse végétale), sucrée, crue"	"F"	1	200
3068	1064	"Pâtes alimentaires au blé complet, cuites à l'eau salée (sel non iodé)"	"F"	1	200
3069	801	"Pâtes alimentaires au blé complet, sèches"	"F"	1	200
3070	1062	"Pâtes alimentaires aux oeufs, cuites à l'eau salée (sel non iodé)"	"F"	1	200
3071	799	"Pâtes alimentaires aux oeufs, sèches"	"F"	1	200
3072	1063	"Pâtes alimentaires sans oeufs, cuites à l'eau salée (sel non iodé)"	"F"	1	200
3073	800	"Pâtes alimentaires sans oeufs, sèches"	"F"	1	200
3074	10542	"Pâte wasabi"	"N"	1	200
3075	401	"Pêche, crue"	"-"	1	200
3076	625	"Pêche, non sucrée, conserve"	"F"	1	200
3077	624	"Pêche, sucrée, conserve"	"F"	1	200
3078	852	"Pélerines"	"F"	1	200
3079	852	"Biscuits à la cuillère"	"F"	0	200
3080	765	"Perche, crue"	"F"	1	200
3081	373	"Persil, cru"	"F"	1	200
3082	1086	"Petite saucisse de porc, à pocher"	"F"	1	200
3083	867	"Petit gâteau à l'anice"	"F"	1	200
3084	867	"Crête de coq"	"F"	0	200
3085	602	"Petit lait, doux"	"F"	1	200
3086	844	"Petit pain"	"F"	1	200
3087	844	"Rosette"	"F"	0	200
3088	822	"Petit pain au lait"	"F"	1	200
3089	842	"Petit pain Bürli (farine mi-blanche)"	"F"	1	200
3090	832	"Petit pain de Sils"	"F"	1	200
3091	1463	"Petit pain Semmeli"	"F"	1	200
3092	369	"Petit-poid, cru"	"F"	1	200
3093	1010	"Petit-pois, à la vapeur (sans adjonction de sel)"	"F"	1	200
3094	630	"Petit-pois, conserve"	"0"	1	200
3095	1011	"Petit-pois (conserve), réchauffé (sans adjonction de sel)"	"F"	1	200
3096	815	"Petit-pois et carottes, conserve"	"F"	1	200
3097	456	"Petit radis, cru"	"N"	1	200
3098	1034	"Petits-pois et carottes, réchauffés (sans adjonction de sel)"	"F"	1	200
3099	1659	"Piccata d'aubergines, préparée"	"F"	1	200
3100	1660	"Piccata de céléris, préparée"	"F"	1	200
3101	1662	"Piccata de courges, préparée"	"F"	1	200
3102	1668	"Piccata de porc, préparée"	"F"	1	200
3103	1667	"Piccata de veau, préparée"	"F"	1	200
3104	283	"Pignon de pin"	"n"	1	200
3105	274	"Pistache"	"F"	1	200
3106	1538	"Pizza au jambon, cuite au four"	"F"	1	200
3107	1537	"Pizza au jambon et champignon, cuite au four"	"F"	1	200
3108	1536	"Pizza au mascarpone et roquette, cuite au four"	"F"	1	200
3109	1532	"Pizza au thon, cuite au four"	"F"	1	200
3110	1540	"Pizza aux légumes, cuite au four"	"F"	1	200
3111	1539	"Pizza aux quatre fromages, cuite au four"	"F"	1	200
3112	1533	"Pizza Calzone, cuite au four"	"F"	1	200
3113	1534	"Pizza Hawaii, cuite au four"	"F"	1	200
3114	1535	"Pizza Margherite, cuite au four"	"F"	1	200
3115	1015	"Poireau, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
3118	382	"Poire, crue"	"n"	1	200
3119	1050	"Poire, cuite,  égouttée (sans adjonction de sucre)"	"F"	1	200
3120	626	"Poire, non sucrée, conserve"	"F"	1	200
3121	433	"Poire, séchée"	"F"	1	200
3122	620	"Poire, sucrée, conserve"	"F"	1	200
3123	1059	"Pois chiche, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
3124	439	"Pois chiche, sec"	"2"	1	200
3125	13390	"Pois, grain mature, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
3126	13389	"Pois, grain mature, décortiqué, sec"	"3"	1	200
3127	13389	"Pois cassé"	"3"	0	200
3128	1012	"Pois mange-tout, à la vapeur (sans adjonction de sel)"	"F"	1	200
3129	438	"Pois mange-tout, cru"	"F"	1	200
3130	438	"Pois gourmand"	"F"	0	200
3131	1098	"Poisson (moyen), cru"	"F"	1	200
3132	13345	"Poisson (moyenne), filet, à la vapeur (sans adjonction de graisse ni de sel)"	"F"	1	200
3133	1018	"Poivron, rouge, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
3135	1017	"Poivron, vert, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
3136	359	"Poivron, vert, cru"	"F"	1	200
3137	10546	"Polenta nera, préparée"	"F"	1	200
3138	378	"Pomme, crue"	"n"	1	200
3139	1049	"Pomme, cuite,  égouttée (sans adjonction de sucre)"	"F"	1	200
3140	1057	"Pomme de terre, épluchée, à la vapeur (sans adjonction de sel)"	"F"	1	200
3142	435	"Pomme, pelée, sechée"	"F"	1	200
3143	12982	"Pommes Chips"	"F"	1	200
3144	12983	"Pommes Chips à matière grasse réduite"	"F"	1	200
3145	10450	"Pommes frites (cuites au four), non salées"	"F"	1	200
3146	10449	"Pommes frites (frites dans de l'huile de tournesol HO), non salées"	"F"	1	200
3147	424	"Popcorn"	"F"	1	200
3148	424	"Maïs éclaté"	"F"	0	200
3149	8	"Porc, côtelette, crue"	"F"	1	200
3150	13284	"Porc, côtelette, grillée (sans adjonction de graisse ni de sel)"	"F"	1	200
3151	13283	"Porc, côtelette, grillé (sans adjonction de graisse ni de sel)"	"F"	1	200
3152	41	"Porc, cou, steak, cru"	"F"	1	200
3153	40	"Porc, émincé, cru"	"F"	1	200
3154	13285	"Porc, émincé, grillé (sans adjonction de graisse ni de sel)"	"F"	1	200
3155	1077	"Porc, épaule, rôti au four à point (sans adjonction de graisse ni de sel)"	"F"	1	200
3156	1079	"Porc,  épaule, rôti au four bien cuit  (sans adjonction de graisse ni de sel)"	"F"	1	200
3157	676	"Porc, épaule, rôti, cru"	"F"	1	200
3158	42	"Porc, filet, cru"	"F"	1	200
3159	677	"Porc, filet mignon, cru"	"F"	1	200
3160	13269	"Porc, filet mignon, rôti (sans adjonction de graisse ni de sel)"	"F"	1	200
3161	689	"Porc, foie, cru"	"F"	1	200
3162	39	"Porc, fricassée, cru"	"F"	1	200
3163	7	"Porc, haché, cru"	"F"	1	200
3164	13289	"Porc, jarret, braisé (sans adjonction de graisse ni de sel)"	"F"	1	200
3165	678	"Porc, jarret, cru"	"F"	1	200
3166	679	"Porc, noix, tranche, crue"	"F"	1	200
3167	13270	"Porc, noix, tranche, grillée (sans adjonction de graisse ni de sel)"	"F"	1	200
3168	43	"Porc, pièce ronde, tranche, cru"	"F"	1	200
3169	9	"Porc, ragoût, cru"	"F"	1	200
3170	1511	"Porridge, préparé (avec du lait entier, sans adjonction de sucre)"	"F"	1	200
3171	1512	"Porridge, préparé (avec du lait partiellement écrémé, sans adjonction de sucre)"	"F"	1	200
3172	1587	"Potée à l'orge, cuite"	"F"	1	200
3173	1588	"Potée au blé, cuite"	"F"	1	200
3174	1586	"Potée au millet, cuite"	"F"	1	200
3175	13310	"Poulet, cuisse avec la peau, rôti (sans adjonction de graisse ni de sel)"	"F"	1	200
3176	712	"Poulet, cuisse, avec peau, crue"	"-"	1	200
3177	25	"Poulet, cuisse, avec peau, crue (France)"	"F"	1	200
3178	24	"Poulet, cuisse, avec peau, crue (Suisse)"	"1"	1	200
3179	27	"Poulet, cuisse, sans peau, crue (France)"	"F"	1	200
3180	26	"Poulet, cuisse, sans peau, crue (Suisse)"	"F"	1	200
3181	13309	"Poulet, entier avec la peau, rôti (sans adjonction de graisse ni de sel)"	"F"	1	200
3182	711	"Poulet entier, avec peau, cru"	"F"	1	200
3183	21	"Poulet, poitrine, avec peau, crue (France)"	"F"	1	200
3184	20	"Poulet, poitrine, avec peau, crue (Suisse)"	"F"	1	200
3185	680	"Poulet, poitrine, escalope (émincé), crue"	"2"	1	200
3186	13276	"Poulet, poitrine, escalope ou émincé, grillé (sans adjonction de graisse ni de sel)"	"F"	1	200
3187	23	"Poulet, poitrine, sans peau, crue (France)"	"F"	1	200
3188	22	"Poulet, poitrine, sans peau, crue (Suisse)"	"F"	1	200
3189	466	"Pousses de soja, crues"	"F"	1	200
3190	1116	"Produits de charcuterie à chair cuite (moyenne)"	"F"	1	200
3191	1112	"Produits de charcuterie échaudés, fumés (moyenne)"	"F"	1	200
3192	1113	"Produits de charcuterie échaudés, non fumés (moyenne)"	"F"	1	200
3193	1117	"Produits de salaison crus (moyenne)"	"F"	1	200
3194	1118	"Produits de salaison cuits (moyenne)"	"F"	1	200
3195	1054	"Pruneau, cuite,  égouttée (sans adjonction de sucre)"	"F"	1	200
3196	475	"Pruneau, sec"	"F"	1	200
3197	474	"Prune, crue"	"F"	1	200
3198	1519	"Purée de pommes de terre, préparée (avec de la crème et du beurre)"	"F"	1	200
3199	866	"Purée de pommes de terre, préparée (avec de l'eau et du beurre)"	"F"	1	200
3200	863	"Purée de pommes de terre, préparée (avec du lait entier et du beurre)"	"F"	1	200
3201	1518	"Purée de pommes de terre, préparée (avec du lait partiellement écrémeé et du beurre)"	"F"	1	200
3202	628	"Purée de pommes, non sucrée, conserve"	"F"	1	200
3203	627	"Purée de pommes, sucrée, conserve"	"F"	1	200
3204	479	"Quetsche, crue"	"-"	1	200
3205	479	"Prune quetsche"	"-"	0	200
3206	1056	"Quetsche, cuite, égoutée (sans adjonction de sucre)"	"F"	1	200
3207	1541	"Quiche Lorraine, cuite au four (pâte à gateau)"	"F"	1	200
3208	1542	"Quiche Lorraine, cuite au four (pâte feuilletée)"	"F"	1	200
3209	13394	"Quinoa, cru"	"F"	1	200
3210	13396	"Quinoa, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
3211	361	"Radis, cru"	"F"	1	200
3212	1673	"Ragoût d'agneau avec sauce, préparé"	"F"	1	200
3213	1672	"Ragoût de boeuf avec sauce, préparé"	"F"	1	200
3214	1670	"Ragoût de cheval avec sauce, préparé"	"F"	1	200
3215	1671	"Ragoût de porc avec sauce, préparé"	"F"	1	200
3216	1669	"Ragoût de veau avec sauce, préparé"	"F"	1	200
3217	478	"Raisin, cru"	"F"	1	200
3218	477	"Raisin, sec"	"F"	1	200
3219	477	"Sultanine"	"F"	0	200
3220	1665	"Ratatouille, préparée"	"F"	1	200
3221	533	"Reblochon"	"F"	1	200
3222	362	"Rhubarbe, cru"	"F"	1	200
3223	1585	"Risotto au champignon, cuit"	"F"	1	200
3224	1584	"Risotto sans fromage, cuit"	"F"	1	200
3225	1189	"Ristretto crème, non sucré"	"F"	1	200
3226	1514	"Riz au lait, préparé (avec du lait entier, sans adjonction de sucre)"	"F"	1	200
3227	1513	"Riz au lait, préparé (avec du lait partiellement écrémé, sans adjonction de sucre)"	"F"	1	200
3228	1066	"Riz blanc, cuit à l'eau salée (sel non iodé)"	"F"	1	200
3229	427	"Riz blanc, sec"	"F"	1	200
3230	1675	"Riz Casimir au poulet, préparé"	"F"	1	200
3231	1677	"Riz casimir de veau, préparé"	"F"	1	200
3232	1067	"Riz complet, cuit à l'eau salée (sel non iodé)"	"F"	1	200
3233	428	"Riz complet, sec"	"N"	1	200
3234	1065	"Riz parboiled, cuit à l'eau salée (sel non iodé)"	"F"	1	200
3235	419	"Riz parboiled, sec"	"F"	1	200
3236	419	"Riz blanc étuvé"	"F"	0	200
3239	718	"Rollschinkli"	"F"	1	200
3240	462	"Romarin, cru"	"F"	1	200
3242	468	"Roquette, crue"	"F"	1	200
3243	468	"Rucola"	"F"	0	200
3244	858	"Rösti (pommes de terre prêtes à rôtir, produit fini)"	"F"	1	200
3245	1582	"Rôti de viande hachée, cuit au four"	"F"	1	200
3246	1582	"Pain de viande"	"F"	0	200
3247	875	"Sablés au beurre"	"F"	1	200
3248	594	"Saindoux"	"F"	1	200
3249	1573	"Salade Coleslaw, préparée"	"F"	1	200
3250	1697	"Salade de boeuf bouilli, préparée"	"F"	1	200
3251	1569	"Salade de cervelas et fromage, préparée"	"F"	1	200
3252	1568	"Salade de cervelas, préparée"	"F"	1	200
3253	1598	"Salade de pâte à la sauce française"	"F"	1	200
3254	1597	"Salade de pâte à la sauce italienne"	"F"	1	200
3255	1517	"Salade de pommes de terre, sauce au vinaigre et huile"	"F"	1	200
3256	1516	"Salade de pommes de terre (sauce mayonnaise et yogourt)"	"F"	1	200
3257	1613	"Salade de thon au naturel, sauce au vinaigre et huile"	"F"	1	200
3258	459	"Salade Iceberg, crue"	"F"	1	200
3259	1607	"Salade russe, préparée"	"F"	1	200
3260	1127	"Salade verte (moyenne), crue"	"F"	1	200
3261	783	"Salametto"	"F"	1	200
3262	784	"Salami à la mode campagnarde"	"F"	1	200
3263	1203	"Salami fumé"	"F"	1	200
3264	1094	"Salami (ligne budget)"	"F"	1	200
3265	782	"Salami suisse, porc et boeuf"	"F"	1	200
3266	1091	"Salami type Nostrano"	"F"	1	200
3267	1023	"Salsifis noir, à la vapeur (sans adjonction de sel)"	"F"	1	200
3268	452	"Salsifis noir, cru"	"F"	1	200
3269	1089	"Salsiz"	"F"	1	200
3270	1687	"Saltimbocca, grillé au colza HOLL"	"F"	1	200
3271	10561	"Samosa, cuite au four"	"F"	1	200
3272	10562	"Samosa, frite"	"F"	1	200
3273	1685	"Sandwich à l'escalope avec sauce cocktail"	"F"	1	200
3274	1686	"Sandwich à l'escalope avec sauce tartare"	"F"	1	200
3275	1551	"Sandwich (baguette) à la charcuterie"	"F"	1	200
3276	1561	"Sandwich (baguette) à la mozzarella"	"F"	1	200
3277	1559	"Sandwich (baguette) au fromage à pâte mi-dure"	"F"	1	200
3278	1521	"Sandwich (baguette) au fromage à pâte molle"	"F"	1	200
3279	1505	"Sandwich (baguette) au fromage d'Italie"	"F"	1	200
3280	1557	"Sandwich (baguette) au jambon"	"F"	1	200
3281	1549	"Sandwich (baguette) au jambon cru"	"F"	1	200
3282	1555	"Sandwich (baguette) au salami"	"F"	1	200
3283	1553	"Sandwich (baguette) avec viande séchée"	"F"	1	200
3284	1552	"Sandwich (pain bis) à la charcuterie"	"F"	1	200
3285	1562	"Sandwich (pain bis) à la mozzarella"	"F"	1	200
3286	1560	"Sandwich (pain bis) au fromage à pâte mi-dure"	"F"	1	200
3287	1520	"Sandwich (pain bis) au fromage à pâte molle"	"F"	1	200
3288	1506	"Sandwich (pain bis) au fromage d'Italie"	"F"	1	200
3289	1558	"Sandwich (pain bis) au jambon"	"F"	1	200
3290	1550	"Sandwich (pain bis) au jambon cru"	"F"	1	200
3291	1556	"Sandwich (pain bis) au salami"	"F"	1	200
3292	1554	"Sandwich (pain bis) avec viande séchée"	"F"	1	200
3293	489	"Sanglier (moyenne), cru"	"F"	1	200
3294	413	"Sardine à l'huile, égouttée"	"F"	1	200
3295	757	"Sardine, crue"	"F"	1	200
3296	421	"Sarrasin, grains décortiqués"	"N"	1	200
3297	421	"Blé noir"	"N"	0	200
3298	683	"Sauce aux champignons, liée"	"F"	1	200
3299	12981	"Sauce Béchamel fait maison"	"F"	1	200
3300	653	"Sauce bolognaise"	"F"	1	200
3301	652	"Sauce chasseur"	"F"	1	200
3302	1683	"Sauce cocktail, préparée à la maison avec la mayonnaise de colza"	"F"	1	200
3303	651	"Sauce de rôti, claire"	"F"	1	200
3304	650	"Sauce de rôti, liée"	"F"	1	200
3305	1612	"Sauce de salade au yogourt (sans huile)"	"F"	1	200
3306	1201	"Sauce de salade française (avec huile de colza)"	"F"	1	200
3307	1200	"Sauce de salade italienne (avec huile d'olive)"	"F"	1	200
3308	1199	"Sauce de salade vinaigre-huile (avec huile de colza)"	"F"	1	200
3309	666	"Sauce hollandaise"	"F"	1	200
3310	1684	"Sauce tartare, préparée à la maison avec la mayonnaise de colza"	"F"	1	200
3311	667	"Sauce tomate"	"F"	1	200
3312	1085	"Saucisse à rôtir de porc"	"F"	1	200
3313	841	"Saucisse à rôtir de porc, crue"	"F"	1	200
3314	13344	"Saucisse à rôtir de porc, grillée (sans adjonction de graisse ni de sel)"	"F"	1	200
3315	781	"Saucisse aux choux"	"F"	1	200
3316	790	"Saucisse bernoise (à la langue)"	"F"	1	200
3317	1273	"Saucisse blanche"	"F"	1	200
3318	1083	"Saucisse de Lyon"	"F"	1	200
3319	1080	"Saucisse de veau"	"F"	1	200
3322	1589	"Saucisse de Vienne, cuit"	"F"	1	200
3323	1589	"Wienerli"	"F"	0	200
3324	789	"Saucisse du brasseur"	"F"	1	200
3325	1115	"Saucisses crues avec maturation interrompue (moyenne)"	"F"	1	200
3326	1114	"Saucisses crues (moyenne)"	"F"	1	200
3327	1087	"Saucisse type Minipic"	"F"	1	200
3328	780	"Saucisson"	"F"	1	200
3329	1088	"Saucisson vaudois"	"F"	1	200
3330	13341	"Saucisson vaudois, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
3331	461	"Sauge, crue"	"F"	1	200
3332	194	"Saumon d'élevage, cru"	"2"	1	200
3333	13354	"Saumon, élevage, filet, à la vapeur (sans adjonction de graisse ni de sel)"	"F"	1	200
3335	210	"Saumon sauvage, cru"	"F"	1	200
3337	787	"Schüblig de campagne"	"F"	1	200
3338	792	"Schüblig de Saint-Gall"	"F"	1	200
3339	762	"Sel de cuisine avec iode"	"F"	1	200
3340	10457	"Sel de cuisine avec iode et fluor"	"F"	1	200
3341	634	"Sel de cuisine sans iode ni fluor"	"F"	1	200
3342	423	"Semoule de blé dur, sèche"	"F"	1	200
3343	1619	"Semoule de maïs, cuite"	"F"	1	200
3344	1619	"Polenta"	"F"	0	200
3345	425	"Semoule de maïs (polenta), sèche"	"N"	1	200
3346	1510	"Semoule, préparée (avec du lait entier, sans adjonction de sucre)"	"F"	1	200
3347	1509	"Semoule, préparée (avec du lait partiellement écrémé, sans adjonction de sucre)"	"F"	1	200
3348	506	"Sérac"	"F"	1	200
3351	13393	"Séré, nature, mi-gras"	"1"	1	200
3352	515	"Sherry, 18.5 vol%"	"F"	1	200
3353	569	"Sirop concentré"	"F"	1	200
3354	10536	"Sirop d'agave"	"N"	1	200
3355	1132	"Sirop preparé (dilué en proportion 1:5.5)"	"F"	1	200
3356	499	"Soda au cola, édulcoré"	"F"	1	200
3357	498	"Soda au cola, sucré"	"F"	1	200
3358	755	"Sole, crue"	"F"	1	200
3359	769	"Son d'avoine"	"N"	1	200
3360	431	"Son de blé"	"N"	1	200
3361	892	"Sorbet, aux fruits"	"F"	1	200
3362	670	"Soupe de tomate"	"F"	1	200
3363	670	"Potage"	"F"	0	200
3364	669	"Soupe d'orge des Grisons"	"F"	1	200
3365	684	"Soupe goulache"	"F"	1	200
3366	688	"Soupe velouté de champignons"	"F"	1	200
3367	570	"St. Paulin"	"F"	1	200
3368	470	"Sucre, blanc"	"F"	1	200
3369	470	"Saccharose"	"F"	0	200
3370	768	"Sucre de raisin"	"F"	1	200
3371	768	"Glucose"	"F"	0	200
3372	471	"Sucre, roux, complet"	"F"	1	200
3373	770	"Surimi"	"F"	1	200
3374	1609	"Taboulé, préparé (avec Boulgour)"	"F"	1	200
3375	1610	"Taboulé, préparé (avec Couscous)"	"F"	1	200
3376	1548	"Tarte à la rhubarbe, cuite au four (pâte à gateau)"	"F"	1	200
3377	1547	"Tarte à la rhubarbe, cuite au four (pâte feuilletée)"	"F"	1	200
3378	1482	"Tarte aux abricots, cuite au four (pâte à gateau)"	"F"	1	200
3379	1481	"Tarte aux abricots, cuite au four (pâte feuilletée)"	"F"	1	200
3380	1546	"Tarte aux cerises, cuite au four (pâte à gateau)"	"F"	1	200
3381	1545	"Tarte aux cerises, cuite au four (pâte feuilletée)"	"F"	1	200
3382	10455	"Tarte aux fruits, cuite au four, pâte brisée sucrée (moyenne)"	"F"	1	200
3383	10456	"Tarte aux fruits (moyenne)"	"F"	1	200
3384	10454	"Tarte aux fruits, pâte à gateau (moyenne)"	"F"	1	200
3385	10453	"Tarte aux fruits, pâte feuilletée (moyenne)"	"F"	1	200
3386	1595	"Tarte aux groseilles, cuite au four (pâte à gateau)"	"F"	1	200
3387	1592	"Tarte aux groseilles, cuite au four (pâte brisée sucrée)"	"F"	1	200
3388	1593	"Tarte aux groseilles, cuite au four (pâtes feuilletée)"	"F"	1	200
3389	1596	"Tarte aux mûres, cuite au four (pâte à gateau)"	"F"	1	200
3390	1485	"Tarte aux mûres, cuite au four (pâte brisée sucrée)"	"F"	1	200
3391	1594	"Tarte aux mûres, cuite au four (pâte feuilletée)"	"F"	1	200
3392	1484	"Tarte aux poires, cuite au four (pâte à gateau)"	"F"	1	200
3393	1483	"Tarte aux poires, cuite au four (pâte feuilletée)"	"F"	1	200
3394	1480	"Tarte aux pommes, cuite au four (pâte à gateau)"	"F"	1	200
3395	1479	"Tarte aux pommes, cuite au four (pâte feuilletée)"	"F"	1	200
3396	1530	"Tarte aux prunes, cuite au four (pâte à gateau)"	"F"	1	200
3397	1528	"Tarte aux prunes, cuite au four (pâte feuilletée)"	"F"	1	200
3398	1531	"Tarte aux quetsches, cuite au four (pâte à gateau)"	"F"	1	200
3399	1529	"Tarte aux quetsches, cuite au four (pâte feuilletée)"	"F"	1	200
