ID	ID V 4.0	ID SwissFIR	Nom	Synonymes	Catégorie	Densité	Unité de matrice	Énergie, kilojoules	Dérivation de la valeur	Source	Énergie, calories	Dérivation de la valeur	Source	Lipides, totaux (g)	Dérivation de la valeur	Source	Acides gras, saturés (g)	Dérivation de la valeur	Source	Acides gras, mono-insaturés (g)	Dérivation de la valeur	Source	Acides gras, poly-insaturés (g)	Dérivation de la valeur	Source	Cholestérol (mg)	Dérivation de la valeur	Source	Glucides, disponibles (g)	Dérivation de la valeur	Source	Sucres (g)	Dérivation de la valeur	Source	Amidon (g)	Dérivation de la valeur	Source	Fibres alimentaires (g)	Dérivation de la valeur	Source	Proteines (g)	Dérivation de la valeur	Source	Sel (NaCl) (g)	Dérivation de la valeur	Source	Alcool (g)	Dérivation de la valeur	Source	Eau (g)	Dérivation de la valeur	Source	Activité de vitamine A, RE (µg-RE)	Dérivation de la valeur	Source	Activité de vitamine A, RAE (µg-RE)	Dérivation de la valeur	Source	Equivalents d’all-transrétinol (µg-RE)	Dérivation de la valeur	Source	Activité de bétacarotène (µg-BCE)	Dérivation de la valeur	Source	Bétacarotène (µg)	Dérivation de la valeur	Source	Vitamine B1 (thiamine) (mg)	Dérivation de la valeur	Source	Vitamine B2 (riboflavine) (mg)	Dérivation de la valeur	Source	Vitamine B6 (pyridoxine) (mg)	Dérivation de la valeur	Source	Vitamine B12 (cobalamine) (µg)	Dérivation de la valeur	Source	Niacine (mg)	Dérivation de la valeur	Source	Folate (µg)	Dérivation de la valeur	Source	Acide pantothénique (mg)	Dérivation de la valeur	Source	Vitamine C (acide ascorbique) (mg)	Dérivation de la valeur	Source	Vitamine D (calciférol) (µg)	Dérivation de la valeur	Source	Activité de vitamine E (mg-ATE)	Dérivation de la valeur	Source	Potassium (K) (mg)	Dérivation de la valeur	Source	Sodium (Na) (mg)	Dérivation de la valeur	Source	Clor (Cl) (mg)	Dérivation de la valeur	Source	Calcium (Ca) (mg)	Dérivation de la valeur	Source	Magnésium (Mg) (mg)	Dérivation de la valeur	Source	Phosphore (P) (mg)	Dérivation de la valeur	Source	Fer (Fe) (mg)	Dérivation de la valeur	Source	Iode (I) (µg)	Dérivation de la valeur	Source	Zinc (Zn)  (mg)	Dérivation de la valeur	Source	Sélénium (Se) (µg)	Dérivation de la valeur	Source	Entrée modifiée
1020	4238		Courge, à la vapeur (sans adjonction de sel)		Légumes/Légumes cuits (conserves comprises)		par 100 g de portion comestible	98	Calcul automatisé		23	Calcul automatisé		0.1	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		4.5	Calcul sur la base des ingrédients		3.9	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		93.8	Calcul automatisé		368	Calcul automatisé		184	Calcul automatisé		0	Calcul sur la base des ingrédients		2205	Calcul sur la base des ingrédients		1934	Calcul sur la base des ingrédients		0.01	Calcul sur la base des ingrédients		0.06	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		0.41	Calcul sur la base des ingrédients		3.8	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		230	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		17	Calcul sur la base des ingrédients		6.3	Calcul sur la base des ingrédients		19	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		n.i.			Oui
480	4051	1000965	Courge, crue	"Potiron	Citrouille"	Légumes/Légumes frais		par 100 g de portion comestible	98	Calcul automatisé		23	Calcul automatisé		0.1	-	43	0.1	-	43	0	-	1030	0	-	1030	0	-	43	4.5	-	43	3.9	-	43	0.6	-	43	1	-	43	0.6	-	43	0	Calcul automatisé		0	-	43	93.3	-	43	368	Calcul automatisé		184	Calcul automatisé		0	Estimation	51	2205	-	"51	1662"	2149	-	"105	1669"	0.01	-	"43	1669"	0.07	-	43	0.1	-	"43	1669"	0	-	43	0.5	-	43	25	-	43	0.48	-	"43	1669"	5	-	43	0	-	43	0.1	-	43	270	-	43	1	-	43	25	-	9	18	-	43	7	-	43	20	-	43	0.4	-	43	0.2	-	1007	0.9	-	9	n.i.			No
1031	4259		Courgette, à la vapeur (sans sel ni graisse)		Légumes/Légumes cuits (conserves comprises)		par 100 g de portion comestible	105	Calcul automatisé		25	Calcul automatisé		0.3	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		2.5	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		93.4	Calcul automatisé		35	Calcul automatisé		18	Calcul automatisé		0	Calcul sur la base des ingrédients		211	Calcul sur la base des ingrédients		179	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.75	Calcul sur la base des ingrédients		32.9	Calcul sur la base des ingrédients		0.25	Calcul sur la base des ingrédients		17.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		300	Calcul sur la base des ingrédients		3.9	Calcul sur la base des ingrédients		32	Calcul sur la base des ingrédients		25	Calcul sur la base des ingrédients		30	Calcul sur la base des ingrédients		41	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		n.i.			Oui
367	4370	1000830	Courgette, crue		Légumes/Légumes frais		par 100 g de portion comestible	80	Calcul automatisé		19	Calcul automatisé		0.2	-	43	0	-	43	0	-	43	0.1	-	43	0	-	43	2	-	43	1.9	-	43	0.1	-	43	1	-	43	1.8	-	43	0	Calcul automatisé		0	-	43	94	-	43	27	Calcul automatisé		13	Calcul automatisé		0	Estimation	51	160	-	"51	1662"	152	-	"78	1669"	0.06	-	"43	1669"	0.04	-	43	0.08	-	"43	1669"	0	-	43	0.6	-	43	50	-	43	0.21	-	"43	1669"	15.4	-	"43	1669"	0	-	43	0	-	43	230	-	43	3	-	43	24	-	36	19	-	43	23	-	43	31	-	43	0.8	-	43	2.3	-	36	0.2	-	36	n.i.			No
950	4204	1001628	Crackers, biscuits salés		Snacks salés/Sticks salés et bretzels		par 100 g de portion comestible	1890	Calcul automatisé		449	Calcul automatisé		15.9	Calcul sur la base des ingrédients		5.9	Calcul sur la base des ingrédients		6.8	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		66.3	Calcul sur la base des ingrédients		tr.	Calcul sur la base des ingrédients		66.3	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		9.2	Calcul sur la base des ingrédients		1.5	Calcul automatisé		0	Calcul sur la base des ingrédients		6.5	Calcul automatisé		0	Calcul automatisé		0	Calcul automatisé		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.22	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.65	Calcul sur la base des ingrédients		21.3	Calcul sur la base des ingrédients		0.29	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.75	Calcul sur la base des ingrédients		120	Calcul sur la base des ingrédients		590	Calcul sur la base des ingrédients		810	Calcul sur la base des ingrédients		110	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		110	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		n.i.			Oui
69	4467	821045	Crème à café UHT		"Graisses et huiles/Crème	Lait et produits laitiers/Crème et beurre"	1	par 100 g de portion comestible	664	Calcul automatisé		161	Calcul automatisé		15	-	176	9	Estimation	1662	3.5	Estimation	1662	0.7	Estimation	1662	50	-	176	3.8	Estimation	1662	3.8	-	176	0	Estimation	1662	0	Estimation	1662	2.6	Estimation	1662	0.2	Calcul automatisé		0	Estimation	1662	77.5	-	176	151	Calcul automatisé		145	Calcul automatisé		138	Estimation	1662	80	Estimation	1662	80	-	8	0.02	-	176	0.14	-	176	0.02	-	176	0.5	-	1528	0.1	-	1528	2.7	-	147	0.4	-	1528	1	-	1528	0.3	-	1528	0.34	-	176	140	-	176	77	-	176	70	-	1528	96	-	176	8.2	-	176	91	-	176	0	-	176	11	-	1528	0.3	-	176	n.i.			Oui
574	4042	1001103	Crème acidulée	Crème fraîche	"Graisses et huiles/Crème	Lait et produits laitiers/Crème et beurre"	1	par 100 g de portion comestible	1380	Calcul automatisé		336	Calcul automatisé		35	-	2	21	-	3	8.2	-	3	1.6	-	3	105	-	3	2.8	-	2	2.8	-	43	0	-	22	0	-	22	2.4	-	1643	0.1	Calcul automatisé		0	-	22	58	-	35	207	Calcul automatisé		201	Calcul automatisé		195	-	61	73	Estimation	51	73	-	61	0.02	-	43	0.17	-	"43	1653"	0.03	-	43	0.19	-	"43	1653"	0.2	-	43	23	-	43	0.26	-	"43	1653"	tr.	-	22	0.4	-	"43	1653"	0.7	-	43	100	-	43	30	-	43	50	-	35	73	-	43	7	-	43	64	-	43	0.1	-	43	9	-	127	0.3	-	35	n.i.			Oui
13413			Crème à la vanille, cuite		Sucreries/Crèmes et pouding		par 100 g de portion comestible	460	Calcul automatisé		110	Calcul automatisé		4.6	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		78	Calcul sur la base des ingrédients		12.7	Calcul sur la base des ingrédients		11.6	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		4.2	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		78.3	Calcul automatisé		60	Calcul automatisé		59	Calcul automatisé		57	Calcul sur la base des ingrédients		18	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.19	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		10.9	Calcul sur la base des ingrédients		0.49	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		50	Calcul sur la base des ingrédients		100	Calcul sur la base des ingrédients		100	Calcul sur la base des ingrédients		9.4	Calcul sur la base des ingrédients		100	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		n.i.			Oui
807	4394	1001474	Crème au chocolat		Sucreries/Crèmes et pouding		par 100 g de portion comestible	515	Calcul automatisé		122	Calcul automatisé		3	-	22	1.5	-	43	0.9	-	43	0.2	-	43	110	-	43	20	-	22	18.7	-	43	1.3	-	43	0.5	-	43	3.6	-	22	0.2	Calcul automatisé		0	-	43	72.1	-	22	28	Calcul automatisé		26	Calcul automatisé		25	-	8	15	Estimation	51	15	-	8	0.04	-	43	0.21	-	43	0.05	-	43	0.1	-	43	0.3	-	43	tr.	-	43	0.5	-	43	0	-	43	0.1	-	43	0.1	-	43	230	-	43	65	-	43	150	-	8	150	-	43	14	-	43	100	-	43	0.9	-	43	7	-	8	0.6	-	8	n.i.			No
10532			Crème d'anchois		Divers/Pâtes à tartiner		par 100 g de portion comestible	1130	Calcul automatisé		272	Calcul automatisé		21.3	Calcul sur la base des ingrédients		4	Calcul sur la base des ingrédients		13.8	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		57	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		19.8	Calcul sur la base des ingrédients		19	Calcul automatisé		0	Calcul sur la base des ingrédients		58.7	Calcul automatisé		11	Calcul automatisé		10	Calcul automatisé		9	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.19	Calcul sur la base des ingrédients		0.28	Calcul sur la base des ingrédients		15.68	Calcul sur la base des ingrédients		2.93	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		0.47	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		5.51	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		7720	Calcul sur la base des ingrédients		6000	Calcul sur la base des ingrédients		220	Calcul sur la base des ingrédients		170	Calcul sur la base des ingrédients		210	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		25	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		n.i.			Oui
1195	4709		Crème (en moyenne)		"Graisses et huiles/Crème	Lait et produits laitiers/Crème et beurre"		par 100 g de portion comestible	1040	Calcul automatisé		252	Calcul automatisé		25.4	Calcul sur la base des ingrédients		15.3	Calcul sur la base des ingrédients		6	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		76	Calcul sur la base des ingrédients		3.4	Calcul sur la base des ingrédients		3.4	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		68.8	Calcul automatisé		278	Calcul automatisé		268	Calcul automatisé		259	Calcul sur la base des ingrédients		114	Calcul sur la base des ingrédients		114	Calcul sur la base des ingrédients		0.02	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		0.02	Calcul sur la base des ingrédients		0.32	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		4.3	Calcul sur la base des ingrédients		0.36	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		130	Calcul sur la base des ingrédients		48	Calcul sur la base des ingrédients		69	Calcul sur la base des ingrédients		84	Calcul sur la base des ingrédients		7.5	Calcul sur la base des ingrédients		78	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		9.5	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		n.i.			Oui
65	4226	821041	Crème entière, pasteurisée		"Graisses et huiles/Crème	Lait et produits laitiers/Crème et beurre"	1	par 100 g de portion comestible	1370	Calcul automatisé		334	Calcul automatisé		34.8	-	176	20.9	Estimation	1648	8.2	Estimation	1648	1.6	Estimation	1648	101	-	176	3.1	Estimation	1648	3.1	-	176	0	Estimation	1648	0	Estimation	1648	2	Estimation	1662	0.1	Calcul automatisé		0	Estimation	1648	59.4	-	176	380	Calcul automatisé		368	Calcul automatisé		356	Estimation	1648	143	Estimation	1698	143	-	1640	0.02	-	176	0.13	-	"176	1653"	0.03	-	176	0.21	-	1653	0.08	-	1528	7	-	147	0.31	-	"147	1653"	0.7	-	147	0.5	-	1653	0.84	-	176	120	-	176	35	-	176	69	-	1528	71	-	176	6.2	-	176	71	-	176	0.1	-	176	7	-	1333	0.2	-	176	n.i.			Oui
66	4225	821042	Crème entière, UHT		"Graisses et huiles/Crème	Lait et produits laitiers/Crème et beurre"	1	par 100 g de portion comestible	1380	Calcul automatisé		335	Calcul automatisé		34.9	-	176	20.9	Estimation	1648	8.2	Estimation	1648	1.6	Estimation	1648	101	-	176	3.1	Estimation	1648	3.1	-	176	0	Estimation	1648	0	Estimation	1648	2	Estimation	1662	0.1	Calcul automatisé		0	Estimation	1648	59.2	-	176	402	Calcul automatisé		390	Calcul automatisé		378	Estimation	1648	143	Estimation	1698	143	-	1640	0.02	-	176	0.12	-	"176	1653"	0.02	-	176	0.16	-	"147	1653"	0.05	-	147	1.5	-	147	0.33	-	"147	1653"	0	-	147	0.6	-	1653	0.77	-	176	110	-	176	25	-	176	69	-	1528	71	-	176	6.3	-	176	68	-	176	0	-	176	6.1	-	1333	0.2	-	176	n.i.			Oui
694	3931	1001266	Crème glacée, aux fruits	Glace	Sucreries/Glaces à base de lait	0.6	par 100 g de portion comestible	775	Calcul automatisé		185	Calcul automatisé		8	-	5	5	-	5	2.6	-	5	0.3	-	5	26	-	5	24.7	-	5	23.7	-	5	tr.	-	5	0	-	5	3.5	-	5	0.2	Calcul automatisé		0	-	5	59.8	-	5	121	Calcul automatisé		107	Calcul automatisé		94	-	81	160	-	81	n.i.			0.04	-	5	0.26	-	5	0.07	-	5	0	-	22	tr.	-	5	9	-	5	tr.	-	5	1	-	5	0.1	-	5	0.17	-	5	180	-	5	61	-	5	tr.	-	22	110	-	5	tr.	-	22	99	-	5	0.5	-	5	tr.	-	5	0.4	-	5	n.i.			No
1489			Crêpes au camembert, préparés		Plats/Autres plats salés/épicés		par 100 g de portion comestible	1040	Calcul automatisé		248	Calcul automatisé		15.6	Calcul sur la base des ingrédients		8.2	Calcul sur la base des ingrédients		4.1	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		174	Calcul sur la base des ingrédients		14.9	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		12.5	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		11.8	Calcul sur la base des ingrédients		0.8	Calcul automatisé		0	Calcul sur la base des ingrédients		57.2	Calcul automatisé		172	Calcul automatisé		166	Calcul automatisé		159	Calcul sur la base des ingrédients		78	Calcul sur la base des ingrédients		63	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.23	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.86	Calcul sur la base des ingrédients		0.44	Calcul sur la base des ingrédients		35.1	Calcul sur la base des ingrédients		0.95	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.32	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		310	Calcul sur la base des ingrédients		450	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		18	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		19	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		n.i.			No
1495			Crêpes au jambon, préparés		Plats/Autres plats salés/épicés		par 100 g de portion comestible	809	Calcul automatisé		193	Calcul automatisé		9.8	Calcul sur la base des ingrédients		4.7	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		152	Calcul sur la base des ingrédients		13.2	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		10.9	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		12.7	Calcul sur la base des ingrédients		1	Calcul automatisé		0	Calcul sur la base des ingrédients		63.8	Calcul automatisé		107	Calcul automatisé		104	Calcul automatisé		102	Calcul sur la base des ingrédients		31	Calcul sur la base des ingrédients		18	Calcul sur la base des ingrédients		0.25	Calcul sur la base des ingrédients		0.21	Calcul sur la base des ingrédients		0.18	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		2.11	Calcul sur la base des ingrédients		16.1	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		19.5	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		0.25	Calcul sur la base des ingrédients		270	Calcul sur la base des ingrédients		400	Calcul sur la base des ingrédients		560	Calcul sur la base des ingrédients		69	Calcul sur la base des ingrédients		19	Calcul sur la base des ingrédients		220	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		14	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		2.5	Calcul sur la base des ingrédients		No
1496			Crêpes au lard, préparés		Plats/Autres plats salés/épicés		par 100 g de portion comestible	1060	Calcul automatisé		254	Calcul automatisé		16.5	Calcul sur la base des ingrédients		7.4	Calcul sur la base des ingrédients		5.7	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		169	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		12.5	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		11.1	Calcul sur la base des ingrédients		0.9	Calcul automatisé		0	Calcul sur la base des ingrédients		57	Calcul automatisé		122	Calcul automatisé		119	Calcul automatisé		116	Calcul sur la base des ingrédients		36	Calcul sur la base des ingrédients		21	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.46	Calcul sur la base des ingrédients		1.09	Calcul sur la base des ingrédients		18.3	Calcul sur la base des ingrédients		0.91	Calcul sur la base des ingrédients		5.5	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		0.28	Calcul sur la base des ingrédients		200	Calcul sur la base des ingrédients		370	Calcul sur la base des ingrédients		560	Calcul sur la base des ingrédients		76	Calcul sur la base des ingrédients		17	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		14	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		No
1494			Crêpes au Nutella, préparés		Plats/Autres plats sucrés		par 100 g de portion comestible	1570	Calcul automatisé		377	Calcul automatisé		22.2	Calcul sur la base des ingrédients		9	Calcul sur la base des ingrédients		9.1	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		110	Calcul sur la base des ingrédients		35.6	Calcul sur la base des ingrédients		26.5	Calcul sur la base des ingrédients		9	Calcul sur la base des ingrédients		1.7	Calcul sur la base des ingrédients		7.8	Calcul sur la base des ingrédients		0.3	Calcul automatisé		0	Calcul sur la base des ingrédients		33	Calcul automatisé		85	Calcul automatisé		82	Calcul automatisé		80	Calcul sur la base des ingrédients		27	Calcul sur la base des ingrédients		16	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.21	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0.32	Calcul sur la base des ingrédients		16.4	Calcul sur la base des ingrédients		0.77	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		2.78	Calcul sur la base des ingrédients		240	Calcul sur la base des ingrédients		100	Calcul sur la base des ingrédients		170	Calcul sur la base des ingrédients		110	Calcul sur la base des ingrédients		32	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		5.1	Calcul sur la base des ingrédients		No
1488			Crêpes au sucre et cannelle, préparés		Plats/Autres plats sucrés		par 100 g de portion comestible	1070	Calcul automatisé		255	Calcul automatisé		11.7	Calcul sur la base des ingrédients		5.7	Calcul sur la base des ingrédients		3.2	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		178	Calcul sur la base des ingrédients		29	Calcul sur la base des ingrédients		14.9	Calcul sur la base des ingrédients		14	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		8.1	Calcul sur la base des ingrédients		0.3	Calcul automatisé		0	Calcul sur la base des ingrédients		50.7	Calcul automatisé		135	Calcul automatisé		132	Calcul automatisé		129	Calcul sur la base des ingrédients		40	Calcul sur la base des ingrédients		23	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.52	Calcul sur la base des ingrédients		0.22	Calcul sur la base des ingrédients		19.9	Calcul sur la base des ingrédients		0.87	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		0.25	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		130	Calcul sur la base des ingrédients		220	Calcul sur la base des ingrédients		85	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		16	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		n.i.			Oui
1491			Crêpes aux champignons, préparés		Plats/Autres plats salés/épicés		par 100 g de portion comestible	580	Calcul automatisé		139	Calcul automatisé		9	Calcul sur la base des ingrédients		4.8	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		82	Calcul sur la base des ingrédients		7.9	Calcul sur la base des ingrédients		1.8	Calcul sur la base des ingrédients		5.7	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		5.9	Calcul sur la base des ingrédients		0.4	Calcul automatisé		0	Calcul sur la base des ingrédients		76.4	Calcul automatisé		105	Calcul automatisé		100	Calcul automatisé		95	Calcul sur la base des ingrédients		64	Calcul sur la base des ingrédients		53	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.37	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.22	Calcul sur la base des ingrédients		2.57	Calcul sur la base des ingrédients		22.4	Calcul sur la base des ingrédients		1.64	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		1.7	Calcul sur la base des ingrédients		0.23	Calcul sur la base des ingrédients		320	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		260	Calcul sur la base des ingrédients		46	Calcul sur la base des ingrédients		14	Calcul sur la base des ingrédients		130	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		19	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		n.i.			Oui
1493			Crêpes aux légumes, préparés		Plats/Autres plats salés/épicés		par 100 g de portion comestible	691	Calcul automatisé		166	Calcul automatisé		9.4	Calcul sur la base des ingrédients		4	Calcul sur la base des ingrédients		3.2	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		119	Calcul sur la base des ingrédients		13.6	Calcul sur la base des ingrédients		4	Calcul sur la base des ingrédients		9.4	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		6	Calcul sur la base des ingrédients		0.2	Calcul automatisé		0	Calcul sur la base des ingrédients		69.6	Calcul automatisé		333	Calcul automatisé		210	Calcul automatisé		86	Calcul sur la base des ingrédients		1480	Calcul sur la base des ingrédients		1103	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		0.45	Calcul sur la base des ingrédients		29.4	Calcul sur la base des ingrédients		0.67	Calcul sur la base des ingrédients		29.1	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		0.57	Calcul sur la base des ingrédients		200	Calcul sur la base des ingrédients		95	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		65	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		110	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		n.i.			No
