ID	ID V 4.0	ID SwissFIR	Nom	Synonymes	Catégorie	Densité	Unité de matrice	Énergie, kilojoules	Dérivation de la valeur	Source	Énergie, calories	Dérivation de la valeur	Source	Lipides, totaux (g)	Dérivation de la valeur	Source	Acides gras, saturés (g)	Dérivation de la valeur	Source	Acides gras, mono-insaturés (g)	Dérivation de la valeur	Source	Acides gras, poly-insaturés (g)	Dérivation de la valeur	Source	Cholestérol (mg)	Dérivation de la valeur	Source	Glucides, disponibles (g)	Dérivation de la valeur	Source	Sucres (g)	Dérivation de la valeur	Source	Amidon (g)	Dérivation de la valeur	Source	Fibres alimentaires (g)	Dérivation de la valeur	Source	Proteines (g)	Dérivation de la valeur	Source	Sel (NaCl) (g)	Dérivation de la valeur	Source	Alcool (g)	Dérivation de la valeur	Source	Eau (g)	Dérivation de la valeur	Source	Activité de vitamine A, RE (µg-RE)	Dérivation de la valeur	Source	Activité de vitamine A, RAE (µg-RE)	Dérivation de la valeur	Source	Equivalents d’all-transrétinol (µg-RE)	Dérivation de la valeur	Source	Activité de bétacarotène (µg-BCE)	Dérivation de la valeur	Source	Bétacarotène (µg)	Dérivation de la valeur	Source	Vitamine B1 (thiamine) (mg)	Dérivation de la valeur	Source	Vitamine B2 (riboflavine) (mg)	Dérivation de la valeur	Source	Vitamine B6 (pyridoxine) (mg)	Dérivation de la valeur	Source	Vitamine B12 (cobalamine) (µg)	Dérivation de la valeur	Source	Niacine (mg)	Dérivation de la valeur	Source	Folate (µg)	Dérivation de la valeur	Source	Acide pantothénique (mg)	Dérivation de la valeur	Source	Vitamine C (acide ascorbique) (mg)	Dérivation de la valeur	Source	Vitamine D (calciférol) (µg)	Dérivation de la valeur	Source	Activité de vitamine E (mg-ATE)	Dérivation de la valeur	Source	Potassium (K) (mg)	Dérivation de la valeur	Source	Sodium (Na) (mg)	Dérivation de la valeur	Source	Clor (Cl) (mg)	Dérivation de la valeur	Source	Calcium (Ca) (mg)	Dérivation de la valeur	Source	Magnésium (Mg) (mg)	Dérivation de la valeur	Source	Phosphore (P) (mg)	Dérivation de la valeur	Source	Fer (Fe) (mg)	Dérivation de la valeur	Source	Iode (I) (µg)	Dérivation de la valeur	Source	Zinc (Zn)  (mg)	Dérivation de la valeur	Source	Sélénium (Se) (µg)	Dérivation de la valeur	Source	Entrée modifiée
278	4123	841012	Amande, grillée sans graisse, salée		Snacks salés/Noix et graines salées		par 100 g de portion comestible	2620	Calcul automatisé		634	Calcul automatisé		52.1	-	1002	4	-	156	32.4	-	1002	13	-	1002	0	-	156	10.3	Estimation	1003	4.9	-	156	0.7	-	156	10.9	-	1002	25.4	Estimation	1698	0.8	Calcul automatisé		0	Estimation	51	2.5	-	1002	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	-	156	0.07	-	156	0.86	-	156	0.13	-	156	0	-	156	3.9	-	156	33	-	156	0.23	-	156	0	-	156	0	-	8	27.45	-	156	750	-	156	340	-	156	1190	-	8	270	-	156	290	-	156	490	-	156	4.5	-	156	2.4	-	156	3.5	-	156	n.i.			No
13397			Amarante, grain, cru		Produits céréaliers, légumineuses et pommes de terre/Autres produits céréaliers		par 100 g de portion comestible	1580	Calcul automatisé		376	Calcul automatisé		7	-	1631	1.5	-	1631	1.7	-	1631	2.8	-	1631	0	Estimation	1648	56.8	-	1640	1.7	-	1640	55.1	-	1640	11	-	1643	15.8	-	1640	0	Calcul automatisé		0	Estimation	1677	11.1	-	1640	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1678	0	Estimation	1648	0	-	1631	0.08	-	"1631	1642"	0.19	-	1640	0.53	-	"1642	1643"	0	Estimation	1648	1.2	-	1640	64.3	-	"1642	1643"	0.95	-	"1528	1642"	4.2	-	1528	0	Estimation	1648	1.19	-	1631	480	-	1640	4	-	1631	110	-	1528	160	-	1631	250	-	1631	560	-	1631	9	-	1640	2.5	-	1528	3.7	-	1640	n.i.			No
13398			Amarante, grain, cuit (sans adjonction de graisse ni de sel)		Produits céréaliers, légumineuses et pommes de terre/Autres produits céréaliers		par 100 g de portion comestible	531	Calcul automatisé		126	Calcul automatisé		2.4	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		19.1	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		18.5	Calcul sur la base des ingrédients		3.7	Calcul sur la base des ingrédients		5.3	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		69.6	Calcul automatisé		0	Calcul automatisé		0	Calcul automatisé		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.02	Calcul sur la base des ingrédients		0.06	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.34	Calcul sur la base des ingrédients		16.2	Calcul sur la base des ingrédients		0.27	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		36	Calcul sur la base des ingrédients		58	Calcul sur la base des ingrédients		84	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		n.i.			Oui
868	3704	1001540	Amaretti (biscuits aux amandes)		Sucreries/Biscuits		par 100 g de portion comestible	1920	Calcul automatisé		456	Calcul automatisé		12.4	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		7.9	Calcul sur la base des ingrédients		3.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		75.7	Calcul sur la base des ingrédients		75.7	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		3.2	Calcul sur la base des ingrédients		8.7	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		1	Calcul automatisé		0	Calcul automatisé		0	Calcul automatisé		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.19	Calcul sur la base des ingrédients		0.04	Calcul sur la base des ingrédients		0.02	Calcul sur la base des ingrédients		0.54	Calcul sur la base des ingrédients		13.3	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		tr.	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		7.37	Calcul sur la base des ingrédients		220	Calcul sur la base des ingrédients		36	Calcul sur la base des ingrédients		49	Calcul sur la base des ingrédients		69	Calcul sur la base des ingrédients		62	Calcul sur la base des ingrédients		130	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		n.i.			Oui
897	4573	1001569	Amidon de blé 	Amidon de froment	"Produits céréaliers, légumineuses et pommes de terre/Farines et amidon	Divers/Gélifiants et liants"		par 100 g de portion comestible	1480	Calcul automatisé		348	Calcul automatisé		0.1	-	9	0	-	9	0	-	9	0.1	-	9	0	-	9	85.8	-	9	0	-	9	85.8	-	9	1.2	-	9	0.4	-	9	0	Calcul automatisé		0	-	9	12.3	-	9	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	-	8	0	-	9	0	-	9	0	-	9	0	-	9	0.01	-	9	0	-	9	0	-	9	0	-	9	0	-	9	0	-	9	16	-	9	2	-	9	5	-	9	0	-	9	4	-	9	20	-	9	0	-	9	0	-	9	0.1	-	9	n.i.			No
377	4118	1000840	Ananas, cru		Fruits/Fruits frais		par 100 g de portion comestible	219	Calcul automatisé		52	Calcul automatisé		0.2	-	1008	0	-	1008	0	-	1008	0.1	-	43	0	-	43	11.3	-	43	11.3	-	43	0	-	43	1.4	-	43	0.4	-	43	0	Calcul automatisé		0	-	43	86.5	-	43	9	Calcul automatisé		5	Calcul automatisé		0	Estimation	51	56	Estimation	51	56	-	164	0.07	-	"43	1670"	0.02	-	"43	1670"	0.08	-	"43	1670"	0	-	43	0.21	-	"43	1670"	7.6	-	"43	1670"	0.17	-	"43	1670"	51.4	-	"43	1670"	0	-	43	0.1	-	43	150	-	43	2	-	43	39	-	36	15	-	43	15	-	43	11	-	43	0.3	-	43	1.4	-	1007	0.1	-	36	n.i.			No
618	4728	1001163	Ananas, non sucré , conserve		Fruits/Fruits cuits (conserves comprises)		par 100 g de portion comestible	218	Calcul automatisé		51	Calcul automatisé		0.2	-	22	tr.	-	22	tr.	-	22	0.1	-	22	0	-	22	11.3	-	22	11.3	-	22	0	-	22	1.4	-	22	0.4	-	22	0	Calcul automatisé		0	-	22	86.5	-	22	9	Estimation		5	Estimation		0	Estimation		56	Estimation		56	Estimation		0.06	-	22	0.03	-	22	0.08	-	22	0	-	22	0.27	-	22	7	-	22	0.17	-	22	9	-	22	0	-	22	0.1	-	22	130	-	22	2	-	22	39	-	22	14	-	22	15	-	22	11	-	22	0.3	-	22	tr.	-	22	0.1	-	22	n.i.			No
617	4274	1001162	Ananas, sucré, conserve		Fruits/Fruits cuits (conserves comprises)		par 100 g de portion comestible	366	Calcul automatisé		86	Calcul automatisé		0.2	-	22	tr.	-	22	tr.	-	22	0.1	-	22	0	-	22	20.2	-	22	20.2	-	22	tr.	-	22	1.3	-	22	0.4	-	22	0	Calcul automatisé		0	-	22	77.9	-	22	n.i.			n.i.			n.i.			n.i.			n.i.			0.06	-	22	0.02	-	22	0.07	-	22	0	-	22	0.24	-	22	6.3	-	22	0.15	-	22	8.1	-	22	0	-	22	0.09	-	22	120	-	22	1.8	-	22	35	-	22	13	-	22	14	-	22	9.9	-	22	0.3	-	22	tr.	-	22	0.1	-	22	n.i.			No
414	4010	1000886	Anchois à l'huile, égouttée		Poisson/Poissons de mer		par 100 g de portion comestible	765	Calcul automatisé		182	Calcul automatisé		8.5	-	1008	2.9	-	1008	3.4	-	1008	1.3	-	1008	76	-	1008	0.2	-	1008	0.1	-	1008	tr.	-	22	0	-	43	26.4	-	1008	12	Calcul automatisé		0	-	43	55.1	-	1008	12	Calcul automatisé		12	Calcul automatisé		12	-	156	0	Estimation	51	0	Estimation	51	0.04	-	43	0.25	-	1008	0.37	-	1008	20.9	-	1008	3.9	-	1008	16	-	43	0.63	-	1008	0.5	-	1008	1.7	-	1008	1.16	-	1008	250	-	1008	4970	-	1008	tr.	-	22	290	-	1008	230	-	1008	280	-	1008	2.7	-	1008	30	-	1008	1.7	-	1008	n.i.			No
553	3894	1001074	Appenzeller, gras		Lait et produits laitiers/Fromage à pâte dure		par 100 g de portion comestible	1590	Calcul automatisé		384	Calcul automatisé		31.7	-	177	19	-	177	7.4	-	177	1.5	-	177	95	-	177	0	Estimation	1408	0	Estimation	1408	0	-	22	0	-	22	24.3	Estimation	1662	1.6	Calcul automatisé		0	-	22	39.6	-	177	382	Calcul automatisé		366	Calcul automatisé		350	-	8	190	Estimation	51	190	-	8	0.04	-	35	0.36	-	"35	1659"	0.07	-	35	1.06	-	"35	1659"	0.1	-	35	15	-	35	0.33	-	"35	1659"	tr.	-	22	0.5	-	"35	1659"	0.95	-	35	82	-	177	620	-	177	960	-	177	740	-	177	29	-	177	540	-	177	0.3	-	177	8.4	-	"1333	1399"	4	-	177	n.i.			No
554	3895	1001075	Appenzeller, quart-gras		Lait et produits laitiers/Fromage à pâte dure		par 100 g de portion comestible	985	Calcul automatisé		235	Calcul automatisé		11.4	-	177	6.8	-	177	2.7	-	177	0.5	-	177	34	-	177	0	Estimation	1408	0	Estimation	1408	0	-	22	0	-	22	33.1	Estimation	1662	2	Calcul automatisé		0	-	22	48.2	-	177	142	Calcul automatisé		136	Calcul automatisé		130	-	127	70	-	127	n.i.			0.04	-	35	0.5	-	"35	1659"	0.07	-	35	1.3	-	"35	1659"	0.1	-	35	15	-	35	0.54	-	"35	1659"	tr.	-	22	0.3	-	"35	1659"	0.36	-	35	120	-	177	810	-	177	1240	-	177	1090	-	177	36	-	177	730	-	177	0.2	-	177	35	-	35	2.5	-	177	n.i.			No
1024	4240		Asperge, à la vapeur (sans adjonction de sel)		Légumes/Légumes cuits (conserves comprises)		par 100 g de portion comestible	115	Calcul automatisé		27	Calcul automatisé		0.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		3.3	Calcul sur la base des ingrédients		3.2	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		1.7	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		92.6	Calcul automatisé		98	Calcul automatisé		49	Calcul automatisé		0	Calcul sur la base des ingrédients		590	Calcul sur la base des ingrédients		523	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.88	Calcul sur la base des ingrédients		76.8	Calcul sur la base des ingrédients		0.17	Calcul sur la base des ingrédients		10.5	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.7	Calcul sur la base des ingrédients		230	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		50	Calcul sur la base des ingrédients		21	Calcul sur la base des ingrédients		16	Calcul sur la base des ingrédients		53	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		6.7	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		n.i.			Oui
443	3820	1000925	Asperge, crue		Légumes/Légumes frais		par 100 g de portion comestible	115	Calcul automatisé		27	Calcul automatisé		0.2	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	3.3	-	43	3.2	-	43	0.1	-	43	1.7	-	43	2.2	-	43	0	Calcul automatisé		0	-	43	92	-	43	98	Calcul automatisé		49	Calcul automatisé		0	Estimation	51	590	Estimation	51	581	-	69	0.15	-	43	0.13	-	43	0.08	-	43	0	-	43	1.1	-	43	128	-	43	0.2	-	43	14	-	43	0	-	43	1.7	-	43	270	-	43	3	-	43	53	-	9	22	-	43	18	-	43	56	-	43	0.9	-	43	7	-	9	0.4	-	9	n.i.			No
1003	4674		Aubergine, à l'étuvée (sans adjonction de graisse ni de sel)		Légumes/Légumes cuits (conserves comprises)		par 100 g de portion comestible	120	Calcul automatisé		29	Calcul automatisé		0.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		3.9	Calcul sur la base des ingrédients		3.5	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		91.6	Calcul automatisé		10	Calcul automatisé		5	Calcul automatisé		0	Calcul sur la base des ingrédients		63	Calcul sur la base des ingrédients		56	Calcul sur la base des ingrédients		0.04	Calcul sur la base des ingrédients		0.04	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.71	Calcul sur la base des ingrédients		11.9	Calcul sur la base des ingrédients		0.29	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.04	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		3.8	Calcul sur la base des ingrédients		69	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		16	Calcul sur la base des ingrédients		26	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		n.i.			Oui
349	4014	1000810	Aubergine, crue		Légumes/Légumes frais		par 100 g de portion comestible	96	Calcul automatisé		23	Calcul automatisé		0.2	-	43	0	-	1008	0	-	1008	0.1	-	1008	0	-	43	3.1	-	43	2.8	-	43	0.3	-	43	2.4	-	43	1	-	43	0	Calcul automatisé		0	-	43	92.7	-	43	8	Calcul automatisé		4	Calcul automatisé		0	Estimation	51	50	Estimation	51	50	-	131	0.04	-	"43	1669"	0.03	-	43	0.08	-	"43	1669"	0	-	43	0.6	-	43	19	-	43	0.25	-	"43	1669"	1.9	-	"43	1669"	0	-	43	0.03	-	43	260	-	43	3	-	43	55	-	36	10	-	43	13	-	43	21	-	43	0.3	-	43	0.2	-	1007	0.1	-	36	n.i.			No
380	4361	1000843	Avocat, cru		"Légumes/Légumes frais	Noix, graines et produits oléagineux"		par 100 g de portion comestible	594	Calcul automatisé		144	Calcul automatisé		14.2	-	43	2.9	-	43	8.9	-	43	1.8	-	43	0	-	43	0.8	-	43	0.8	-	43	tr.	-	43	3	-	43	1.8	-	43	0	Calcul automatisé		0	-	43	76.4	-	43	17	Calcul automatisé		8	Calcul automatisé		0	Estimation	51	100	Estimation	51	67	-	164	0.07	-	"43	1669"	0.16	-	43	0.23	-	"43	1669"	0	-	43	2	-	43	39.9	-	"43	1669"	0.86	-	"43	1669"	7.5	-	"43	1669"	0	-	43	1.85	-	43	520	-	43	7	-	43	6	-	36	16	-	43	33	-	43	44	-	43	1	-	43	1	-	36	0.6	-	36	n.i.			Oui
198	3960	831012	Avoine, flocons		Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes		par 100 g de portion comestible	1600	Calcul automatisé		381	Calcul automatisé		7.5	-	49	1	-	49	3	-	49	3	-	49	0	-	1528	59.5	-	1528	1	-	49	58	-	1528	10.5	-	49	13.5	-	1640	0.1	Calcul automatisé		0	Estimation	1648	8.7	-	49	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1648	<1	-	1648	<1	-	91	0.42	-	1642	0.13	-	145	0.1	-	1642	0	-	145	0.8	-	145	47.2	-	145	0.69	-	1642	0	-	145	0	-	145	0.75	-	145	400	-	145	20	-	49	61	-	1528	53	-	145	120	-	145	410	-	145	3.8	-	145	0.5	-	145	3	-	145	n.i.			No
529	4045	1001043	Babeurre		Lait et produits laitiers/Boissons lactées et yogourts à boire	1	par 100 ml	145	Calcul automatisé		34	Calcul automatisé		0.5	-	9	0.3	Estimation	1662	0.1	Estimation	1662	0	Estimation	1662	1	-	1528	4	-	9	4	-	9	0	Estimation	1662	0	Estimation	1662	3.4	-	1640	0.1	Calcul automatisé		0	Estimation	1662	90.5	-	1528	10	Calcul automatisé		9	Calcul automatisé		8	-	1528	9	Estimation	1662	9	-	8	0.03	-	9	0.16	-	9	0.04	-	9	0.2	-	9	0.1	-	9	5	-	1528	0.3	-	1528	0.6	-	1528	0	-	9	0.02	-	9	150	-	1528	57	-	1528	100	-	1528	110	-	1528	16	-	1528	90	-	9	0.1	-	9	7.3	-	1399	0.5	-	9	n.i.			No
845	3572	1001514	Baguette parisienne 		Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie		par 100 g de portion comestible	1080	Calcul automatisé		255	Calcul automatisé		0.9	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		51.2	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		50.1	Calcul sur la base des ingrédients		2.9	Calcul sur la base des ingrédients		9	Calcul sur la base des ingrédients		1.6	Calcul automatisé		0	Calcul sur la base des ingrédients		36.8	Calcul automatisé		0	Calcul automatisé		0	Calcul automatisé		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		tr.	Calcul sur la base des ingrédients		0.63	Calcul sur la base des ingrédients		8.8	Calcul sur la base des ingrédients		0.26	Calcul sur la base des ingrédients		tr.	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.19	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		660	Calcul sur la base des ingrédients		1020	Calcul sur la base des ingrédients		10	Calcul sur la base des ingrédients		22	Calcul sur la base des ingrédients		81	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		No
436	4547	1000914	Baie de sureau noir, crue		Fruits/Fruits frais		par 100 g de portion comestible	219	Calcul automatisé		52	Calcul automatisé		0.5	-	9	0	-	9	0	-	9	0.3	-	9	0	-	9	7.4	-	9	7.4	-	9	0	-	9	4	-	9	2.5	-	9	0	Calcul automatisé		0	-	9	84	-	9	54	Calcul automatisé		27	Calcul automatisé		0	Estimation	51	325	-	145	n.i.			0.07	-	9	0.07	-	9	0.25	-	9	0	-	9	1.6	-	9	17	-	9	0.16	-	9	18	-	9	0	-	9	1	-	9	300	-	9	1	-	9	7	-	9	37	-	9	30	-	9	57	-	9	1.6	-	9	3	-	9	0.2	-	9	n.i.			No
1119	3640		Baie (moyenne), crue		Fruits/Fruits frais		par 100 g de portion comestible	177	Calcul automatisé		42	Calcul automatisé		0.5	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		7.2	Calcul sur la base des ingrédients		7.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		88.7	Calcul automatisé		2	Calcul automatisé		1	Calcul automatisé		0	Calcul sur la base des ingrédients		11	Calcul sur la base des ingrédients		8	Calcul sur la base des ingrédients		0.02	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.37	Calcul sur la base des ingrédients		29	Calcul sur la base des ingrédients		0.19	Calcul sur la base des ingrédients		47	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.36	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		14	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		23	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		n.i.			No
1122	4072		Baie (moyenne), cuite (sans adjonction de sucre)		Fruits/Fruits cuits (conserves comprises)		par 100 g de portion comestible	186	Calcul automatisé		44	Calcul automatisé		0.5	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		7.6	Calcul sur la base des ingrédients		7.6	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		88.1	Calcul automatisé		2	Calcul automatisé		1	Calcul automatisé		0	Calcul sur la base des ingrédients		11	Calcul sur la base des ingrédients		6	Calcul sur la base des ingrédients		0.01	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.04	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		21.3	Calcul sur la base des ingrédients		0.18	Calcul sur la base des ingrédients		34.7	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.38	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		n.i.			Oui
1577			Bami Goreng, préparé		Plats/Plats asiatiques		par 100 g de portion comestible	580	Calcul automatisé		137	Calcul automatisé		2.6	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		1.4	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		44	Calcul sur la base des ingrédients		13.9	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		12.1	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		14	Calcul sur la base des ingrédients		1	Calcul automatisé		0	Calcul sur la base des ingrédients		68.4	Calcul automatisé		69	Calcul automatisé		41	Calcul automatisé		14	Calcul sur la base des ingrédients		328	Calcul sur la base des ingrédients		283	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.06	Calcul sur la base des ingrédients		3.61	Calcul sur la base des ingrédients		4.3	Calcul sur la base des ingrédients		0.31	Calcul sur la base des ingrédients		12.5	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		410	Calcul sur la base des ingrédients		560	Calcul sur la base des ingrédients		9.3	Calcul sur la base des ingrédients		17	Calcul sur la base des ingrédients		120	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		19	Calcul sur la base des ingrédients		No
381	4479	1000844	Banane, crue		Fruits/Fruits frais		par 100 g de portion comestible	403	Calcul automatisé		95	Calcul automatisé		0.3	-	43	0.1	-	43	tr.	-	43	0.1	-	43	0	-	43	21	-	43	17.2	-	43	3.8	-	43	2	-	43	1.1	-	43	0	Calcul automatisé		0	-	43	74	-	43	18	Calcul automatisé		9	Calcul automatisé		0	Estimation	51	109	Estimation	51	77	-	134	0.05	-	"43	1670"	0.05	-	"43	1670"	0.37	-	"43	1670"	0	-	43	0.62	-	"43	1670"	23	-	43	0.26	-	"43	1670"	12	-	43	0	-	43	0.29	-	43	390	-	43	1	-	43	110	-	36	8	-	43	30	-	43	22	-	43	0.4	-	43	2	-	36	0.2	-	36	n.i.			No
740	4402	1001335	Banane, déshydratée (chips)		Fruits/Fruits secs		par 100 g de portion comestible	1570	Calcul automatisé		370	Calcul automatisé		1.8	-	43	0.7	-	43	0.2	-	43	0.3	-	43	0	-	43	80.7	-	43	65.3	-	43	15.4	-	43	7.6	-	43	3.9	-	43	0	Calcul automatisé		0	-	43	3	-	43	61	Calcul automatisé		30	Calcul automatisé		0	Estimation	51	363	Estimation	51	350	-	164	0.18	-	43	0.24	-	43	tr.	-	22	0	-	43	2.8	-	43	tr.	-	22	tr.	-	22	7	-	43	0	-	43	tr.	-	22	1490	-	43	3	-	43	tr.	-	22	22	-	43	110	-	43	74	-	43	1.2	-	43	tr.	-	22	tr.	-	22	n.i.			No
741	4403	1001336	Banane, mi-sèche	Banane, séchée	Fruits/Fruits secs		par 100 g de portion comestible	1160	Calcul automatisé		273	Calcul automatisé		1	-	43	0.4	-	43	0.1	-	43	0.2	-	43	0	-	43	60.2	-	43	43.7	-	43	16.5	-	43	5.5	-	43	3	-	43	0	Calcul automatisé		0	-	43	28	-	43	17	Calcul automatisé		8	Calcul automatisé		0	Estimation	51	100	Estimation	51	100	-	61	0.1	-	43	0.18	-	43	0.81	-	36	0	-	43	2	-	43	33.3	-	36	0.54	-	36	4	-	43	0	-	43	0.6	-	43	1150	-	43	8	-	43	300	-	36	20	-	43	90	-	43	75	-	43	1.3	-	43	8.1	-	36	0.6	-	36	n.i.			No
