ID	ID V 4.0	ID SwissFIR	Nome	Sinonimi	Categoria	Densità	Unità di riferimento	Energia, kilojoules	Deduzione del valore	Fonte	Energia, calorie	Deduzione del valore	Fonte	Lipidi, totali (g)	Deduzione del valore	Fonte	Acidi grassi, saturi (g)	Deduzione del valore	Fonte	Acidi grassi, monoinsaturi (g)	Deduzione del valore	Fonte	Acidi grassi, polinsaturi (g)	Deduzione del valore	Fonte	Colesterolo (mg)	Deduzione del valore	Fonte	Glucidi, disponibili (g)	Deduzione del valore	Fonte	Zuccheri (g)	Deduzione del valore	Fonte	Amido (g)	Deduzione del valore	Fonte	Fibra alimentare (g)	Deduzione del valore	Fonte	Proteine (g)	Deduzione del valore	Fonte	Sale (NaCl) (g)	Deduzione del valore	Fonte	Alcool (g)	Deduzione del valore	Fonte	Acqua (g)	Deduzione del valore	Fonte	Attività di vitamina A, RE (µg-RE)	Deduzione del valore	Fonte	Attività di vitamina A, RAE (µg-RE)	Deduzione del valore	Fonte	Equivalenti di all-trans-retinolo (µg-RE)	Deduzione del valore	Fonte	Attività di beta-carotene (µg-BCE)	Deduzione del valore	Fonte	Beta-carotene (µg)	Deduzione del valore	Fonte	Vitamina B1 (tiamina) (mg)	Deduzione del valore	Fonte	Vitamina B2 (riboflavina) (mg)	Deduzione del valore	Fonte	Vitamina B6 (piridossina) (mg)	Deduzione del valore	Fonte	Vitamina B12 (cobalamina) (µg)	Deduzione del valore	Fonte	Niacina (mg)	Deduzione del valore	Fonte	Folati (µg)	Deduzione del valore	Fonte	Acido pantotenico (mg)	Deduzione del valore	Fonte	Vitamina C (acido ascorbico) (mg)	Deduzione del valore	Fonte	Vitamina D (calciferolo) (µg)	Deduzione del valore	Fonte	Attività di vitamina E (mg-ATE)	Deduzione del valore	Fonte	Potassio (K) (mg)	Deduzione del valore	Fonte	Sodio (Na) (mg)	Deduzione del valore	Fonte	Cloro (Cl) (mg)	Deduzione del valore	Fonte	Calcio (Ca) (mg)	Deduzione del valore	Fonte	Magnesio (Mg) (mg)	Deduzione del valore	Fonte	Fosforo (P) (mg)	Deduzione del valore	Fonte	Ferro (Fe) (mg)	Deduzione del valore	Fonte	Iodio (I) (µg)	Deduzione del valore	Fonte	Zinco (Zn)  (mg)	Deduzione del valore	Fonte	Selenio (Se) (µg)	Deduzione del valore	Fonte	Voce modificata
363	4099	1000826	Cavolino di Bruxelles, crudo		Verdure/Verdure fresche		per 100 g di parte edibile	180	Calcolo automatizzato		43	Calcolo automatizzato		0.5	-	43	0.1	-	43	0.1	-	43	0.2	-	43	0	-	43	3.5	-	43	2.9	-	43	0.6	-	43	4.3	-	43	4	-	43	0	Calcolo automatizzato		0	-	43	87	-	43	23	Calcolo automatizzato		12	Calcolo automatizzato		0	Stima	51	140	Stima	51	140	-	151	0.14	-	43	0.13	-	43	0.28	-	43	0	-	43	0.7	-	43	132	-	43	0.7	-	43	110	-	43	0	-	43	0.9	-	43	410	-	43	9	-	43	28	-	36	31	-	43	23	-	43	77	-	43	1.1	-	43	0.7	-	36	0.5	-	36	nd			No
1028	4243		Cavolo bianco, al vapore (senza aggiunta di grasso e sale)		Verdure/Verdure cotte (incl. conserve)		per 100 g di parte edibile	125	Calcolo automatizzato		30	Calcolo automatizzato		0.2	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		4.2	Calcolo in base agli ingredienti		4.1	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		3	Calcolo in base agli ingredienti		1.4	Calcolo in base agli ingredienti		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		91.3	Calcolo automatizzato		8	Calcolo automatizzato		4	Calcolo automatizzato		0	Calcolo in base agli ingredienti		50	Calcolo in base agli ingredienti		45	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.04	Calcolo in base agli ingredienti		0.16	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.26	Calcolo in base agli ingredienti		18.6	Calcolo in base agli ingredienti		0.22	Calcolo in base agli ingredienti		26.4	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		1.7	Calcolo in base agli ingredienti		220	Calcolo in base agli ingredienti		4.1	Calcolo in base agli ingredienti		35	Calcolo in base agli ingredienti		53	Calcolo in base agli ingredienti		11	Calcolo in base agli ingredienti		31	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		2.9	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		nd			Si
453	4008	1000932	Cavolo bianco, crudo		Verdure/Verdure fresche		per 100 g di parte edibile	125	Calcolo automatizzato		30	Calcolo automatizzato		0.2	-	1009	0	-	1009	0	-	1009	0.1	-	1009	0	-	22	4.2	-	36	4.1	-	22	0.1	-	22	3	-	36	1.4	-	36	0	Calcolo automatizzato		0	-	22	90.4	-	36	8	Calcolo automatizzato		4	Calcolo automatizzato		0	Stima	51	50	Stima	51	50	-	150	0.04	-	36	0.05	-	36	0.19	-	36	0	-	8	0.32	-	36	31	-	36	0.26	-	36	48	-	36	0	-	8	1.7	-	36	260	-	318	4.8	-	318	37	-	36	56	-	318	12	-	318	33	-	318	0.3	-	318	3	-	36	0.2	-	318	nd			No
1029	3771		Cavolo bianco, stufato (senza aggiunta di sale)		Verdure/Verdure cotte (incl. conserve)		per 100 g di parte edibile	134	Calcolo automatizzato		32	Calcolo automatizzato		0.2	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		4.5	Calcolo in base agli ingredienti		4.4	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		3.2	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		90.6	Calcolo automatizzato		9	Calcolo automatizzato		4	Calcolo automatizzato		0	Calcolo in base agli ingredienti		54	Calcolo in base agli ingredienti		48	Calcolo in base agli ingredienti		0.04	Calcolo in base agli ingredienti		0.04	Calcolo in base agli ingredienti		0.16	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.28	Calcolo in base agli ingredienti		20	Calcolo in base agli ingredienti		0.23	Calcolo in base agli ingredienti		26.8	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		1.83	Calcolo in base agli ingredienti		220	Calcolo in base agli ingredienti		4.5	Calcolo in base agli ingredienti		38	Calcolo in base agli ingredienti		58	Calcolo in base agli ingredienti		10	Calcolo in base agli ingredienti		33	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		nd			Si
437	4359	1000917	Cavolo cinese, crudo		Verdure/Verdure fresche		per 100 g di parte edibile	66	Calcolo automatizzato		16	Calcolo automatizzato		0.3	-	36	0.1	-	9	0	-	9	0.1	-	9	0	-	22	1.2	-	36	1.2	-	9	tr.	-	22	1.9	-	36	1.1	-	36	0	Calcolo automatizzato		0	-	22	94.9	-	36	2	Calcolo automatizzato		1	Calcolo automatizzato		0	Stima	51	10	Stima	51	10	-	151	0.03	-	36	0.04	-	36	0.12	-	36	0	-	22	0.4	-	36	66	-	36	0.2	-	36	26	-	36	0	-	22	0.24	-	36	140	-	36	19	-	36	18	-	9	40	-	36	11	-	36	30	-	36	0.6	-	36	0.3	-	36	0.3	-	36	nd			No
1007	4244		Cavolo cinese, stufato (senza aggiunta di grasso e sale)		Verdure/Verdure cotte (incl. conserve)		per 100 g di parte edibile	68	Calcolo automatizzato		16	Calcolo automatizzato		0.3	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		1.3	Calcolo in base agli ingredienti		1.3	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		2	Calcolo in base agli ingredienti		1.1	Calcolo in base agli ingredienti		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		95.3	Calcolo automatizzato		2	Calcolo automatizzato		1	Calcolo automatizzato		0	Calcolo in base agli ingredienti		10	Calcolo in base agli ingredienti		9	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.33	Calcolo in base agli ingredienti		41.3	Calcolo in base agli ingredienti		0.17	Calcolo in base agli ingredienti		14.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.25	Calcolo in base agli ingredienti		120	Calcolo in base agli ingredienti		17	Calcolo in base agli ingredienti		18	Calcolo in base agli ingredienti		40	Calcolo in base agli ingredienti		9.5	Calcolo in base agli ingredienti		30	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		nd			Si
13400			Cavolo piuma, crudo		Verdure/Verdure fresche		per 100 g di parte edibile	183	Calcolo automatizzato		44	Calcolo automatizzato		0.9	-	1640	0.1	-	1640	0	-	1640	0.5	-	1640	0	Stima	1648	2.5	-	1640	2.5	-	1640	0	Stima	1648	4.2	-	1640	4.3	-	1640	nd			0	Stima	1648	85.9	-	1640	514	Calcolo automatizzato		257	Calcolo automatizzato		0	Stima	1648	3085	-	"1648	1662"	3085	-	"1666	1669"	0.1	-	"1640	1669"	0.25	-	1640	0.22	-	"1640	1669"	0	Stima	1648	2.1	-	1640	111	-	1666	0.7	-	"1660	1669"	74	-	1666	0	Stima	1648	1.7	-	1640	490	-	"1640	1665"	nd			60	-	1640	270	-	"1640	1665"	27	-	"1640	1665"	79	-	"1640	1665"	1.3	-	"1640	1665"	4.5	-	1640	0.3	-	1640	nd			No
13401			Cavolo piuma, stufato (senza aggiunta di grasso e sale)		Verdure/Verdure cotte (incl. conserve)		per 100 g di parte edibile	195	Calcolo automatizzato		47	Calcolo automatizzato		1	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		2.7	Calcolo in base agli ingredienti		2.7	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		4.5	Calcolo in base agli ingredienti		4.6	Calcolo in base agli ingredienti		nd			0	Calcolo in base agli ingredienti		87.3	Calcolo automatizzato		547	Calcolo automatizzato		273	Calcolo automatizzato		0	Calcolo in base agli ingredienti		3281	Calcolo in base agli ingredienti		2953	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.25	Calcolo in base agli ingredienti		0.21	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		2.12	Calcolo in base agli ingredienti		82.7	Calcolo in base agli ingredienti		0.67	Calcolo in base agli ingredienti		47.2	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		1.81	Calcolo in base agli ingredienti		520	Calcolo in base agli ingredienti		nd			64	Calcolo in base agli ingredienti		290	Calcolo in base agli ingredienti		29	Calcolo in base agli ingredienti		84	Calcolo in base agli ingredienti		1.4	Calcolo in base agli ingredienti		4.8	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		nd			Si
1014	4241		Cavolo rapa, al vapore (senza aggiunta di sale)		Verdure/Verdure cotte (incl. conserve)		per 100 g di parte edibile	126	Calcolo automatizzato		30	Calcolo automatizzato		0.2	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		4.1	Calcolo in base agli ingredienti		3.9	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		1.6	Calcolo in base agli ingredienti		2.2	Calcolo in base agli ingredienti		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		92	Calcolo automatizzato		2	Calcolo automatizzato		1	Calcolo automatizzato		0	Calcolo in base agli ingredienti		14	Calcolo in base agli ingredienti		9	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.05	Calcolo in base agli ingredienti		0.07	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		1.6	Calcolo in base agli ingredienti		46.7	Calcolo in base agli ingredienti		0.12	Calcolo in base agli ingredienti		57	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.44	Calcolo in base agli ingredienti		300	Calcolo in base agli ingredienti		19	Calcolo in base agli ingredienti		42	Calcolo in base agli ingredienti		68	Calcolo in base agli ingredienti		43	Calcolo in base agli ingredienti		53	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		0.7	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		nd			Si
449	4007	1000928	Cavolo rapa, crudo		Verdure/Verdure fresche		per 100 g di parte edibile	113	Calcolo automatizzato		27	Calcolo automatizzato		0.2	-	36	0	-	1009	0	-	1009	0.1	-	1009	0	-	22	3.7	-	36	3.6	-	9	0.1	-	9	1.4	-	36	1.9	-	36	0.1	Calcolo automatizzato		0	-	22	91.6	-	36	2	Calcolo automatizzato		1	Calcolo automatizzato		0	Stima	51	13	Stima	51	9	-	121	0.04	-	"36	1669"	0.05	-	36	0.08	-	"36	1669"	0	-	22	1.8	-	36	70	-	36	0.13	-	"22	1669"	68.4	-	"36	1669"	0	-	22	0.4	-	9	320	-	36	20	-	36	40	-	36	64	-	36	43	-	36	50	-	36	0.5	-	36	0.7	-	36	0.2	-	36	nd			No
364	4100	1000827	Cavolo rosso, crudo		Verdure/Verdure fresche		per 100 g di parte edibile	127	Calcolo automatizzato		30	Calcolo automatizzato		0.3	-	43	0	-	43	0	-	43	0.2	-	43	0	-	43	4	-	43	4	-	43	0	-	43	3	-	43	1.4	-	43	0	Calcolo automatizzato		0	-	43	90.6	-	43	5	Calcolo automatizzato		3	Calcolo automatizzato		0	Stima	51	31	-	"123	1698"	21	-	"123	1693"	0.06	-	"43	1669	1693"	0.03	-	43	0.16	-	"43	1669	1693"	0	-	43	0.4	-	43	43	-	43	0.37	-	"43	1669	1693"	57.5	-	"43	1669	1693"	0	-	43	0.9	-	43	250	-	43	10	-	43	100	-	36	52	-	43	13	-	43	36	-	43	0.5	-	43	2.9	-	36	0.2	-	36	nd			No
1022	4258		Cavolo rosso, stufato (senza aggiunta di sale)		Verdure/Verdure cotte (incl. conserve)		per 100 g di parte edibile	118	Calcolo automatizzato		28	Calcolo automatizzato		0.3	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		3.7	Calcolo in base agli ingredienti		3.7	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		2.8	Calcolo in base agli ingredienti		1.3	Calcolo in base agli ingredienti		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		91.9	Calcolo automatizzato		5	Calcolo automatizzato		2	Calcolo automatizzato		0	Calcolo in base agli ingredienti		29	Calcolo in base agli ingredienti		18	Calcolo in base agli ingredienti		0.05	Calcolo in base agli ingredienti		0.02	Calcolo in base agli ingredienti		0.12	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		23.9	Calcolo in base agli ingredienti		0.28	Calcolo in base agli ingredienti		27.7	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.83	Calcolo in base agli ingredienti		180	Calcolo in base agli ingredienti		8.1	Calcolo in base agli ingredienti		88	Calcolo in base agli ingredienti		47	Calcolo in base agli ingredienti		10	Calcolo in base agli ingredienti		32	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		2.6	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		nd			Si
1059	4283		Ceci, cotti (senza aggiunta di grassi e sale)		Prodotti a base di cereali, legumi e patate/Legumi		per 100 g di parte edibile	550	Calcolo automatizzato		131	Calcolo automatizzato		2	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		1.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		17.7	Calcolo in base agli ingredienti		1	Calcolo in base agli ingredienti		16.8	Calcolo in base agli ingredienti		6.2	Calcolo in base agli ingredienti		7.4	Calcolo in base agli ingredienti		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		66.7	Calcolo automatizzato		10	Calcolo automatizzato		5	Calcolo automatizzato		0	Calcolo in base agli ingredienti		63	Calcolo in base agli ingredienti		63	Calcolo in base agli ingredienti		0.14	Calcolo in base agli ingredienti		0.04	Calcolo in base agli ingredienti		0.09	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.44	Calcolo in base agli ingredienti		68	Calcolo in base agli ingredienti		0.24	Calcolo in base agli ingredienti		1.2	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.68	Calcolo in base agli ingredienti		330	Calcolo in base agli ingredienti		3	Calcolo in base agli ingredienti		33	Calcolo in base agli ingredienti		44	Calcolo in base agli ingredienti		48	Calcolo in base agli ingredienti		140	Calcolo in base agli ingredienti		1.9	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		nd			Si
439	4012	1000919	Ceci, secchi		Prodotti a base di cereali, legumi e patate/Legumi		per 100 g di parte edibile	1370	Calcolo automatizzato		327	Calcolo automatizzato		4.9	-	1651	0.6	-	1651	1.4	-	1651	2.7	-	1651	0	-	1651	44.3	-	1640	2.4	-	1640	41.9	Stima	1003	15.5	-	1640	18.6	-	1640	0	Calcolo automatizzato		0	Stima	1648	13	-	1651	26	Calcolo automatizzato		13	Calcolo automatizzato		0	Stima	1648	157	Stima	1648	157	-	99	0.52	-	"1640	1642"	0.13	-	1640	0.33	-	"1640	1642"	0	Stima	1648	1.7	-	1640	340	-	1640	1.11	-	"1640	1642"	5.1	-	1640	0	-	1651	1.9	-	1651	1090	-	"1542	1640"	8.1	-	"1542	1640"	80	-	1640	120	-	"1542	1640"	140	-	"1542	1640"	380	-	"1542	1640"	5.4	-	"1542	1640"	0.6	-	1652	2.4	-	1640	nd			No
1081	4306		Cervelat		Prodotti carnei e insaccati/Salsicce scottate		per 100 g di parte edibile	1030	Calcolo automatizzato		249	Calcolo automatizzato		21.5	-	1032	8.2	-	1032	9.7	-	1032	1.7	-	1032	51	-	1032	0.5	-	1032	0.5	-	1011	0	Stima	1003	0	Stima	1003	13.4	-	1032	2.1	Calcolo automatizzato		0	Stima	1003	61.8	-	1032	2	Calcolo automatizzato		2	Calcolo automatizzato		2	-	"1003	1662	1690"	2	Stima		2	Stima		0.33	-	"1032	1673	1690"	0.12	-	"1032	1673	1690"	0.09	-	"1032	1673	1690"	0.7	-	1032	3.05	-	"1032	1673	1690"	0.9	Stima		0.4	-	1032	37.3	-	1032	0.7	-	1032	tr.	-	1032	190	-	1032	840	-	1032	1140	-	1032	11	-	1032	13	-	1032	190	-	1032	0.8	-	1032	0.4	Stima		1.6	-	1032	6.8	-	1032	No
12	4301	812049	Cervo, entrecôte, crudo		Carne e frattaglie/Selvaggina		per 100 g di parte edibile	470	Calcolo automatizzato		111	Calcolo automatizzato		2.1	-	146	1.2	-	146	0.9	-	146	0.5	-	146	59	-	146	0	Stima	51	0	Stima	51	nd			0	Stima	51	23.1	-	146	0.1	Calcolo automatizzato		0	Stima	51	71.5	-	146	0	Calcolo automatizzato		0	Calcolo automatizzato		0	Stima	51	0	Stima	51	0	Stima	51	0.26	-	110	0.6	-	110	0.99	-	146	6.3	-	110	nd			6	-	110	0.69	-	156	0	Stima	51	0.4	-	81	0.2	-	81	320	-	146	53	-	146	40	-	8	3.2	-	146	23	-	146	200	-	146	3	-	146	7.8	-	88	2.9	-	146	nd			No
487	4277	1000974	Cervo (in media), crudo		Carne e frattaglie/Selvaggina		per 100 g di parte edibile	474	Calcolo automatizzato		112	Calcolo automatizzato		3.3	-	9	1.5	-	9	1.4	-	9	0.2	-	9	50	-	9	0	-	9	0	-	9	0	Stima	51	0	-	22	20.6	-	9	0.2	Calcolo automatizzato		0	-	22	74.9	-	9	0	Calcolo automatizzato		0	Calcolo automatizzato		0	Stima	51	0	Stima	51	0	Stima	51	0.25	-	9	0.25	-	9	0.3	-	9	1	-	9	tr.	-	22	5	-	9	0.8	-	9	0	-	9	tr.	-	22	0.13	-	9	310	-	9	62	-	9	40	-	9	10	-	9	21	-	9	200	-	9	2.3	-	9	0.6	-	9	3.2	-	9	nd			No
491	4739	1000978	Cetriolini, sott'aceto		Verdure/Verdure cotte (incl. conserve)		per 100 g di parte edibile	59	Calcolo automatizzato		14	Calcolo automatizzato		0.1	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	2.1	-	43	1.9	-	43	0.2	-	43	1	-	43	0.7	-	43	1.8	Calcolo automatizzato		0	-	43	93	-	43	15	Calcolo automatizzato		8	Calcolo automatizzato		0	Stima	51	90	Stima	51	80	-	156	0.02	-	43	0.02	-	43	0.02	-	43	0	-	43	0.2	-	43	7	-	43	tr.	-	22	5	-	43	0	-	43	0.1	-	43	100	-	43	700	-	43	tr.	-	22	14	-	43	11	-	43	20	-	43	1	-	43	tr.	-	22	0.3	-	5	nd			No
354	3831	1000815	Cetriolo, crudo		Verdure/Verdure fresche		per 100 g di parte edibile	57	Calcolo automatizzato		14	Calcolo automatizzato		0.1	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	2	-	43	1.9	-	43	0.1	-	43	0.8	-	43	0.7	-	43	0	Calcolo automatizzato		0	-	43	96	-	43	49	Calcolo automatizzato		25	Calcolo automatizzato		0	Stima	51	295	Stima	51	222	-	89	0.02	-	"43	1669"	0.02	-	43	0.03	-	"43	1669"	0	-	43	0.2	-	43	13	-	43	0.22	-	"43	1669"	8.6	-	"43	1669"	0	-	43	0.09	-	43	140	-	318	0.9	-	318	37	-	36	15	-	318	10	-	318	18	-	318	0.2	-	318	2.9	-	36	0.1	-	318	nd			No
1648			Chili con carne, preparato		Cibi/Brodi e zuppe		per 100 g di parte edibile	511	Calcolo automatizzato		122	Calcolo automatizzato		4.1	Calcolo in base agli ingredienti		1.2	Calcolo in base agli ingredienti		1.9	Calcolo in base agli ingredienti		0.7	Calcolo in base agli ingredienti		17	Calcolo in base agli ingredienti		8.7	Calcolo in base agli ingredienti		2.4	Calcolo in base agli ingredienti		6.2	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		10.9	Calcolo in base agli ingredienti		0.4	Calcolo automatizzato		0	Calcolo in base agli ingredienti		73.2	Calcolo automatizzato		65	Calcolo automatizzato		33	Calcolo automatizzato		2	Calcolo in base agli ingredienti		376	Calcolo in base agli ingredienti		nd			0.11	Calcolo in base agli ingredienti		0.08	Calcolo in base agli ingredienti		0.14	Calcolo in base agli ingredienti		0.34	Calcolo in base agli ingredienti		1.4	Calcolo in base agli ingredienti		27.2	Calcolo in base agli ingredienti		0.29	Calcolo in base agli ingredienti		5.4	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.95	Calcolo in base agli ingredienti		360	Calcolo in base agli ingredienti		150	Calcolo in base agli ingredienti		330	Calcolo in base agli ingredienti		27	Calcolo in base agli ingredienti		30	Calcolo in base agli ingredienti		110	Calcolo in base agli ingredienti		1.9	Calcolo in base agli ingredienti		2.2	Calcolo in base agli ingredienti		1.9	Calcolo in base agli ingredienti		nd			Si
740	4402	1001335	Chips di banana secca 		Frutta/Frutta secca		per 100 g di parte edibile	1570	Calcolo automatizzato		370	Calcolo automatizzato		1.8	-	43	0.7	-	43	0.2	-	43	0.3	-	43	0	-	43	80.7	-	43	65.3	-	43	15.4	-	43	7.6	-	43	3.9	-	43	0	Calcolo automatizzato		0	-	43	3	-	43	61	Calcolo automatizzato		30	Calcolo automatizzato		0	Stima	51	363	Stima	51	350	-	164	0.18	-	43	0.24	-	43	tr.	-	22	0	-	43	2.8	-	43	tr.	-	22	tr.	-	22	7	-	43	0	-	43	tr.	-	22	1490	-	43	3	-	43	tr.	-	22	22	-	43	110	-	43	74	-	43	1.2	-	43	tr.	-	22	tr.	-	22	nd			No
932	3566	1001605	Chips di mais 		Snack salati/Patatine		per 100 g di parte edibile	2130	Calcolo automatizzato		509	Calcolo automatizzato		27.2	-	43	6.6	-	43	11.4	-	43	8.1	-	43	0	-	43	56	-	43	2.4	-	43	53.6	-	43	4.4	-	43	7.8	-	43	2.4	Calcolo automatizzato		0	-	43	2	-	43	0	Calcolo automatizzato		0	Calcolo automatizzato		0	-	155	0	Stima	51	0	-	155	0.15	-	43	0.2	-	43	0.17	-	43	0	-	43	1.8	-	43	18	-	43	0.3	-	43	0	-	43	0	-	43	5.9	-	43	190	-	43	970	-	43	tr.	-	43	67	-	43	43	-	43	130	-	43	1.9	-	43	tr.	-	43	tr.	-	43	nd			No
1465			Ciambellone a la nonna		Dolciumi/Dolci, torte e cake		per 100 g di parte edibile	1910	Calcolo automatizzato		460	Calcolo automatizzato		32.1	Calcolo in base agli ingredienti		13.2	Calcolo in base agli ingredienti		14	Calcolo in base agli ingredienti		2.3	Calcolo in base agli ingredienti		118	Calcolo in base agli ingredienti		32.8	Calcolo in base agli ingredienti		27.1	Calcolo in base agli ingredienti		5.2	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		8.6	Calcolo in base agli ingredienti		0.4	Calcolo automatizzato		0	Calcolo in base agli ingredienti		24.2	Calcolo automatizzato		176	Calcolo automatizzato		170	Calcolo automatizzato		164	Calcolo in base agli ingredienti		72	Calcolo in base agli ingredienti		60	Calcolo in base agli ingredienti		0.08	Calcolo in base agli ingredienti		0.15	Calcolo in base agli ingredienti		0.11	Calcolo in base agli ingredienti		0.26	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		15.6	Calcolo in base agli ingredienti		0.58	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		0.7	Calcolo in base agli ingredienti		5.03	Calcolo in base agli ingredienti		330	Calcolo in base agli ingredienti		140	Calcolo in base agli ingredienti		220	Calcolo in base agli ingredienti		50	Calcolo in base agli ingredienti		53	Calcolo in base agli ingredienti		130	Calcolo in base agli ingredienti		2.2	Calcolo in base agli ingredienti		8.4	Calcolo in base agli ingredienti		1.2	Calcolo in base agli ingredienti		nd			No
