ID	ID V 4.0	ID SwissFIR	Nome	Sinonimi	Categoria	Densità	Unità di riferimento	Energia, kilojoules	Deduzione del valore	Fonte	Energia, calorie	Deduzione del valore	Fonte	Lipidi, totali (g)	Deduzione del valore	Fonte	Acidi grassi, saturi (g)	Deduzione del valore	Fonte	Acidi grassi, monoinsaturi (g)	Deduzione del valore	Fonte	Acidi grassi, polinsaturi (g)	Deduzione del valore	Fonte	Colesterolo (mg)	Deduzione del valore	Fonte	Glucidi, disponibili (g)	Deduzione del valore	Fonte	Zuccheri (g)	Deduzione del valore	Fonte	Amido (g)	Deduzione del valore	Fonte	Fibra alimentare (g)	Deduzione del valore	Fonte	Proteine (g)	Deduzione del valore	Fonte	Sale (NaCl) (g)	Deduzione del valore	Fonte	Alcool (g)	Deduzione del valore	Fonte	Acqua (g)	Deduzione del valore	Fonte	Attività di vitamina A, RE (µg-RE)	Deduzione del valore	Fonte	Attività di vitamina A, RAE (µg-RE)	Deduzione del valore	Fonte	Equivalenti di all-trans-retinolo (µg-RE)	Deduzione del valore	Fonte	Attività di beta-carotene (µg-BCE)	Deduzione del valore	Fonte	Beta-carotene (µg)	Deduzione del valore	Fonte	Vitamina B1 (tiamina) (mg)	Deduzione del valore	Fonte	Vitamina B2 (riboflavina) (mg)	Deduzione del valore	Fonte	Vitamina B6 (piridossina) (mg)	Deduzione del valore	Fonte	Vitamina B12 (cobalamina) (µg)	Deduzione del valore	Fonte	Niacina (mg)	Deduzione del valore	Fonte	Folati (µg)	Deduzione del valore	Fonte	Acido pantotenico (mg)	Deduzione del valore	Fonte	Vitamina C (acido ascorbico) (mg)	Deduzione del valore	Fonte	Vitamina D (calciferolo) (µg)	Deduzione del valore	Fonte	Attività di vitamina E (mg-ATE)	Deduzione del valore	Fonte	Potassio (K) (mg)	Deduzione del valore	Fonte	Sodio (Na) (mg)	Deduzione del valore	Fonte	Cloro (Cl) (mg)	Deduzione del valore	Fonte	Calcio (Ca) (mg)	Deduzione del valore	Fonte	Magnesio (Mg) (mg)	Deduzione del valore	Fonte	Fosforo (P) (mg)	Deduzione del valore	Fonte	Ferro (Fe) (mg)	Deduzione del valore	Fonte	Iodio (I) (µg)	Deduzione del valore	Fonte	Zinco (Zn)  (mg)	Deduzione del valore	Fonte	Selenio (Se) (µg)	Deduzione del valore	Fonte	Voce modificata
13258			Manzo, costata, alla griglia cottura media (senza aggiunta di grassi o sale)		Carne e frattaglie/Manzo		per 100 g di parte edibile	768	Calcolo automatizzato		183	Calcolo automatizzato		6.2	Calcolo in base agli ingredienti		3	Calcolo in base agli ingredienti		3	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		63	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		nd			0	Calcolo in base agli ingredienti		31.8	Calcolo in base agli ingredienti		0.1	Calcolo automatizzato		0	Calcolo in base agli ingredienti		62.1	Calcolo automatizzato		9	Calcolo automatizzato		8	Calcolo automatizzato		7	Calcolo in base agli ingredienti		14	Calcolo in base agli ingredienti		8	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.12	Calcolo in base agli ingredienti		0.45	Calcolo in base agli ingredienti		1.34	Calcolo in base agli ingredienti		nd			7	Calcolo in base agli ingredienti		0.76	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		0.68	Calcolo in base agli ingredienti		290	Calcolo in base agli ingredienti		49	Calcolo in base agli ingredienti		74	Calcolo in base agli ingredienti		6	Calcolo in base agli ingredienti		23	Calcolo in base agli ingredienti		210	Calcolo in base agli ingredienti		1.7	Calcolo in base agli ingredienti		4.1	Calcolo in base agli ingredienti		4.7	Calcolo in base agli ingredienti		12	Calcolo in base agli ingredienti		Si
720	4590	1001314	Manzo, costata, cruda		Carne e frattaglie/Manzo		per 100 g di parte edibile	579	Calcolo automatizzato		138	Calcolo automatizzato		5.4	-	22	2.1	-	22	2.2	-	22	0.3	-	22	63	-	22	0	-	24	0	-	22	0	Stima	51	0	-	22	22.3	-	22	0.1	Calcolo automatizzato		0	-	22	71.3	-	22	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.09	-	9	0.16	-	9	0.19	-	9	5	-	9	4.9	-	9	3	-	9	0.33	-	9	0	-	9	tr.	-	22	0.48	-	9	360	-	9	55	-	9	110	-	9	3	-	9	23	-	9	160	-	9	2	-	9	0.1	-	9	4.1	-	9	nd			No
30	4433	812071	Manzo, entrecôte (Svizzera), crudo 		Carne e frattaglie/Manzo		per 100 g di parte edibile	561	Calcolo automatizzato		133	Calcolo automatizzato		4.5	-	1406	2.2	-	1406	2.2	-	1406	0.4	-	1406	46	-	1406	0	Stima	51	0	Stima	51	nd			0	Stima	51	23.2	-	1406	0.1	Calcolo automatizzato		0	Stima	1408	71	-	1406	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.05	-	112	0.1	-	112	0.73	-	1406	1.4	-	34	nd			6	-	34	0.69	-	34	0	Stima	51	0.5	-	117	0.9	-	163	360	-	1406	42	-	1406	54	-	8	4.9	-	1406	20	-	1406	180	-	1406	1.3	-	1406	3	-	88	3.4	-	1406	9	-	1406	No
31	4432	812072	Manzo, entrecôte (USA), crudo		Carne e frattaglie/Manzo		per 100 g di parte edibile	876	Calcolo automatizzato		210	Calcolo automatizzato		13.7	-	146	5.6	-	146	6.7	-	146	0.5	-	146	55	-	146	0	Stima	51	0	Stima	51	nd			0	Stima	51	21.7	-	146	0.1	Calcolo automatizzato		0	Stima	51	63.2	-	146	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.05	-	112	0.1	-	112	0.53	-	146	1.4	-	34	7	-	163	5	-	34	0.69	-	34	0	Stima	51	0.5	-	117	0.9	-	163	310	-	1406	45	-	146	54	-	8	4.4	-	146	18	-	146	170	-	146	1.3	-	146	3	-	88	3.3	-	146	30	-	1406	No
657	4596	1001214	Manzo, fegato, crudo		Carne e frattaglie/Manzo		per 100 g di parte edibile	581	Calcolo automatizzato		138	Calcolo automatizzato		3.9	-	9	1.4	-	9	0.6	-	9	0.8	-	9	354	-	9	5.3	-	9	0	-	9	0	-	9	0	-	22	20.5	-	9	0.3	Calcolo automatizzato		0	-	22	69.1	-	9	4259	Calcolo automatizzato		4179	Calcolo automatizzato		4100	-	115	951	-	145	nd			0.28	-	9	2.88	-	9	0.83	-	9	65	-	9	14.7	-	9	220	-	9	7.3	-	9	23	-	9	1.7	-	9	0.75	-	9	290	-	9	120	-	9	90	-	9	7	-	9	17	-	9	360	-	9	7	-	9	13	-	9	4.8	-	9	nd			No
640	4167	1001192	Manzo, fettina, cruda		Carne e frattaglie/Manzo		per 100 g di parte edibile	469	Calcolo automatizzato		111	Calcolo automatizzato		2.3	-	24	1.1	-	36	0.9	-	36	0.1	-	36	55	-	24	0	-	24	0	-	22	0	Stima	51	0	-	22	22.6	-	24	0.1	Calcolo automatizzato		0	-	22	74	-	24	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.09	-	36	0.17	-	36	tr.	-	22	2.2	-	36	4.5	-	36	9.9	-	36	0.59	-	36	tr.	-	22	tr.	-	22	tr.	-	22	360	-	36	50	-	36	170	-	36	3.8	-	36	23	-	36	200	-	36	2.2	-	36	3	-	88	3.9	-	36	6.1	-	1544	No
13262			Manzo, filetto, alla griglia cottura media (senza aggiunta di grassi o sale)		Carne e frattaglie/Manzo		per 100 g di parte edibile	592	Calcolo automatizzato		140	Calcolo automatizzato		2.6	Calcolo in base agli ingredienti		1.2	Calcolo in base agli ingredienti		1.1	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		47	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		29.1	Calcolo in base agli ingredienti		0.1	Calcolo automatizzato		0	Calcolo in base agli ingredienti		68.2	Calcolo automatizzato		9	Calcolo automatizzato		8	Calcolo automatizzato		7	Calcolo in base agli ingredienti		13	Calcolo in base agli ingredienti		9	Calcolo in base agli ingredienti		0.08	Calcolo in base agli ingredienti		0.15	Calcolo in base agli ingredienti		0.13	Calcolo in base agli ingredienti		2	Calcolo in base agli ingredienti		4.91	Calcolo in base agli ingredienti		11.3	Calcolo in base agli ingredienti		1.07	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.18	Calcolo in base agli ingredienti		330	Calcolo in base agli ingredienti		48	Calcolo in base agli ingredienti		73	Calcolo in base agli ingredienti		3.6	Calcolo in base agli ingredienti		25	Calcolo in base agli ingredienti		190	Calcolo in base agli ingredienti		2.9	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		5.9	Calcolo in base agli ingredienti		nd			Si
639	3904	1001191	Manzo, filetto, crudo 		Carne e frattaglie/Manzo		per 100 g di parte edibile	444	Calcolo automatizzato		105	Calcolo automatizzato		2	-	50	0.9	-	9	0.9	-	9	0.1	-	9	35	-	9	0	-	50	0	-	22	0	Stima	51	0	-	22	21.9	-	22	0.1	Calcolo automatizzato		0	-	22	75.1	-	50	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.1	-	9	0.13	-	9	0.19	-	9	2	-	9	4.6	-	9	10	-	9	1	-	9	0	-	9	tr.	-	22	0.24	-	9	340	-	9	42	-	9	55	-	9	3	-	9	22	-	9	160	-	9	2.3	-	9	0.1	-	9	4.4	-	9	nd			No
34	4749	812076	Manzo, girello, cruda	Fettina	Carne e frattaglie/Manzo		per 100 g di parte edibile	447	Calcolo automatizzato		106	Calcolo automatizzato		1.8	-	146	0.8	-	146	0.8	-	146	0.3	-	146	52	-	146	0	Stima	51	0	Stima	51	nd			0	Stima	51	22.4	-	146	0.1	Calcolo automatizzato		0	Stima	51	73.8	-	146	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.02	-	112	0.12	-	112	0.63	-	146	1.4	-	34	nd			6	-	34	0.72	-	34	0	Stima	51	0.5	-	117	0.9	-	163	380	-	146	39	-	146	54	-	8	5.1	-	146	20	-	146	190	-	146	1	-	146	3	-	88	2.8	-	146	8	-	"1406	1544"	No
656	4597	1001213	Manzo, lingua, cruda		Carne e frattaglie/Manzo		per 100 g di parte edibile	816	Calcolo automatizzato		196	Calcolo automatizzato		13	-	9	4.7	-	9	6	-	9	1.1	-	9	108	-	9	3.7	-	9	0	-	9	0	-	9	0	-	22	16	-	9	0.2	Calcolo automatizzato		0	-	22	66.4	-	9	16	Calcolo automatizzato		14	Calcolo automatizzato		12	Stima	51	24	Stima	51	24	-	110	0.13	-	9	0.29	-	9	0.13	-	9	5	-	9	4.6	-	9	7	-	9	2	-	9	3	-	9	tr.	-	22	0.26	-	9	260	-	9	80	-	9	13	-	9	10	-	9	18	-	9	160	-	9	3	-	9	2.3	-	9	2.9	-	9	nd			No
1072	4315		Manzo, petto, cotto (senza aggiunta di grassi e sale)		Carne e frattaglie/Manzo		per 100 g di parte edibile	1310	Calcolo automatizzato		314	Calcolo automatizzato		20.9	Calcolo in base agli ingredienti		9	Calcolo in base agli ingredienti		9.8	Calcolo in base agli ingredienti		0.8	Calcolo in base agli ingredienti		100	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		31.5	Calcolo in base agli ingredienti		0.1	Calcolo automatizzato		0	Calcolo in base agli ingredienti		47.7	Calcolo automatizzato		11	Calcolo automatizzato		10	Calcolo automatizzato		8	Calcolo in base agli ingredienti		17	Calcolo in base agli ingredienti		13	Calcolo in base agli ingredienti		0.06	Calcolo in base agli ingredienti		0.24	Calcolo in base agli ingredienti		0.11	Calcolo in base agli ingredienti		4.6	Calcolo in base agli ingredienti		3.91	Calcolo in base agli ingredienti		3.3	Calcolo in base agli ingredienti		0.53	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.53	Calcolo in base agli ingredienti		230	Calcolo in base agli ingredienti		36	Calcolo in base agli ingredienti		88	Calcolo in base agli ingredienti		5.3	Calcolo in base agli ingredienti		18	Calcolo in base agli ingredienti		210	Calcolo in base agli ingredienti		3.6	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		8	Calcolo in base agli ingredienti		nd			Si
719	4591	1001313	Manzo, petto, crudo		Carne e frattaglie/Manzo		per 100 g di parte edibile	784	Calcolo automatizzato		188	Calcolo automatizzato		12.5	-	9	5.4	-	9	5.9	-	9	0.5	-	9	60	-	9	0	-	24	0	-	22	0	Stima	51	0	-	22	18.9	-	9	0.1	Calcolo automatizzato		0	-	22	67.7	-	9	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.09	-	9	0.18	-	9	0.17	-	9	4.6	-	9	4.7	-	9	3	-	9	0.53	-	9	0	-	9	tr.	-	22	0.43	-	9	270	-	9	48	-	9	53	-	9	4	-	9	18	-	9	190	-	9	2.2	-	9	0.3	-	9	4.8	-	9	nd			No
37	4476	812080	Manzo, sminuzzato, crudo	Spezzatino	Carne e frattaglie/Manzo		per 100 g di parte edibile	433	Calcolo automatizzato		102	Calcolo automatizzato		1.5	-	1406	0.6	-	1406	0.6	-	1406	0.3	-	1406	56	-	1406	0	Stima	51	0	Stima	51	nd			0	Stima	51	22.2	-	1406	0.1	Calcolo automatizzato		0	Stima	1408	74	-	1406	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.08	-	"112	1673	1690"	0.13	-	"112	1673	1690"	0.26	-	"1406	1673	1690"	1.4	-	34	5.03	-	"1673	1690"	6	-	34	0.74	-	34	0	Stima	51	0.5	-	117	0.26	-	107	360	-	1406	44	-	1406	50	-	8	4.2	-	1406	20	-	1406	190	-	1406	1.4	-	1406	3	-	88	3.5	-	1406	7.6	-	1544	No
1076	3614		Manzo, spalla, arrosta al forno, ben cotta (senza aggiunta di grassi o sale)		Carne e frattaglie/Manzo		per 100 g di parte edibile	798	Calcolo automatizzato		189	Calcolo automatizzato		5.6	Calcolo in base agli ingredienti		1.9	Calcolo in base agli ingredienti		2.3	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		98	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		34.8	Calcolo in base agli ingredienti		0.2	Calcolo automatizzato		0	Calcolo in base agli ingredienti		59.6	Calcolo automatizzato		11	Calcolo automatizzato		9	Calcolo automatizzato		8	Calcolo in base agli ingredienti		16	Calcolo in base agli ingredienti		10	Calcolo in base agli ingredienti		0.08	Calcolo in base agli ingredienti		0.27	Calcolo in base agli ingredienti		0.16	Calcolo in base agli ingredienti		6.05	Calcolo in base agli ingredienti		6.58	Calcolo in base agli ingredienti		4.1	Calcolo in base agli ingredienti		0.77	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.28	Calcolo in base agli ingredienti		350	Calcolo in base agli ingredienti		69	Calcolo in base agli ingredienti		89	Calcolo in base agli ingredienti		5.8	Calcolo in base agli ingredienti		26	Calcolo in base agli ingredienti		300	Calcolo in base agli ingredienti		2.8	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		9.4	Calcolo in base agli ingredienti		nd			Si
1074	4275		Manzo, spalla, arrosta al forno, cottura al sangue (senza aggiunta di grassi o sale)		Carne e frattaglie/Manzo		per 100 g di parte edibile	634	Calcolo automatizzato		151	Calcolo automatizzato		4.4	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		1.8	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		78	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		27.7	Calcolo in base agli ingredienti		0.1	Calcolo automatizzato		0	Calcolo in base agli ingredienti		67.9	Calcolo automatizzato		9	Calcolo automatizzato		7	Calcolo automatizzato		6	Calcolo in base agli ingredienti		13	Calcolo in base agli ingredienti		8	Calcolo in base agli ingredienti		0.07	Calcolo in base agli ingredienti		0.21	Calcolo in base agli ingredienti		0.13	Calcolo in base agli ingredienti		4.81	Calcolo in base agli ingredienti		5.23	Calcolo in base agli ingredienti		3.3	Calcolo in base agli ingredienti		0.62	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.22	Calcolo in base agli ingredienti		280	Calcolo in base agli ingredienti		54	Calcolo in base agli ingredienti		71	Calcolo in base agli ingredienti		4.6	Calcolo in base agli ingredienti		21	Calcolo in base agli ingredienti		240	Calcolo in base agli ingredienti		2.2	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		7.4	Calcolo in base agli ingredienti		nd			Si
1075	4320		Manzo, spalla, arrosta al forno, cottura media (senza aggiunta di grassi o sale)		Carne e frattaglie/Manzo		per 100 g di parte edibile	687	Calcolo automatizzato		163	Calcolo automatizzato		4.8	Calcolo in base agli ingredienti		1.7	Calcolo in base agli ingredienti		2	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		85	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		30	Calcolo in base agli ingredienti		0.1	Calcolo automatizzato		0	Calcolo in base agli ingredienti		65.2	Calcolo automatizzato		9	Calcolo automatizzato		8	Calcolo automatizzato		7	Calcolo in base agli ingredienti		14	Calcolo in base agli ingredienti		9	Calcolo in base agli ingredienti		0.07	Calcolo in base agli ingredienti		0.23	Calcolo in base agli ingredienti		0.14	Calcolo in base agli ingredienti		5.21	Calcolo in base agli ingredienti		5.67	Calcolo in base agli ingredienti		3.5	Calcolo in base agli ingredienti		0.67	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.24	Calcolo in base agli ingredienti		300	Calcolo in base agli ingredienti		59	Calcolo in base agli ingredienti		76	Calcolo in base agli ingredienti		5	Calcolo in base agli ingredienti		22	Calcolo in base agli ingredienti		260	Calcolo in base agli ingredienti		2.4	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		8.1	Calcolo in base agli ingredienti		nd			Si
638	3905	1001190	Manzo, spalla, arrosto, crudo		Carne e frattaglie/Manzo		per 100 g di parte edibile	495	Calcolo automatizzato		117	Calcolo automatizzato		3.5	-	24	1.2	-	24	1.4	-	24	0.3	-	24	61	-	24	0	-	24	0	-	22	0	Stima	51	0	-	22	21.6	-	24	0.1	Calcolo automatizzato		0	-	22	73.8	-	24	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.09	-	9	0.19	-	9	0.19	-	9	5	-	9	5.1	-	9	3	-	9	0.6	-	9	0	-	9	tr.	-	22	0.31	-	9	300	-	9	50	-	9	55	-	9	4	-	9	19	-	9	210	-	9	1.8	-	24	0.1	-	9	5.8	-	24	nd			No
38	4746	812081	Manzo, spezzatino, crudo	Ragù	Carne e frattaglie/Manzo		per 100 g di parte edibile	409	Calcolo automatizzato		97	Calcolo automatizzato		1.3	-	1406	0.6	-	1406	0.6	-	1406	0.3	-	1406	54	-	1406	0	Stima	51	0	Stima	51	nd			0	Stima	51	21.2	-	1406	0.1	Calcolo automatizzato		0	Stima	1408	74.2	-	1406	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.01	-	112	0.12	-	112	0.42	-	1406	1.4	-	34	nd			6	-	34	0.74	-	34	0	Stima	51	0.5	-	117	0.26	-	107	350	-	1406	49	-	1406	50	-	8	3.9	-	1406	18	-	1406	180	-	1406	1.2	-	1406	3	-	88	3.7	-	1406	6	-	1544	No
648	4630	1001200	Manzo, spezzatino di collo, crudo	Gulasch	Carne e frattaglie/Manzo		per 100 g di parte edibile	626	Calcolo automatizzato		150	Calcolo automatizzato		8.1	-	36	4	-	36	3.3	-	36	0.3	-	36	60	-	36	0	-	9	0	-	9	0	Stima	51	0	-	22	19.3	-	36	0.1	Calcolo automatizzato		0	-	22	71.7	-	36	7	Calcolo automatizzato		6	Calcolo automatizzato		<5	-	163	10	Stima	51	10	-	163	0.09	-	36	0.19	-	36	0.18	-	9	4.8	-	9	5.2	-	36	3	-	9	0.57	-	9	0	-	9	tr.	-	22	0.46	-	9	300	-	36	45	-	36	54	-	9	6.8	-	36	18	-	36	160	-	36	2.1	-	36	0.2	-	9	5.7	-	36	nd			No
208	3889	831076	Margarina		Grassi e oli/Grassi	0.9	per 100 g di parte edibile	2980	Calcolo automatizzato		724	Calcolo automatizzato		80	Stima	51	22.3	Stima	51	37.3	Stima	51	14	Stima	51	0	-	145	<0.5	-	51	0	-	145	<0.5	-	51	0	Stima	51	<0.5	-	51	0.2	Calcolo automatizzato		0	Stima	51	20	Stima	51	860	Calcolo automatizzato		830	Calcolo automatizzato		800	Stima	51	360	-	145	360	Stima	1698	0.01	-	145	0.03	-	145	0	-	145	0.1	-	145	0.21	-	145	2	-	145	0.08	-	145	0	-	145	5	Stima	51	20	Stima	51	42	-	145	67	Stima	51	100	Stima	51	10	-	145	1.8	-	145	23	-	145	0.1	-	145	1.5	-	145	0	-	145	nd			No
696	4132	1001272	Marmellata		Dolciumi/Confettura e prodotti dolci da spalmare sul pane	1.4	per 100 g di parte edibile	1040	Calcolo automatizzato		246	Calcolo automatizzato		0.5	-	7	tr.	-	5	tr.	-	5	tr.	-	5	0	-	5	58.7	-	1030	58.7	-	1030	0	-	1030	2.2	-	5	0.5	-	7	0	Calcolo automatizzato		0	-	5	36	-	5	9	Calcolo automatizzato		5	Calcolo automatizzato		0	Stima	51	56	Stima	51	56	-	61	0.02	-	5	0.02	-	5	tr.	-	5	0	-	22	0.9	-	5	tr.	-	5	0.03	-	9	4	-	5	0	-	5	0	-	5	100	-	5	12	-	5	2	-	9	18	-	5	2	-	9	7	-	5	1.4	-	5	1	-	9	0.2	-	5	nd			No
697	3930	1001273	Marmellata, a valore energetico ridotto con edulcoranti		Dolciumi/Confettura e prodotti dolci da spalmare sul pane	1.4	per 100 g di parte edibile	576	Calcolo automatizzato		136	Calcolo automatizzato		0.5	-	7	tr.	-	5	tr.	-	5	tr.	-	5	0	-	5	31.9	-	5	31.9	-	5	tr.	-	22	0.8	-	5	0.5	-	7	0.1	Calcolo automatizzato		0	-	5	65.3	-	5	4	Calcolo automatizzato		2	Calcolo automatizzato		0	Stima	51	26	-	81	nd			tr.	-	5	tr.	-	5	tr.	-	5	0	-	22	tr.	-	5	tr.	-	5	0.05	-	9	26	-	5	0	-	5	0	-	5	120	-	5	20	-	5	3	-	9	19	-	5	1	-	9	15	-	5	0.4	-	5	2	-	9	tr.	-	5	nd			No
496	4540	1000983	Marzapane		Dolciumi/Altri dolciumi		per 100 g di parte edibile	1990	Calcolo automatizzato		474	Calcolo automatizzato		17.6	-	9	1.5	-	9	12	-	9	3.3	-	9	tr.	-	22	68.6	-	9	68.6	-	22	0	-	22	4.9	-	9	8	-	1640	0	Calcolo automatizzato		0	-	22	1.9	-	9	13	Calcolo automatizzato		13	Calcolo automatizzato		12	-	145	6	-	145	nd			0.07	-	9	0.2	-	9	0.05	-	9	tr.	-	22	1.36	-	9	31	-	9	0.19	-	9	0.3	-	9	tr.	-	22	8.49	-	9	270	-	9	2	-	9	14	-	9	82	-	9	72	-	9	150	-	9	1.5	-	9	0.7	-	9	0.9	-	9	nd			No
485	4148	1000971	Mascarpone		Latte e prodotti di latte/Formaggio fresco e quark		per 100 g di parte edibile	1810	Calcolo automatizzato		440	Calcolo automatizzato		47	-	5	29.2	-	5	15.2	-	5	1.6	-	5	141	-	3	tr.	-	5	tr.	-	5	0	-	5	0	-	22	4.3	-	1660	0.2	Calcolo automatizzato		0	-	22	44.4	-	5	353	Calcolo automatizzato		332	Calcolo automatizzato		310	-	81	258	-	81	220	Stima		0.01	-	5	0.26	-	"5	1659"	0.04	-	5	0.21	-	1659	0.1	-	5	11	-	5	0.41	-	1659	tr.	-	22	0.5	-	"5	1659"	1	-	5	53	-	5	86	-	5	tr.	-	22	68	-	5	tr.	-	22	97	-	5	0.2	-	5	29	-	1030	0.4	-	5	nd			No
1055	3765		Mela cotogna, cotta, sgocciolata (senza aggiunta di zucchero)		Frutta/Frutta cotta (incl. conserve)		per 100 g di parte edibile	214	Calcolo automatizzato		51	Calcolo automatizzato		0.3	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		7.9	Calcolo in base agli ingredienti		7.9	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		8	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		83.5	Calcolo automatizzato		5	Calcolo automatizzato		3	Calcolo automatizzato		0	Calcolo in base agli ingredienti		30	Calcolo in base agli ingredienti		nd			0.02	Calcolo in base agli ingredienti		0.02	Calcolo in base agli ingredienti		0.05	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.23	Calcolo in base agli ingredienti		7	Calcolo in base agli ingredienti		0.11	Calcolo in base agli ingredienti		13.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		230	Calcolo in base agli ingredienti		3.8	Calcolo in base agli ingredienti		2.1	Calcolo in base agli ingredienti		17	Calcolo in base agli ingredienti		7.5	Calcolo in base agli ingredienti		24	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		1.3	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		nd			Si
476	4533	1000961	Mela cotogna, cruda		Frutta/Frutta fresca		per 100 g di parte edibile	171	Calcolo automatizzato		41	Calcolo automatizzato		0.2	-	43	tr.	-	43	0.1	-	43	0.1	-	43	0	-	43	6.3	-	43	6.3	-	43	tr.	-	43	6.4	-	43	0.3	-	43	0	Calcolo automatizzato		0	-	43	84.2	-	43	4	Calcolo automatizzato		2	Calcolo automatizzato		0	Stima	51	24	-	145	nd			0.02	-	43	0.02	-	43	0.04	-	43	0	-	43	0.2	-	43	8	-	9	0.1	-	43	15	-	43	0	-	43	0.4	-	9	200	-	43	3	-	43	1.7	-	36	14	-	43	6	-	43	19	-	43	0.3	-	43	1	-	9	0.2	-	36	nd			No
378	4480	1000841	Mela, cruda		Frutta/Frutta fresca		per 100 g di parte edibile	232	Calcolo automatizzato		55	Calcolo automatizzato		0.3	-	43	0.1	-	43	0	-	43	0.1	-	43	0	-	43	11.7	-	43	11.6	-	43	0.1	-	43	2.1	-	43	0.3	-	43	0	Calcolo automatizzato		0	-	43	85	-	43	4	Calcolo automatizzato		2	Calcolo automatizzato		0	Stima	51	26	Stima	51	20	-	121	0.02	-	"43	1670"	0.01	-	"43	1670"	0.04	-	"43	1670"	0	-	43	0.09	-	"43	1670"	13	-	43	0.09	-	"43	1670"	7	-	"43	1670"	0	-	43	0.5	-	43	120	-	43	4	-	43	2.2	-	36	5	-	43	4	-	43	9	-	43	0.2	-	43	0.8	-	36	0.1	-	36	nd			No
