ID	ID V 4.0	ID SwissFIR	Nom	Synonymes	Catégorie	Densité	Unité de matrice	Énergie, kilojoules	Dérivation de la valeur	Source	Énergie, calories	Dérivation de la valeur	Source	Lipides, totaux (g)	Dérivation de la valeur	Source	Acides gras, saturés (g)	Dérivation de la valeur	Source	Acides gras, mono-insaturés (g)	Dérivation de la valeur	Source	Acides gras, poly-insaturés (g)	Dérivation de la valeur	Source	Cholestérol (mg)	Dérivation de la valeur	Source	Glucides, disponibles (g)	Dérivation de la valeur	Source	Sucres (g)	Dérivation de la valeur	Source	Amidon (g)	Dérivation de la valeur	Source	Fibres alimentaires (g)	Dérivation de la valeur	Source	Proteines (g)	Dérivation de la valeur	Source	Sel (NaCl) (g)	Dérivation de la valeur	Source	Alcool (g)	Dérivation de la valeur	Source	Eau (g)	Dérivation de la valeur	Source	Activité de vitamine A, RE (µg-RE)	Dérivation de la valeur	Source	Activité de vitamine A, RAE (µg-RE)	Dérivation de la valeur	Source	Equivalents d’all-transrétinol (µg-RE)	Dérivation de la valeur	Source	Activité de bétacarotène (µg-BCE)	Dérivation de la valeur	Source	Bétacarotène (µg)	Dérivation de la valeur	Source	Vitamine B1 (thiamine) (mg)	Dérivation de la valeur	Source	Vitamine B2 (riboflavine) (mg)	Dérivation de la valeur	Source	Vitamine B6 (pyridoxine) (mg)	Dérivation de la valeur	Source	Vitamine B12 (cobalamine) (µg)	Dérivation de la valeur	Source	Niacine (mg)	Dérivation de la valeur	Source	Folate (µg)	Dérivation de la valeur	Source	Acide pantothénique (mg)	Dérivation de la valeur	Source	Vitamine C (acide ascorbique) (mg)	Dérivation de la valeur	Source	Vitamine D (calciférol) (µg)	Dérivation de la valeur	Source	Activité de vitamine E (mg-ATE)	Dérivation de la valeur	Source	Potassium (K) (mg)	Dérivation de la valeur	Source	Sodium (Na) (mg)	Dérivation de la valeur	Source	Clor (Cl) (mg)	Dérivation de la valeur	Source	Calcium (Ca) (mg)	Dérivation de la valeur	Source	Magnésium (Mg) (mg)	Dérivation de la valeur	Source	Phosphore (P) (mg)	Dérivation de la valeur	Source	Fer (Fe) (mg)	Dérivation de la valeur	Source	Iode (I) (µg)	Dérivation de la valeur	Source	Zinc (Zn)  (mg)	Dérivation de la valeur	Source	Sélénium (Se) (µg)	Dérivation de la valeur	Source	Entrée modifiée
104	4024	822055	Eau minérale Aquella (Bouillets)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	n.i.			0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	n.i.			0	Estimation	1662	99.9	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1662	0	Estimation	1662	n.i.			0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0	Estimation	1662	0.3	-	1680	0.4	-	1680	1.6	-	1680	30	-	1680	7.5	-	1680	n.i.			n.i.			<0.5	-	1680	n.i.			n.i.			No
541	4001	1001061	Eau minérale Arkina		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	-	22	0	-	22	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	n.i.			0	Estimation	51	100	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.1	-	1680	0.9	-	1680	0.2	-	1680	8.5	-	1680	2.6	-	1680	tr.	-	22	n.i.			<1	-	1680	n.i.			n.i.			No
1178	4663		Eau minérale Badoit (St Galmier)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	n.i.			0	Estimation	1003	99.9	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	1.1	-	1680	18	-	1680	5.4	-	1680	15	-	1680	8	-	1680	n.i.			n.i.			n.i.			n.i.			n.i.			No
1172	4622		Eau minérale Cristallo (Lostorf)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	n.i.			0	Estimation	1003	99.9	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0.3	-	1013	0.4	-	1013	0.3	-	1013	22	-	1013	6.5	-	1013	n.i.			n.i.			<10	-	1680	n.i.			n.i.			No
1046	3558		Eau minérale Cristalp (Saxon)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	n.i.			0	Estimation	1003	99.9	Estimation	1662	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			0.2	-	1680	2.2	-	1680	1.6	-	1680	12	-	1680	4.1	-	1680	n.i.			n.i.			<5	-	1680	n.i.			n.i.			No
1044	4237		Eau minérale Elmer		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	n.i.			0	Estimation	1003	100	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0.1	-	1680	0.3	-	1680	0	-	1680	12	-	1680	0.7	-	1680	n.i.			n.i.			<1	-	1680	n.i.			n.i.			No
48	4659	821020	Eau minérale Eptinger		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	n.i.			0	Estimation	51	99.8	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0.3	-	1013	0.4	-	1013	0.3	-	1013	51	-	1680	12	-	1013	n.i.			n.i.			<1	-	1680	n.i.			n.i.			No
521	4635	1001029	Eau minérale Evian (Cachat)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	-	22	0	-	22	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	n.i.			0	Estimation	51	100	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.1	-	1013	0.7	-	1013	1	-	1680	8	-	1013	2.6	-	1013	n.i.			n.i.			<0.1	-	1680	n.i.			n.i.			No
522	4003	1001030	Eau minérale Henniez		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	-	22	0	-	22	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	n.i.			0	Estimation	51	99.9	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.1	-	1680	0.7	-	1680	0.8	-	1680	10	-	1680	2	-	1680	n.i.			n.i.			<1	-	1680	n.i.			n.i.			No
1173	4624		Eau minérale Knutwiler		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	n.i.			0	Estimation	1003	100	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0.1	-	1680	0.5	-	1680	0.6	-	1680	8.9	-	1680	2.4	-	1680	n.i.			n.i.			<1	-	1680	n.i.			n.i.			No
523	4636	1001032	Eau minérale Passugger (Theophilquelle)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	-	22	0	-	22	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	n.i.			0	Estimation	51	99.9	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.3	-	1680	4.1	-	1680	1.6	-	1680	21	-	1680	2.2	-	1680	n.i.			n.i.			<10	-	1680	n.i.			n.i.			No
537	4044	1001057	Eau minérale Rhäzünser		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	-	22	0	-	22	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	n.i.			0	Estimation	51	99.8	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.7	-	1680	15	-	1680	2.1	-	1680	23	-	1680	4.9	-	1680	n.i.			n.i.			<1	-	1680	n.i.			n.i.			No
525	4004	1001035	Eau minérale San Pellegrino		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	-	22	0	-	22	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	n.i.			0	Estimation	51	99.9	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.2	-	1680	3.1	-	1680	4.9	-	1680	16	-	1680	5	-	1680	n.i.			n.i.			1.3	-	1680	n.i.			n.i.			No
1095	3612		Eau minérale Valais (Montis)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	-	1025	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	n.i.			0	Estimation	1003	100	Estimation	1662	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			0.3	-	1680	0.7	-	1680	1.2	-	1680	9	-	1680	2.2	-	1680	n.i.			n.i.			<2	-	1680	n.i.			<0.1	-	1025	No
45	3581	821008	Eau minérale Valser Classic/Naturelle (St. Petersquelle)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	n.i.			0	Estimation	51	99.8	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0	Estimation	51	0.1	-	"1017	1680"	0.9	-	1680	0.2	-	1680	44	-	1680	5.5	-	1680	n.i.			n.i.			n.i.			n.i.			n.i.			No
1047	3763		Eau minérale Valser Silence (St. Paulsquelle)		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	n.i.			0	Estimation	1003	100	Estimation	1662	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			0	-	1680	0	-	1680	<0.1	-	1680	5.4	-	1680	0.2	-	1680	n.i.			n.i.			0	-	1333	n.i.			n.i.			No
1179	4664		Eau minérale Vichy-Célestins		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	n.i.			0	Estimation	1003	99.7	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	0	Estimation	1003	6.6	-	1013	120	-	1013	24	-	1013	10	-	1013	1	-	1013	n.i.			n.i.			n.i.			n.i.			n.i.			No
550	3939	1001070	Eau minérale Volvic		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	-	22	0	-	22	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	n.i.			0	Estimation	51	100	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.6	-	1680	1.2	-	1680	1.5	-	1680	1.2	-	1680	0.8	-	1013	tr.	-	22	n.i.			0.1	-	1013	n.i.			n.i.			No
548	3940	1001067	Eau minérale Zurzacher		Boissons sans alcool/Eau minérale	1	par 100 ml	0	Calcul automatisé		0	Calcul automatisé		0	-	22	0	-	22	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	0	Estimation	51	0	-	22	0	-	22	n.i.			0	Estimation	51	99.9	Estimation	1662	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	Estimation	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.8	-	1680	29	-	1680	13	-	1680	1.6	-	1680	0	-	1680	n.i.			n.i.			3	-	1680	n.i.			n.i.			No
1147	4088		Eichhof Hubertus (bière spéciale brune, 6 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	189	Calcul automatisé		45	Calcul automatisé		<0.1	-	1045	<0.1	-	1045	n.i.			n.i.			0	Estimation	1003	2.3	-	1045	0.1	-	1045	n.i.			0.2	-	1045	0.5	-	1045	n.i.			4.7	Estimation	1047	92.3	Estimation	1003	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			2	-	1045	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1148	4086		"Eichhof Klosterbräu (biere spéciale Zwickel"" non filtrée, 5.1 vol%)"""		Boissons alcoolisées/Bière	1	par 100 ml	164	Calcul automatisé		39	Calcul automatisé		<0.1	-	1045	<0.1	-	1045	n.i.			n.i.			0	Estimation	1003	2.1	-	1045	0	-	1045	n.i.			0.1	-	1045	0.4	-	1045	n.i.			4	Estimation	1047	93.3	Estimation	1003	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			1	-	1045	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1149	4087		Eichhof Lager (4.8 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	160	Calcul automatisé		38	Calcul automatisé		<0.1	-	1045	<0.1	-	1045	n.i.			n.i.			0	Estimation	1003	2.2	-	1045	0.2	-	1045	n.i.			0.1	-	1045	0.5	-	1045	n.i.			3.8	Estimation	1047	93.4	Estimation	1003	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			1	-	1045	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1157	3692		Eichhof sans alcool (0.4 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	79	Calcul automatisé		19	Calcul automatisé		<0.1	-	1046	<0.1	-	1046	n.i.			n.i.			0	Estimation	1003	3.5	-	1046	1.2	-	1046	n.i.			0.1	-	1046	0.4	-	1046	n.i.			0.3	Estimation	1048	95.6	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			1	-	1046	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
13436			Energy drink, avec édulcorants (Moyenne de produits du commerce)		Boissons sans alcool/Boissons à teneur reduite en sucre	1	par 100 ml	3	Calcul automatisé		1	Calcul automatisé		0	-	1682	0	-	1682	n.i.			n.i.			n.i.			0.2	-	1682	0	-	1682	n.i.			0	-	1682	0	-	1682	0.2	-	1682	n.i.			99.8	-	1662	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			1.54	-	1682	1.77	-	1682	7.77	-	1682	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
13435			Energy drink, sucré (Moyenne de produits du commerce)		Boissons sans alcool/Boissons sucrées	1	par 100 ml	185	Calcul automatisé		44	Calcul automatisé		0	-	1682	0	-	1682	n.i.			n.i.			n.i.			10.9	-	1682	10.8	-	1682	n.i.			0	-	1682	0	-	1682	0.2	-	1682	n.i.			89.1	-	1662	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			1.47	-	1682	1.75	-	1682	7.6	-	1682	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1140	4063		Feldschlösschen 2.4 (bière légère, 2.4 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	106	Calcul automatisé		25	Calcul automatisé		0	-	1050	0	-	1050	n.i.			n.i.			0	Estimation	1003	2.5	-	1050	<0.5	-	1050	n.i.			0	Estimation	1003	<0.5	-	1050	n.i.			1.9	Estimation	1050	95.1	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			<5	-	1050	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1141	4062		Feldschlösschen Bügel (bière lager, 4.8 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	161	Calcul automatisé		39	Calcul automatisé		0	-	1054	0	-	1054	n.i.			n.i.			0	Estimation	1003	2.5	-	1054	<0.5	-	1054	n.i.			0	Estimation	1003	<0.5	-	1054	n.i.			3.8	Estimation	1054	93.2	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			<5	-	1054	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1142	4089		Feldschlösschen Hopfenperle (bière spéciale blonde, 5.2 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	170	Calcul automatisé		41	Calcul automatisé		0	-	1051	0	-	1051	n.i.			n.i.			0	Estimation	1003	2.5	-	1051	<0.5	-	1051	n.i.			0	Estimation	1003	<0.5	-	1051	n.i.			4.1	Estimation	1051	92.9	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			<5	-	1051	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1143	4061		Feldschlösschen Original (bière lager, 4.8 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	161	Calcul automatisé		39	Calcul automatisé		0	-	1049	0	-	1049	n.i.			n.i.			0	Estimation	1003	2.5	-	1049	<0.5	-	1049	n.i.			0	Estimation	1003	<0.5	-	1049	n.i.			3.8	Estimation	1049	93.2	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			<5	-	1049	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1158	3586		Feldschlösschen sans alcool (<0.5 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	80	Calcul automatisé		19	Calcul automatisé		0	-	1052	0	-	1052	n.i.			n.i.			0	Estimation	1003	3.5	-	1052	1	-	1052	n.i.			0	Estimation	1003	<0.5	-	1052	n.i.			<0.4	-	1052	95.6	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			<5	-	1052	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1144	4059		Feldschlösschen Urtrüb (bière aux trois céréales non filtrée, 5 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	179	Calcul automatisé		43	Calcul automatisé		0	-	1053	0	-	1053	n.i.			n.i.			0	Estimation	1003	3	-	1053	<0.5	-	1053	n.i.			0	Estimation	1003	0.7	-	1053	n.i.			4	Estimation	1053	92.3	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			<5	-	1053	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1257			Four Roses Bourbon (40 vol%)		Boissons alcoolisées/Spiritueux	0.9	par 100 ml	919	Calcul automatisé		222	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			31.7	Estimation	1065	68.3	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1258			Glenlivet 12 years old Malt Scotch Whisky (40 vol%)		Boissons alcoolisées/Spiritueux	0.9	par 100 ml	919	Calcul automatisé		222	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			31.7	Estimation	1066	68.3	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1259			Grappa Fior di Vite Ramazzotti (40 vol%)		Boissons alcoolisées/Spiritueux	0.9	par 100 ml	916	Calcul automatisé		221	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			31.6	Estimation	1064	68.4	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1260			Havana Club Anejo Reserva (40 vol%)		Boissons alcoolisées/Spiritueux	0.9	par 100 ml	919	Calcul automatisé		222	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			31.7	Estimation	1067	68.3	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1150	4085		Heineken Lager (5 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	165	Calcul automatisé		40	Calcul automatisé		<0.1	-	1045	<0.1	-	1045	n.i.			n.i.			0	Estimation	1003	2.2	-	1045	0	-	1045	n.i.			0.2	-	1045	0.4	-	1045	n.i.			4	Estimation	1047	93.2	Estimation	1003	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			1	-	1045	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1151	3563		Ittinger (bière spéciale ambre, 5.6 vol%)		Boissons alcoolisées/Bière	1	par 100 ml	197	Calcul automatisé		47	Calcul automatisé		<0.1	-	1045	<0.1	-	1045	n.i.			n.i.			0	Estimation	1003	3.2	-	1045	0	-	1045	n.i.			0.2	-	1045	0.6	-	1045	n.i.			4.4	Estimation	1047	91.6	Estimation	1003	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			1	-	1045	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
